global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20
964.183769543248	n/a	n/a	929650.3414506272	1109.0875388531645	n/a	n/a	1230075.1688393697	880.4279180349138	n/a	775153.3188552929	n/a	892.2627002686796	844.3005404228203	n/a	n/a	n/a	n/a	0.0828773236	-0.0378769234	0.0647607636	-0.0327335571	0.1203263962	-0.0163703837	-0.0759799011	0.0667060702	-0.0201612707	0.0290052722	-0.045379751	-0.0232735712	0.0372622933	-0.0759928382	0.1579982841	-0.018426192	-0.0526566375	0.0063218333	-0.0248994256	0.0949625099	-0.0306473768	0.0796127049	-0.0016281759	0.0083059213	-0.0965809762	0.0573772489	-0.1153734676	0.0355744176	-0.0682718704	-0.0459673036	-0.0095068397	0.0512997504	-8.873e-07	0.1781057256	-0.0187533057	0.0543509045	-0.0043090804	0.0021606894	-0.0765522652	0.1064946756	-0.056407817	0.0020983653	-0.0472105323	0.0181688089	-0.0615238721	0.044674815	-0.0870231794	-0.0590083842	0.0954603525	-0.0124818485	0.0270855656	-0.0151907572	0.0231668798	-0.1004852137	0.0433543488	-0.0252125001	0.0221585399	-0.015200545	0.0675836116	-0.0228971916	0.0203950449	-0.0640564098	0.0073120153	0.0212344394	-0.1294385204	0.101211632	-0.0040569169	0.030993752	-0.0159186912	0.1166607172	-0.1315175501	0.1290883846	0.1290552057	0.1289999139	0.1289225186	0.055472819973076	n/a	0.0030772337557652	n/a	0.0776331242203127	n/a	0.0060269019762065	n/a	-0.1326502508209728	n/a	n/a	0.0175960890428669	0.0019626481707782	n/a	3.851987842259015e-06	n/a	-0.000457877461883	n/a	2.096517701004181e-07	n/a	0.0006349498436506	n/a	n/a	4.031613039519214e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
955.9018919422216	-8.281877601026395	68.58949659838271	913748.4270187188	1089.5260116955465	-19.561527157618	382.6533447382266	1187066.930161204	878.1879016492152	-2.2400163856985955	771213.9906030516	5.017673408198199	889.4806953683839	824.6908194283831	0.98053	24.026752	0.1906965032932845	0.1351679674090273	0.0174481902	0.0274372362	0.008564327	0.0060466782	0.0922529912	-0.0051929835	0.0302348642	-0.0341531063	0.0577030694	0.0490608801	0.00465819	-0.0658747585	-0.0136400794	-0.0339670688	0.158635281	-0.0108828748	-0.0877000635	0.0790457149	-0.0768455201	0.0165187605	-0.018018459	-0.1491134455	-0.0356358374	-0.0298001281	0.0095744674	-0.01366201	0.0046418428	-0.0800426452	-0.0597351579	0.0021057434	-0.063435425	-0.0076531622	0.0423976306	0.1555836596	-0.0577318575	0.0736440307	0.0830008079	0.0642302118	-0.067018154	-0.1178962763	0.0800121613	0.0237618738	-0.0163511018	-0.0143758372	0.0225400651	0.0456311775	0.0069122195	-0.0474514863	0.0463567552	-0.0204550679	0.0321415727	-0.0562620334	0.0552036336	0.0054139351	0.0464964649	-0.0197525885	-0.078826063	-0.0064100232	0.016558267	-0.1703206565	-0.0605463485	-0.1262619306	0.0210369717	-0.0217922595	-0.0598964166	0.0843746466	-0.052897258	0.0872383505	-0.1757549632	0.0693474327	-0.168724868	0.1289999139	0.1287014744	0.1282045865	0.1275100165	0.0509102564650447	-0.0045625635080313	0.0025918542133366	2.0816985764818916e-05	0.0984460351702125	0.0208129109498998	0.0096916218407347	0.0004331772622084	0.0003707426283057	0.1330209934492784	0.0176945846982329	1.3745009644301846e-07	0.0025231256079298	0.0005604774371515	6.366162833391123e-06	3.141349575560256e-07	-0.0004252666011541	3.2610860728899966e-05	1.8085168205716043e-07	1.06346823747971e-09	0.0005820374338096	-5.2912409841000016e-05	2.799723115181955e-09	3.387675743556645e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
952.4495840519658	-3.452307890255838	11.918429769122715	907160.2101607624	1086.9458502777352	-2.5801614178112686	6.657232941961856	1181451.2814359886	877.1931206864177	-0.9947809627974492	769467.7709795762	0.9895891639442204	888.9291127197578	802.0303606154902	0.904663	22.167717	0.0855924552333578	0.0463932772484691	-0.0782989745	0.0923051798	0.0455461503	-0.0346045471	0.092087685	-0.0463074411	0.0554294433	-0.1040059666	0.0423133754	-0.0001367997	0.0202703248	0.0320893034	-0.0159914643	-0.0051385433	0.1203579204	-0.0796516481	-0.0407406121	0.0322908883	0.0637142686	-0.0343347691	-0.0231278202	0.0305491571	0.0245877709	0.1324845129	0.0858644693	-0.0356284951	0.0970361614	-0.0484601179	-0.0709282672	0.0183993431	0.0218248543	-0.0364977458	0.0582592981	0.1265213074	0.0614736386	0.0547298558	0.0335470513	-0.0636721709	0.047301147	0.0446047493	-0.0169398101	0.0585730292	0.0229814632	0.0837259388	-0.050144252	0.066420971	0.0671762707	-0.0380634226	0.053445788	-0.0332384353	0.0369364997	-0.0488795286	0.0611107117	0.0255058564	0.0567266493	0.0484488686	-0.1325157915	0.0193297868	0.0482643636	-0.029554962	-0.0848849166	0.0083862263	0.0212062904	-0.0633124335	0.096475731	0.1097456167	-0.0275117261	0.0346992305	-0.0386774772	-0.0141583309	-0.1702481368	0.1288230331	0.1279949812	0.1266188352	0.124700488	0.0508789529407778	-3.130352426689714e-05	0.0025886678523498	9.799106315282183e-10	0.0936820425594078	-0.0047639926108046	0.0087763250981026	2.269562559580172e-05	0.0428589029696269	0.0424881603413212	0.0018052437691898	0.0018368855637598	0.0028615973222166	0.0003384717142868	8.188739234517216e-06	1.145631013722453e-07	-0.0002243437528473	0.0002009228483068	5.033011944161042e-08	4.0369990971717375e-08	0.0008088228463553	0.0002267854125457	5.1431623343523366e-08	6.541943967862893e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
954.8650768708446	2.4154928188788745	5.834605558055411	911767.315027564	1089.2968757881606	2.351025510425416	5.527320950671086	1186567.6836018474	876.9808529804008	-0.2122677060169735	769095.4164942313	0.0450575790177083	888.0655408112899	806.2413914340666	0.8580879999999999	21.026438	0.1743176373360015	0.0840305212427454	-0.0383259003	0.0650499772	0.033641069	-0.0046525401	0.0360717105	-0.0328233457	0.0320218991	-0.0209019032	-0.0053439881	0.0150984722	0.022815633	0.0108863477	0.0229167314	-0.0125313732	-0.0255060775	-0.0460801289	0.0849147863	0.0145154515	-0.0471597473	-0.1031377962	0.111895903	-0.1218146288	0.0514715803	-0.0986315744	0.0980681486	0.0073870096	-0.1012912137	-0.0104650324	0.1361354917	0.0226577654	0.0231689426	0.0152427911	-0.0199750206	-0.0174872204	0.0500878743	-0.0547962622	0.0048209881	0.03392244	0.0691605948	-0.1792380548	0.0018816348	-0.0310681799	0.0489024501	-0.0140614254	0.1558911182	-0.0748946437	0.0956460932	-0.0196621578	0.0222912343	-0.0157835237	0.0352641944	-0.0270624568	0.0314620001	0.0484587531	0.0396927769	0.0455606506	-0.0714434693	-0.0241511252	-0.0097244782	-0.0831535136	-0.0246159934	-0.0476120565	0.0353110222	0.0104443663	0.1015459769	0.0283229017	-0.0062059154	0.0890907323	-0.0846443989	0.0553285277	0.043510618	0.1285578634	0.1269376627	0.1242524367	0.1205247148	0.0508746991807527	-4.253760025101083e-06	0.002588235016732	1.8094474351147967e-11	0.1327095349567173	0.0390274923973095	0.0176118206684281	0.001523145162822	0.0753617037582188	0.0325028007885919	0.0010564320591028	0.0056793863933415	0.0017919000262393	-0.0010696972959773	3.210905704036404e-06	1.144252305021148e-06	0.0004219209443658	0.0006462646972131	1.7801728329452854e-07	4.176580588639398e-07	0.0004691230317442	-0.0003396998146111	1.1539596404681573e-07	2.200764189128697e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
956.9300975074694	2.0650206366248085	4.26431022968633	915715.2115156548	1093.1917880665171	3.8949122783565135	15.170341656092337	1195068.285496069	878.3189670929487	1.3381141125479417	771444.2079552243	1.7905493781999655	888.4581014140488	805.6266213691596	0.987663	24.201538	0.1894932911990213	0.1005470285941186	-0.0065174816	0.0429805546	-0.0246024942	-0.0619869837	-0.0653940576	-0.0496114439	0.0097018423	-0.0021376569	-0.0293726302	-0.0240834546	0.001006221	0.0641560206	0.0510445642	0.0233105484	-0.0398382645	-0.0445953751	0.110094727	-0.0929750664	0.1360253309	-0.0377314496	-0.0297707853	-0.0248149546	0.0461324252	0.0194042625	0.037024107	-0.0797592357	0.0264002165	-0.029359054	-0.1074719111	0.0054736166	0.0666499245	0.0421875216	0.0042130909	-0.0428512748	0.0623812469	-0.0898398365	-0.0824497882	-0.1054997757	0.1075915582	-0.005180938	0.0211857994	0.0443723228	-0.0150834521	0.0264989603	-0.041144851	0.0581688954	0.0237966088	-0.0222989488	0.0352413286	0.0132293768	0.0450554058	0.0268789338	0.0218739549	-0.0216767865	0.0543373981	0.0181354373	-0.0060685315	-0.0679223741	0.0352477188	0.1080914944	-0.0159041771	0.1065100237	0.0663007715	0.0932207692	0.0613192003	0.0948670249	0.056954807	-0.1861894379	0.0459902975	0.0218533798	0.0391559375	0.1282045865	0.1255324169	0.1211199807	0.1150284477	0.050974704702142	0.0001000055213893	0.0025984205194705	1.0001104308345744e-08	0.1087127324793328	-0.0239968024773845	0.0118184582031229	0.0005758465291386	-0.0026306760101988	-0.0779923797684176	0.006082811301941	6.920456270635476e-06	0.0008932484191702	-0.000898651607069	7.978927383500613e-07	8.07574710887876e-07	0.0012161856304317	0.0007942646860658	1.4791074876685514e-06	6.308563915313625e-07	0.0004139572562426	-5.516577550159998e-05	3.043262786692928e-09	1.7136060999590161e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
963.9847406301648	7.054643122695325	49.76798958859244	929266.580167806	1102.992666859272	9.80087879275493	96.05722511027332	1216592.823145329	881.8326153578314	3.513648264882704	777628.761508833	12.345724129313236	891.7819873780546	836.2821505794705	1.009755	24.742872	0.3034375159512507	0.1574486967243563	0.0594060225	-0.0536649806	-0.0027584557	-0.0737908704	-0.0100315281	-0.0710619092	-0.0502563082	0.0694739587	-0.0753513132	0.0517577736	-0.0550316385	-0.009168353	0.140136116	-0.0202845412	-0.0472358596	0.0028132504	-0.0197290143	-0.0480554494	-0.0853212584	0.0030261198	-0.1656934861	0.1224016848	0.0562170934	0.1428120383	-0.051238576	-0.0734768949	-0.1271191796	0.0974972485	-0.0995821368	-0.0455490151	0.0167168521	0.1526426473	-0.0276069393	-0.0420226854	-0.0002359151	0.0385368062	-0.0642340491	0.0284015471	0.0342712294	0.1581757429	-0.0464231871	0.1171513009	-0.0407972536	0.0887128022	-0.1595521683	-0.0882297374	0.0294372545	-0.0144720226	0.0171594188	0.0379072528	0.0416883959	0.0950335936	-0.0225411075	-0.0986990184	0.0842585729	-0.0371375644	0.0798748385	-0.1413111769	0.0412359641	0.1183526327	-0.1367613553	0.2078503481	0.0125646211	-0.0111875981	-0.0731061924	0.010985472	0.254402911	0.035492678	0.1123539782	-0.0276836146	0.0923874107	0.1277634447	0.1237830955	0.1172407796	0.1082719048	0.0450818447843062	-0.0058928599178358	0.0020323727291562	3.472579801123576e-05	0.2155420941992076	0.1068293617198748	0.04645839437178	0.0114125125254758	-0.0452299233977839	-0.0425992473875851	0.0018146958779886	0.0020457459705693	-0.0010330370850048	-0.001926285504175	1.0671656189952143e-06	3.710575843594734e-06	0.0001802860464252	-0.0010358995840065	3.2503058535629366e-08	1.0730879481448395e-06	0.0004140931065802	1.358503375999869e-07	1.845531422603041e-14	1.714731009172409e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
964.7147696150108	0.7300289848460579	0.5329423187153659	930674.5867133434	1104.6692494163829	1.6765825571108053	2.810929070808206	1220294.1506061547	879.702369476249	-2.1302458815823684	773876.258862127	4.537947515998642	890.5151883488726	839.044590761669	0.9437930000000002	23.126553	0.3803293309552787	0.2353423226864563	0.0945910045	-0.0464982106	0.0099777605	-0.0141452342	-0.003074295	-0.0139719824	-0.0370427511	0.102481286	-0.0917945081	0.0506617046	-0.016568897	-0.0252680878	0.0846951806	-0.0100597894	0.0331948375	0.0435620452	-0.0229948729	-0.0147051456	-0.0459297111	-0.0986832619	-0.0002410962	-0.0058211471	-0.0103035138	-0.0112305327	-0.0946948474	0.1198278981	-0.0816272273	-0.0507098927	0.0628391406	-0.0121651183	-0.0039371681	0.086364691	-0.0082987205	0.0070208092	-0.0446993966	0.0217003775	-0.0522281517	0.0599677562	0.0882857321	-0.0231597272	-0.0443705609	0.045121563	-0.0598715694	-0.0976183977	0.0209501604	-0.0071097947	-0.1248979823	-0.0224453711	0.025324855	0.038096592	0.0246338894	0.0342353311	0.0210646119	-0.1298644661	-0.0764173691	-0.0474414264	0.0457995098	-0.0041542945	-0.114693541	0.1148916703	0.0965162592	-0.1051166025	0.1123534729	-0.0653693784	0.0915299817	0.0370079409	-0.0282200747	-0.1284177575	-0.0057952984	0.0790871668	-0.0362665936	0.1272347401	0.1216944932	0.1126387502	0.1003291122	0.0508937528773714	0.0058119080930651	0.0025901740819429	3.377827568223676e-05	-0.0002834919937271	-0.2158255861929347	8.03677105073661e-08	0.0465806836555238	0.043738555958555	0.0889684793563388	0.0079153903189793	0.0019130612773396	-0.000450947159047	0.0005820899259578	2.0335334025256034e-07	3.3882868190155704e-07	-0.0001147100135283	-0.0002949960599535	1.3158387203662771e-08	8.702267538808897e-08	0.0009314742669277	0.0005173811603475	2.676832650825255e-07	8.67644309948496e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
963.8051324574716	-0.9096371575392368	0.8274397583760623	928920.3333513644	1098.8387507919438	-5.830498624439088	33.99471420958609	1207446.6002419996	880.6272386179829	0.9248691417338932	775504.3333959338	0.8553829293315883	891.8330774721892	846.3807489640287	1.028869	25.211245	0.2101093790970258	0.1358222427766251	0.0816394399	-0.0625687177	0.0430087504	-0.0194036611	-0.0235224228	0.0053456596	-0.0239809733	0.0718652952	-0.0559726527	0.0600447401	-0.0557375963	-0.0167213223	-0.0079682385	-0.0128486376	0.0768027408	0.0287852228	-0.0326247098	-0.0646954162	0.0531146063	0.1306023546	0.0132617742	0.1108514777	0.021926556	-0.0233666872	-0.0053079511	-0.0156928373	-0.0882057636	-0.0054288152	-0.0302313342	-0.0512391034	-0.0272723039	0.0117333323	0.015633523	0.0750550147	-0.0394994485	0.0188908254	-0.0318552924	-0.0773700768	-0.1328807146	0.1490278282	-0.0438327237	-0.1024723091	-0.0702008861	-0.0388520645	-0.0033933995	0.0337907877	0.0698315013	0.0031915927	0.0171555075	0.00438067	0.0052259185	0.0303164541	0.0109957706	-0.049284325	-0.0028586938	0.050946639	0.0729894927	0.0873775632	0.0819046294	0.1263628557	0.0775740049	-0.0042072985	-0.0804787519	-0.0324995408	-0.2159149327	0.0435784656	0.0106293026	0.0740675008	0.0525564752	-0.0457241936	0.0472555118	0.1266188352	0.1192723348	0.1073422654	0.0912870929	0.0438600388952039	-0.0070337139821674	0.0019237030118887	4.947313238293855e-05	0.1238173172485801	0.1241008092423072	0.0153307280506355	0.0154010108545955	0.0228565532724189	-0.020882002686136	0.0004360580361837	0.0005224220274949	0.0005510438747593	0.0010019910338063	3.036493519097431e-07	1.003986031828218e-06	-0.0001137870222858	9.229912425000032e-07	1.2947486440669143e-08	8.519128337316997e-13	0.0007725312282482	-0.0001589430386794	2.5262889544673026e-08	5.968044986186725e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
957.6835798995014	-6.121552557970176	37.473405719991206	917157.8392091248	1095.7351548376162	-3.103595954327602	9.63230784771866	1200635.5295470147	878.669103976184	-1.9581346417988923	772059.3942823102	3.834291275412877	891.0212050337925	825.5769459376639	1.096496	26.868345	0.0869880777058933	0.0483418465258359	-0.0059060069	0.0014125169	-0.0339865205	-0.0332841215	-0.0239871343	-0.0186812991	0.0109976823	-0.0298165382	0.0220731615	0.0018754953	-0.008889918	-0.0239065001	-0.0330973547	0.0391313152	0.0921141142	0.0391563737	-0.0779313712	-0.0051831567	0.0233496017	0.0577646924	-0.0405748582	-0.1416686779	-0.0010046062	-0.0209517326	0.1212359362	0.0142328474	-0.0244895066	0.0046102839	0.0391807886	-0.0110076147	-0.0358340772	-0.0349703516	0.0709843037	0.0685509164	-0.0799585349	0.0246192857	0.0296600936	-0.0379117025	-0.1053084488	-0.0901122754	0.1212093139	0.057431836	0.0041640037	0.0654286078	0.0638345527	0.0048779485	0.0730202889	-0.0010099698	0.0010499269	0.0067223746	0.0260592503	-0.0216635042	0.0336249199	-0.0121980577	0.022490397	-0.0073685283	0.0336704307	-0.0055582909	-0.0257933491	-0.099771418	-0.0573785317	0.0604020708	-0.0038183648	0.0889942127	-0.0692757554	-0.0568723944	0.0088105036	0.0792216458	-0.2099424892	-0.0106114524	-0.0010790211	0.1259161521	0.1165232592	0.1013839798	0.0812449131	0.05097868632906	0.007118647433856	0.0025988264598366	5.067514128754598e-05	0.166555485616854	0.0427381683682738	0.027740729789066	0.0018265510354749	0.0372550763211023	0.0143985230486834	0.0002073174659834	0.0013879407116911	0.0002920327944983	-0.000259011080261	8.528315306248633e-08	6.70867396979702e-08	-0.0001139159583229	-1.2893603709999892e-07	1.2976845560624689e-08	1.6624501663052302e-14	0.0005770164674447	-0.0001955147608035	3.8226021692049824e-08	3.3294800370236055e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
958.144873324228	0.4612934247265912	0.2127916236959872	918041.598277501	1093.2860502132698	-2.449104624346319	5.998113460994524	1195274.3875909324	878.1521887364124	-0.5169152397716061	771151.2665825518	0.2672013651081371	890.0336333369964	814.4391733855165	0.920523	22.556343	0.1518263751559829	0.0994126657381243	-0.0351730015	0.0263923955	-0.0436767977	0.0072013622	0.0480831968	-0.0934619367	0.0167306696	-0.0036039499	0.0583549213	-0.0002420019	0.0061366426	-0.0176657786	0.0008264302	-0.0130092228	0.0271845718	-0.0311481933	-0.0041601818	0.0170048168	-0.0207745836	-0.1319923243	0.0237541338	0.0358797554	0.0431649114	0.0736279491	-0.0848986815	-0.148437315	0.0539802206	-0.0150158341	0.0563477311	0.0042600882	-0.0221750613	-2.40769e-05	0.0088296951	0.0340567112	0.0319834266	0.0427138712	0.0284516269	0.1007147613	0.1190520508	0.0229459136	0.0336356428	-0.0349177635	-0.0762868667	-0.0461720123	0.0816258476	0.0798312976	0.032166515	0.0040979186	0.0083285871	0.0202791637	0.043509873	-0.045895264	0.0382539314	-0.0101259973	-0.0243095803	0.0048030321	-0.0367065091	-0.0294754352	-0.050544561	0.0265445139	0.0114562089	-0.0341463147	-0.0284400286	-0.0190004558	0.0320372326	0.0549336611	-0.0533269531	-0.0278433141	0.0196680984	-0.1185235343	-0.0625139249	0.1251271724	0.1134548014	0.0948006283	0.0703125971	0.0509439551759527	-3.4731153107293855e-05	0.0025952865689694	1.2062529961622875e-09	0.0737591825552215	-0.0927963030616324	0.0054404170112144	0.0086111538619063	0.0527171927463854	0.015462116425283	0.000239077044349	0.0027791024110595	0.0008509491510908	0.0005589163565924	7.241144577421531e-07	3.123874936666345e-07	0.0001817385192377	0.0002956544775606	3.3028889374711856e-08	8.741157010163134e-08	0.0005609228112786	-1.609365616609998e-05	2.5900576879264795e-10	3.14634400212688e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
