global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26	motion_outlier27	motion_outlier28	motion_outlier29	motion_outlier30	motion_outlier31	motion_outlier32	motion_outlier33	motion_outlier34	motion_outlier35	motion_outlier36	motion_outlier37	motion_outlier38	motion_outlier39	motion_outlier40	motion_outlier41	motion_outlier42	motion_outlier43	motion_outlier44	motion_outlier45	motion_outlier46	motion_outlier47	motion_outlier48	motion_outlier49	motion_outlier50	motion_outlier51	motion_outlier52	motion_outlier53	motion_outlier54	motion_outlier55	motion_outlier56	motion_outlier57
871.1384977180137	n/a	758882.2822063977	n/a	1050.6592342907004	n/a	1103884.8266003209	n/a	824.4096551864051	n/a	n/a	679651.2795645673	846.4657572162089	806.9479350845019	n/a	n/a	n/a	n/a	-0.0067697678	0.0272749801	-0.0012986796	0.0434003092	-0.0398084805	-0.0074573519	-0.0441361943	0.0249050885	-0.0060133655	0.0183549543	-0.1209216749	-0.0463690353	0.0413692145	-0.0069330682	0.0169721413	-0.0373210669	0.0371623333	-0.0224098713	0.0293228469	0.0261440443	-0.0410669177	0.0556724261	-0.0047204228	0.0247552589	-0.0263518336	0.0584060575	-0.0315642644	0.0435848686	-0.0203525364	0.0230406383	-0.0304712872	0.0545441274	-0.0038236258	0.050883459	-0.0279432132	0.0181884811	-0.0409747042	0.0205915371	-0.0120356313	0.0411027906	-0.0585784397	0.0614370395	-0.0181241812	0.033800863	-0.0424071543	0.0344610296	-0.0344398369	0.0377126752	0.0169984751	-0.0022867539	0.0096217043	-0.0001421553	0.0339676847	-0.0147765687	0.0139944617	-0.0307778023	0.1290883846	0.1290552057	0.1289999139	0.1289225186	0.0001959323031712	n/a	n/a	3.838946742597104e-08	-0.0760513607753807	n/a	n/a	0.0057838094757871	-0.1620982792046135	n/a	0.0262758521210968	n/a	0.0006632073962367	n/a	4.398440504230632e-07	n/a	-0.0017909256733374	n/a	3.2074147674190194e-06	n/a	0.0002310945685379	n/a	5.340469960771816e-08	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
869.440310025469	-1.6981876925447068	755926.4526971836	2.8838414391103155	1033.5990294041655	-17.060204886534848	1068326.953585233	291.0505907705475	824.7351954708193	0.3255402844142736	0.1059764767765261	680188.1426482906	844.9820141697429	802.755668651824	0.567134	26.747898	0.0791451228813352	0.0385774290405376	-0.0071159119	0.02638189	0.013857651	0.0213669919	0.0187862444	-0.0182580198	0.0181305668	-0.001387479	0.0143453704	0.0580166423	-0.0350967082	-0.0214932996	0.0525658578	-0.0079051121	-0.0169569369	-0.0142315804	0.050701835	-0.0071825759	0.0560613822	0.0492366884	0.0085006555	0.0400837673	-0.0087386186	-0.0055259077	-0.0025184629	0.0507573273	-0.0034995574	0.0505509786	-0.033263989	-0.0394418544	-0.0258622779	0.0624913775	-0.0050010585	0.0476983897	-0.0239649185	0.0296311499	-0.0369433796	0.0221240356	-0.0106475547	0.0348779004	-0.0507434176	0.0564728382	-0.0029614453	0.0322577015	-0.0443001529	0.0286105075	-0.0357412843	0.0165734861	0.0069315098	0.0045666448	0.0418669964	0.018658257	0.0271847328	0.0150660369	0.0152507607	-0.0361722265	0.1289999139	0.1287014744	0.1282045865	0.1275100165	0.0184223667033052	0.018226434400134	0.0003322029109423	0.000339383594951	-0.0683860775563118	0.0076652832190688	5.875656682853923e-05	0.0046766556035378	-0.1471368220211388	0.0149614571834746	0.0216492443944802	0.0002238452010529	0.0012700910670467	0.00060688367081	1.6131313185918253e-06	3.683077898958206e-07	-0.0018169406131698	-2.601493983240004e-05	3.301273191785849e-06	6.767770944833943e-10	9.815421760714772e-05	-0.0001329403509307	9.634250434071309e-09	1.7673136905591567e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
872.4530537015961	3.012743676127116	761174.3309132401	9.076624458043929	1036.2939490074534	2.694919603287872	1073905.1487494626	7.26259166818526	826.176671666849	1.441476196029612	2.07785362372	682567.8928065123	847.152692001902	808.0139955071842	0.379973	17.920738	0.047994573897445	0.024184980529017	-0.0084914167	0.0387704732	0.0043537109	0.03464473	0.0105881779	-0.0281220891	0.0120046459	-0.000534299	-0.0352680787	0.0308562001	-0.0680721807	0.0084314112	0.0068365605	0.0173164518	-0.0022239248	-0.0369829987	0.0493098799	-0.0112324713	0.0403384038	0.0498799378	0.0306020469	0.0583188664	0.0137355596	0.010492416	-0.0269207289	0.0624701502	-0.0016352009	0.0385326865	-0.0496788704	-0.0868138988	-0.0174635897	0.0780773152	-0.006638158	0.0495598216	-0.0172671913	0.0243502587	-0.0375512466	0.0148879876	-0.010001494	0.0375043207	-0.0552161002	0.0530584319	-0.0140446766	0.0344640364	-0.0400776988	0.0247842445	-0.038512589	0.0277319365	0.0030144414	-0.0026645792	0.0299834004	0.009883637	0.0273066937	-0.0039305132	0.0197613645	-0.0230050841	0.1288230331	0.1279949812	0.1266188352	0.124700488	0.0183653183900815	-5.704831322370096e-05	3.254510041669494e-09	0.000337284919569	-0.0661617333412607	0.0022243442150511	4.9477071870313165e-06	0.00437737495872	-0.1525527751740867	-0.0054159531529478	0.0232723492133154	2.9332548554926055e-05	0.0010128635578228	-0.0002572275092239	1.0258925867654605e-06	6.61659915015316e-08	-0.0015465943919017	0.0002703462212681	2.3919542130617893e-06	7.308707935394053e-08	-0.0001802166162253	-0.0002783708338324	3.2478028763697065e-08	7.749032112857224e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
869.8024587266983	-2.650594974897785	756556.3172070098	7.025653720953392	1026.65946173561	-9.634487271843454	1054029.6503712523	92.82334499131352	824.6812204729995	-1.495451193849476	2.2363742731858234	680099.115400836	845.5029408719527	804.8492091052673	0.438799	20.6952	0.082077775916426	0.0450300328049537	-0.014664369	0.0297810154	0.0121444883	0.0245331678	0.0142591805	-0.0236994571	0.0426500591	0.0124312134	0.0048199284	0.0068173794	-0.0714354018	-0.0097200221	-0.0140440837	0.0018172944	-0.0016570763	-0.0200598596	0.0570423884	0.0069456207	0.0100754969	0.0098510155	0.028504625	0.0386064082	-0.0035269356	0.0090728482	-0.0227070813	0.0568400165	0.0113301165	0.005847118	-0.0186634123	-0.0402211766	-0.0389157332	0.0223045422	-0.0052561687	0.0407050738	-0.0174162063	0.0250774127	-0.028606472	0.0093119855	-0.0041077764	0.0256202352	-0.0374382134	0.0431352869	-0.0023092601	0.0252405972	-0.0324028576	0.0189046108	-0.0063942133	0.0232418014	0.025517356	-0.0113811109	0.0424232721	0.0091803853	0.0353233454	-0.0150065841	0.0049238251	-0.0362298003	0.1285578634	0.1269376627	0.1242524367	0.1205247148	0.0040623661306824	-0.0143029522593991	0.0002045744433346	1.6502818579715495e-05	-0.0528521403960411	0.0133095929452195	0.0001771452643674	0.0027933487444428	-0.1140543228021044	0.0384984523719822	0.0130083885498466	0.0014821308350377	0.0010432427603226	3.03792024998e-05	1.0883554569655178e-06	9.228959445238543e-10	-0.0017116585703889	-0.0001650641784871	2.9297750615857728e-06	2.7246183019654212e-08	-0.0003041088020348	-0.0001238921858095	9.248216347504117e-08	1.534927370465567e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
867.7368862614784	-2.0655724652199297	752967.3037787658	4.266589609074738	1032.508472117608	5.849010381998141	1066073.7449946376	34.210922448722044	823.2452944316905	-1.435926041309017	2.0618835961093844	677732.8148039207	844.9790274415341	807.0197582852607	0.444409	20.959774	0.2318920398227775	0.1182005442133238	-0.0180543008	0.0138554085	-0.0015691813	0.0350443659	-0.0021068434	-0.0174164828	0.0211333927	0.0232758534	0.0020606593	0.0032828012	-0.0093277659	-0.0197141962	-0.0288780713	-0.01659522	0.0204478976	-0.0220240142	0.0389697856	0.0025364894	0.0070512481	0.0044364405	0.0027666403	0.0240955447	-0.018060851	0.0174577721	-0.0217610205	0.0279819585	0.0144796636	0.0101081225	-0.0117299106	-0.0060773847	-0.0419445922	0.0019584671	-0.0074674296	0.0383075787	-0.0191433984	0.0214937397	-0.0300723618	0.0130861898	0.0081774393	0.0303865935	-0.0379178702	0.034644598	0.001200448	0.0218970171	-0.025748394	0.0229046453	-0.0100307993	0.0318898704	0.0070773991	-0.0130009291	0.0266046079	0.0211938691	0.0126946526	0.0062891915	-0.0096833159	-0.013021729	0.1282045865	0.1255324169	0.1211199807	0.1150284477	0.0019144530722456	-0.0021479130584368	4.613530506603328e-06	3.665130565830616e-06	-0.0136683522824085	0.0391837881136326	0.001535369250934	0.000186823854116	-0.0611551212372063	0.052899201564898	0.0037399488535374	0.0027983255262037	0.0029589210689303	0.0019156783086077	8.75521389215963e-06	3.6698233820700576e-06	-0.0010212344696278	0.0006904241007611	1.042919841955974e-06	4.766854389117736e-07	-0.0001569884696874	0.0001471203323474	2.4645379614791712e-08	2.1644392190009433e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
867.6634366380591	-0.0734496234192647	752839.8392785672	0.0053948471804318	1035.2836138122284	2.775141694620288	1071812.1610281072	7.701411425219964	822.4939316953014	-0.7513627363890691	0.5645459616340698	676496.2676755951	844.5526123206653	801.0017981061749	0.418104	19.719131	0.119115071007206	0.0574379812687792	-0.0126478005	0.0098626935	0.0033781925	0.0050014595	-0.0034098439	-0.0085938357	0.0125103207	-0.014636348	0.0052629155	0.0126570763	0.0409690573	-0.0005112885	-0.0074039958	-0.0275544337	0.0025031131	-0.0084699895	0.0191066271	0.0031274916	0.0007930094	-0.0391680123	-0.0346544083	-0.0014765154	-0.026890304	0.0036843873	0.0016448267	0.0154854682	0.0055860563	0.0029816019	0.0339062821	0.0260611081	-0.0091792376	0.0131002665	-0.0059117129	0.0333073281	-0.0158917896	0.0219715334	-0.0208539649	0.0120162331	0.0081979249	0.0165115926	-0.0215893059	0.030902515	0.0049766788	0.0171663732	-0.0173390194	0.0245538624	0.0044325314	0.0187821267	0.0156012582	-0.0134764022	0.0323664816	0.0118048381	0.021716936	0.0120717726	-0.0130645977	-0.0169454	0.1277634447	0.1237830955	0.1172407796	0.1082719048	-7.156105989736261e-05	-0.0019860141321429	3.944252133071565e-06	5.120985293633919e-09	0.0259802408771605	0.039648593159569	0.001572010939533	0.0006749729160352	-0.0375735610453773	0.023581560191829	0.0014117724896306	0.0005560899810808	0.0025241158282505	-0.0004348052406798	6.371160714424707e-06	1.89055597322619e-07	-0.0011513483363152	-0.0001301138666874	1.325602991535779e-06	1.6929618304346522e-08	-0.0006700474327935	-0.0005130589631061	4.4896356219316006e-07	2.632294996235065e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
869.448929010492	1.785492372432827	755941.4401574915	3.187983012015806	1034.2529354352052	-1.0306783770231505	1069679.1344563388	1.0622979168630755	824.7943624365338	2.3004307412323897	5.291981595207002	680285.7403070882	846.3768504037907	794.2478515587601	0.405284	19.11451	0.1517519754510037	0.0783821468740679	-0.0288978007	0.0186077975	-0.0021594781	0.0275349452	-0.000522022	-0.0101514729	0.0023675869	-0.0098134733	-0.0301203106	-0.0060266516	-0.0164711849	0.043225963	-0.0265502424	0.0051281276	-0.0050151203	-0.0306768594	0.0381741016	0.0043700043	0.0179577893	0.017082083	-0.0420462163	0.0506385137	0.003500096	-0.0016699718	-0.0288248786	0.0379269506	0.006068545	0.022907105	-0.0134733563	0.0200658733	-0.0409608686	0.0146403479	-0.0044390572	0.0366155224	-0.0127832142	0.0190383262	-0.0201953155	0.0045797077	0.0079193093	0.0235352308	-0.0331325338	0.0289931136	0.0025467845	0.0113452968	-0.0125000805	0.0103250108	0.0025033095	0.0158078392	0.0114709269	-0.0235564814	0.0276766187	0.0163803628	0.0192767644	0.0064384612	-0.0135690662	-0.0156497726	0.1272347401	0.1216944932	0.1126387502	0.1003291122	-0.0005921345767347	-0.0005205735168373	2.709967864323936e-07	3.506233569647823e-07	0.0020103537267317	-0.0239698871504288	0.0005745554900042	4.041522106584034e-06	-0.1068903112594199	-0.0693167502140426	0.0114255386411356	0.0048048118602359	0.002286734937169	-0.0002373808910814	5.22915667286931e-06	5.634968745064695e-08	-0.0017118577394941	-0.0005605094031789	2.9304569202658503e-06	3.141707910519667e-07	-0.00030904243566	0.0003610049971335	9.550722703866525e-08	1.303246079553584e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
866.8299462395603	-2.618982770931666	751394.155697679	6.859070754436908	1033.2448233018542	-1.0081121333510057	1067594.86488008	1.0162900734095155	824.6064682169049	-0.1878942196289017	0.0353042377699539	679975.8274251574	846.0622518809054	804.1187020376617	0.48695	22.96616	0.175934366210857	0.0790053976681685	-0.0101472612	0.0088957218	0.0067784054	0.0161750203	-0.0219675233	-0.0083944112	0.0068185458	-0.016955326	0.0321280981	0.030158011	-0.0259806544	0.0215971571	-0.0536877837	0.008260599	0.0173389783	-0.0122923835	0.0426454379	0.0111501099	-0.0117111769	0.008210166	0.019692522	0.0459882377	0.0026349247	0.0132797544	-0.0180077497	0.0311300677	0.0201340132	-0.0002288129	-0.0123073777	-0.0094054537	-0.0434296205	-0.0236176998	-0.0020366401	0.0267353406	-0.0148565921	0.0220232641	-0.0134361495	0.0072525758	0.0104181486	0.0164257198	-0.017102784	0.0297091462	0.0023001609	0.0185523173	-0.0146193071	0.0237676484	0.0130558866	0.0286007455	0.0138250507	-0.0119773549	0.0154697436	0.0079444692	0.0389985173	0.0081290945	-0.0338658766	-0.0111475314	0.1266188352	0.1192723348	0.1073422654	0.0912870929	-0.0211101455343936	-0.0205180109576589	0.0004209887736586	0.0004456382444832	-0.0039402502062557	-0.0059506039329874	3.540968716728511e-05	1.552557168789809e-05	-0.0446362663006709	0.062254044958749	0.0019923962692644	0.0038755661137259	0.0029570261444773	0.0006702912073083	8.744003619122286e-06	4.492903025948188e-07	-0.0009959299052288	0.0007159278342653	9.918763761290464e-07	5.125526638758032e-07	4.897264999563478e-05	0.0003580150856556	2.3983204475949473e-09	1.281748015570115e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
864.7603397366051	-2.069606502955139	747810.4451813687	4.2832710770742	1034.011857789728	0.7670344878738433	1069180.5220497649	0.5883419055878891	822.8547130776668	-1.751755139238071	3.0686460678469936	677089.8788341294	844.7813185127618	789.5908684076047	0.515032	24.290588	0.1794756080096265	0.1016522024562505	-0.0215609368	0.0056835082	-0.0129134907	0.0360788827	-0.0101281582	-0.0047533805	0.0176676858	-0.0060400447	0.005124429	0.0172201014	0.0401151499	0.0104145539	-0.0119534769	-0.0169066652	0.0004333323	-0.0155427528	0.0208656653	0.0047121309	-0.0134056755	-0.0043536716	-0.016132625	0.0541651013	-0.0163445374	-0.0006099244	-0.01389131	0.0130071057	0.0131596879	-0.0056946842	-0.0015206319	0.012034944	-0.0567290374	-0.0150215964	-0.0009715495	0.0268899967	-0.0089222201	0.0120515047	-0.0099880714	0.0049833552	0.0111354073	0.0136020919	-0.0151017773	0.026271238	0.001749373	0.0043920675	-0.0070736936	0.0034323572	-0.016345229	0.0135175105	-0.0064439396	-0.0107887545	0.0018806142	0.0137829998	0.0015280046	0.0412583309	-0.02704413	0.0090033078	0.1259161521	0.1165232592	0.1013839798	0.0812449131	-0.042393237487488	-0.0212830919530944	0.0004529700030838	0.0017971865846705	-0.006172269671083	-0.0022320194648273	4.981910891367946e-06	3.809691289257105e-05	0.0242418092062166	0.0688780755068875	0.0005876653135906	0.0047441892855324	0.0019620759938172	-0.0009949501506601	3.849742205513754e-06	9.899258022985557e-07	-0.0017109230111511	-0.0007149931059223	2.9272575500863477e-06	5.112151415164175e-07	8.067781510958099e-05	3.1705165113946206e-05	6.508909850855734e-09	1.0052174949025915e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
867.0438929375422	2.2835532009370354	751765.1122802881	5.2146152215097805	1034.4840132366917	0.4721554469635975	1070157.1736422917	0.2229307660973946	822.8476272896619	-0.0070857880049288	5.020839165079389e-05	677078.2177362263	843.8045457929841	802.1429587602615	0.451587	21.298286	0.1973320444440642	0.1291461280200428	0.0044052349	0.0031212205	-0.0055289707	0.0067722274	0.0075074191	-0.0217141854	0.0030496489	0.0001257957	0.0085339937	0.0147727405	-0.0183329909	-0.0056517105	0.0545777477	-0.0173145543	-0.0085993191	-0.0128919901	0.0101266448	-0.0072106357	0.0072309875	-0.0137166858	-0.0448395743	-0.0081115902	-0.0173850459	-0.0018313138	-0.0028725817	0.0212740393	-0.0122658601	0.0074605293	0.0196862025	0.032468308	-0.0142374144	0.0425304713	0.0025392592	0.0183663107	-0.0066301584	0.0072092276	-0.0139060817	0.0014660364	0.0015237555	0.0084398368	-0.019556758	0.0262997949	-0.0023760283	0.0146282459	-0.0242018738	0.008290739	-0.0017847111	0.0018949202	0.0114939671	-0.0013120615	0.0210635871	-0.0005499164	-0.000272097	0.0079065655	-0.0153609488	-0.0223919324	0.1251271724	0.1134548014	0.0948006283	0.0703125971	-0.0170139511818518	0.0253792863056362	0.0006441081733834	0.0002894745348184	-0.0099111354337679	-0.0037388657626848	1.3979117191377336e-05	9.823060558648962e-05	-0.0997809828354689	-0.1240227920416855	0.0099562445356121	0.0153816529458151	0.0011250292343102	-0.000837046759507	1.2656907780525948e-06	7.006472776011698e-07	-0.0017109827805537	-5.97694025999615e-08	2.9274620753512706e-06	3.572381487156284e-15	3.3962337338028724e-05	-4.671547777155226e-05	1.15344035746206e-09	2.1823358634243932e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
