global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14
910.8301986292164	n/a	n/a	829611.6507349377	1038.7196807861328	n/a	1078938.5752524456	n/a	831.5054741378508	n/a	691401.353521212	n/a	848.2240397748219	710.8049583983936	n/a	n/a	n/a	n/a	-0.0473794737	0.1001702363	-0.0449273565	0.1064973672	-0.0393278196	-0.010737598	0.0987351085	-0.0447371459	0.0240026648	-0.0889274975	0.0835319418	-0.0900700436	0.0654635764	-0.2430016442	-0.0454317331	0.1127565769	-0.0644953058	0.0820673468	-0.0955982174	0.1741584612	-0.0774338056	0.0060040542	-0.0125122901	0.0152460868	0.0071602484	-0.1491716781	0.0084454115	-0.0133058293	0.0193894218	-0.0495786002	0.0007442121	-0.0122397481	0.0633542413	-0.1554426631	0.1558742073	-0.0268041903	5.6273e-05	0.0319177743	-0.0050219184	-0.1099138693	0.1281878753	-0.0508916671	0.0700958658	0.0389378827	-0.0697602178	-0.0144004113	0.0627002837	-0.1248721447	0.0243264051	-0.0548751806	0.0209875974	-0.1855944872	0.023347989	-0.0548302488	0.0860189704	-0.034450098	0.0957209236	-0.1236278469	0.1240928474	-0.0584747094	0.0351014543	-0.0858998413	0.0661926754	-0.0216314009	0.0612952049	-0.0282970859	0.0047253517	-0.0229975316	0.1318019432	-0.0076299875	-0.0930493504	0.1302467199	-0.0549286262	0.148502131	0.1267444429	-0.0745606492	-0.0435046477	-0.0031556624	0.2351775414	-0.0990933291	0.0726097805	-0.0452618533	0.1078844208	-0.0311441662	0.0596367313	-0.0120469101	0.0602577727	-0.0681751544	0.1018431651	-0.0084575609	0.2190444371	-0.0263639714	0.168562118	-0.0177787686	-0.0737232564	-0.0101171769	0.0041984829	-0.0565159901	0.1148334435	-0.0108236357	0.1290883846	0.1290552057	0.1289999139	0.1289225186	0.0938294818700029	n/a	n/a	0.0088039716679932	-0.0191847263790663	n/a	0.0003680537262396	n/a	-0.1981530922304983	n/a	n/a	0.0392646479605083	0.0018497861080718	n/a	3.421708645615417e-06	n/a	-0.0044268186294949	n/a	n/a	1.95967231784431e-05	0.0023821110359941	n/a	n/a	5.674452987804885e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
909.8015857852718	-1.028612843944643	1.0580443827278865	827738.9254973952	1026.8257671393972	-11.893913646735657	1054371.1560614114	141.46518183600463	831.3937255743007	-0.1117485635501225	691215.5269243156	0.0124877414555157	847.6498607957219	710.1730725313548	1.115158	19.937708	0.0366704118393417	0.0179354639342956	-0.0206724879	0.1258816655	-0.1575804744	0.0013140209	-0.0687604905	-0.0164716757	-0.0370692884	-0.1549436488	-0.0131575815	-0.1158693928	-0.1228393833	-0.1572179295	-0.007350598	-0.1342854182	-0.0064924983	0.2228592314	0.0843599226	0.0183348632	-0.1293261954	0.0265019126	-0.1333485549	-0.1222608487	0.0226627567	0.1240352041	0.0165668547	-0.1346039669	0.0821435574	0.0158004739	0.1284543356	-0.0123064194	0.1447540061	0.0050962797	-0.0314461069	-0.0041812129	0.0658582984	0.0132318718	0.0491203007	-0.015780968	-0.0761583146	0.0517289443	-0.0243330316	-0.0813303684	0.1605750775	-0.0078258535	0.1469531468	-0.1585180431	-0.0006016425	-0.1447827705	0.195933472	-0.0094539578	0.0553805562	-0.0939461588	-0.122132919	0.1199967925	0.0579514986	-0.0731014178	0.0159318758	-0.0475141339	0.0966651428	0.0040079063	-0.0623146093	0.1114471622	0.0609760727	-0.0458315292	0.0625753431	-0.1068117894	0.020590589	-0.0687189648	-0.0488072001	0.0341165041	0.0200803862	-0.0428842139	0.0241378372	0.1523062567	0.116115843	-0.007593878	-0.0334794533	0.0292521318	0.2595783468	-0.1271141223	-0.0490834754	-0.0904763037	0.032169783	0.0319375855	0.0238844806	-0.0689797079	0.0141098599	-0.0683260505	0.0851131996	-0.0526791425	0.092403209	0.0409761446	0.0627913228	-0.0214936809	-0.0143532245	0.0840891023	0.0350888714	-0.1151598204	0.1167192876	0.0349755053	0.1289999139	0.1287014744	0.1282045865	0.1275100165	0.0974050008223912	0.0035755189523883	1.2784335778887976e-05	0.00948773418521	-0.0178176038314887	0.0013671225475775	0.0003174670062958	1.8690240600950664e-06	-0.2114497611729291	-0.0132966689424308	0.0001768014049646	0.0447110015000887	0.0019020503900961	5.226428202429997e-05	3.617795686464726e-06	2.731555175515564e-09	-0.0045669235857175	-0.0001401049562226	1.9629398758136804e-08	2.085679103778279e-05	0.0022058582463021	-0.000176252789692	3.106504587421244e-08	4.865810602778976e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
909.9734743154132	0.1718885301414729	0.029545666794196	828051.723957664	1028.608642427048	1.782875287650768	1058035.7392756145	3.178644291315808	832.8687478820975	1.4750223077968485	693670.3511986929	2.175690808498341	848.9985614250622	711.1523895926898	1.18076	21.110609	0.110268295308907	0.0597174345407328	0.0084084729	-0.0819882145	-0.0355414615	-0.0855538615	-0.0355150719	0.0190834503	-0.0652826055	-0.0581411354	-0.1247737773	-0.0270788915	0.0225667789	0.0163266661	0.0662814882	-0.0713368247	-0.0174111196	-0.0323967618	0.130687618	0.0592532906	-0.1475547533	-0.0339615825	-0.0390094244	0.0487387822	-0.008189396	-0.0009989947	0.1315674571	-0.1551745902	0.0081418754	-0.0403235751	-0.0093526084	-0.1008237545	0.0643698364	-0.1023422922	-0.0091920453	-0.0698500671	0.0078631245	-0.0656196021	-0.060610936	0.0041159925	-0.0020395002	0.0418007863	-0.0399141166	0.0986315097	0.00582642	0.0490605878	-0.0258380434	0.0299612103	-0.0327396503	0.0646058619	0.083733403	-0.0067890389	0.1533634939	-0.035772545	-0.0594319331	-0.0194098287	0.0448499529	0.0308808263	-0.049508498	-0.2164646554	0.0372897154	-0.0462632669	0.0770026915	-0.0070251515	-0.0060589584	-0.0527767055	0.022505224	0.0187010558	0.0717699702	-0.0227999739	0.0192015336	0.0297028678	-0.0482809049	0.0607532105	-0.0589116144	0.013661357	-0.0279826547	0.0728688755	-0.0169877378	0.0037645653	0.2055571365	-0.0128633534	-0.1394644107	0.0141434886	0.1897624923	-0.0291249485	-0.0353413711	-0.0286493105	0.039933623	-0.0455412663	-0.0273444151	-0.063372515	0.1198123554	-0.0365053675	0.0299700486	0.0597662175	0.0201179633	0.0043566619	0.0502826117	-0.0656215497	0.0058883161	-0.0260852845	0.1288230331	0.1279949812	0.1266188352	0.124700488	0.0820621942110335	-0.0153428066113577	0.0002354017147135	0.0067342037187293	-0.0150728713189636	0.002744732512525	0.000227191449798	7.53355656531234e-06	-0.1974748121543399	0.0139749490185892	0.0001952992000721	0.0389963014353918	0.0009817675834355	-0.0009202828066606	9.638675878847812e-07	8.469204442351113e-07	-0.0040009726905096	0.0005659508952079	3.2030041578662335e-07	1.600778247020363e-05	0.0021279758048419	-7.788244146020003e-05	6.065674687801485e-09	4.528281025992532e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
908.4929724480436	-1.4805018673696395	2.191885779284989	825359.4809874817	1025.2077512835513	-3.400891143496665	1051050.933291876	11.566060569914052	832.6128296829384	-0.2559181991591686	693244.1241526298	0.0654941246608718	848.638295103428	709.9768087583766	1.00441	17.957672	0.0919789651255156	0.0466192548739419	0.0036077316	-0.0789345226	-0.0403128226	-0.0521762952	-0.1036875576	-0.006709354	-0.1191910901	-0.0596394397	-0.1150389972	-0.0039467367	0.0062020303	0.1574205709	0.0260140148	-0.0525858197	-0.0420033673	-0.0485579584	0.125062152	-0.0052292763	-0.1931396462	-0.0546457451	-0.1087286657	0.050613334	0.0217643651	0.0468111709	0.08969118	-0.0545234821	-0.0622988968	0.0345849955	-0.0066758604	-0.0702318099	0.1548737843	-0.007055193	0.0649201631	0.0605846198	0.0418846394	-0.0419507593	-0.0349103189	0.0121697493	0.0330748958	-0.1321602666	-0.0577437173	0.1284289942	-0.0204204007	-0.0331075287	0.0232021515	-0.0749339647	-0.0260368587	0.088061309	0.1301759132	0.062546114	0.1450564352	-0.0501695494	-0.0654131267	-0.0002831158	0.1209999145	0.0472632681	-0.0447866695	-0.1410479827	0.0109338922	-0.0572692891	0.0655361538	-0.0862010413	-0.0136127452	-0.0650400762	0.0630639792	-0.0310383743	-0.0161379275	-0.0596805853	-0.0681136361	-0.0655031385	0.0666843125	0.0470294675	-0.0143959603	-0.0776052609	0.1040344693	0.0709307546	-0.0224448482	0.0057911965	0.1734241167	0.0186589731	-0.1182777714	-0.0078171585	0.2102812568	-0.012676764	0.0164097158	-0.0799150683	-0.0160713476	-0.0423748192	-0.0437003799	-0.0262462914	0.048853062	0.0487324402	0.0283357091	0.0619518954	0.0218245798	-0.0228283306	0.0586930865	-0.0005623808	0.0011985047	0.0485176862	0.1285578634	0.1269376627	0.1242524367	0.1205247148	0.0788382986787041	-0.0032238955323294	1.0393502403373512e-05	0.0062154773385525	-0.0490805108778573	-0.0340076395588937	0.0024088965480314	0.0011565195483676	-0.1701115403973574	0.0273632717569825	0.0007487486412464	0.0289379361763617	0.0012693072176241	0.0002875396341886	1.6111408127126346e-06	8.2679041229314e-08	-0.0039392939311455	6.167875936410015e-05	3.804269356694572e-09	1.5518036675959768e-05	0.0019295110328484	-0.0001984647719934	3.9388265722431916e-08	3.7230128258837e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
908.0339725624256	-0.4589998856180273	0.2106808949973621	824525.6953274998	1022.6420992105316	-2.565652073019692	1045796.8630777228	6.582570559790241	831.9532311278599	-0.6595985550784462	692146.1787840863	0.435070253861574	847.52442364265	692.9251679093431	1.154347	20.638359	0.0538688163783469	0.0365260439295032	-0.0032130529	-0.1715351055	-0.0569019944	-0.0378353717	0.0740824695	-0.0320675633	-0.1158410922	0.0087656537	-0.1217745858	0.0908187524	0.0054626995	-0.0139000986	-0.0259348038	-0.0671916924	-0.0743090752	-0.0529804725	0.1341680462	0.0995534196	-0.2169747928	0.0742497994	-0.1173058573	0.0708748491	0.0457650785	-0.0832796016	0.0543638107	-0.0009782043	-0.016246346	-0.0623387805	-0.0830487892	0.0129838187	0.0539221226	0.0298510392	0.128631195	0.019266948	-0.0535253757	-0.0114060702	0.1347806192	-0.1577388094	0.038012185	0.117247653	-0.1401004996	-0.0261932992	0.040683881	0.0768332744	0.0735567542	0.0110522771	0.0196281991	0.0624438022	0.0450119877	-0.0057780548	0.1959543205	-0.1374598589	-0.1390664396	-0.1567606942	0.0793095346	0.002200228	0.0297360001	-0.0659158466	-0.0344525214	0.0012685397	-0.0162739684	-0.0594327952	0.1014426462	0.0621561379	-0.0436657942	-0.0067336077	0.0103835701	-0.1579347043	-0.1069651335	0.0859395758	-0.0307082367	0.0207230842	-0.0615483881	-0.1197303775	-0.0430971378	0.0575489913	-0.0263388084	-0.0218519852	0.1533230291	0.0280165684	-0.1038048822	0.0720291718	0.2910134219	-0.0433254771	-0.0461013878	-0.0498143356	0.0328685415	-0.0732569979	-0.103847462	-0.0214203267	0.0670118589	0.1166239409	0.0864569131	-0.0147413463	-0.0939553944	-0.0454548851	0.0558818156	0.0926903965	-0.0489943321	0.0377281256	0.1282045865	0.1255324169	0.1211199807	0.1150284477	0.0788305536459006	-7.745032803499474e-06	5.998553312728291e-11	0.0062142561881192	-0.0414224206540438	0.0076580902238135	0.0017158169328405	5.864634587606793e-05	-0.1707521020446023	-0.0006405616472449	4.103192239211103e-07	0.0291562803526502	0.0012858485430901	1.654132546599998e-05	1.6534064757669329e-06	2.7361544817213943e-10	-0.0037142048646496	0.0002250890664958	5.0665087855995636e-08	1.3795317776586757e-05	0.0012598930353206	-0.0006696179975278	4.48388262613141e-07	1.5873304604493546e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
912.4127726213692	4.378800058943625	19.173889956204693	832497.0676426144	1030.5361797974842	7.8940805869526685	1062004.8178715927	62.31650831330299	833.1584260866003	1.2051949587404351	694152.9629591011	1.452494888573359	847.2880807082497	705.8224621596668	1.367574	24.450621	0.0873975989956732	0.0482777082371264	-0.0033415625	0.0358039967	-0.0098080228	0.0433946296	0.1301724685	-0.0016215043	0.1447114189	-0.0087072925	0.0589772418	0.0466202911	-0.0424026907	-0.0246903243	0.054085633	-0.1387259337	-0.0372850901	0.0454484402	0.0377204114	0.2285944912	-0.047234851	-0.0764781787	-0.2168004949	0.1348471745	-0.0197027887	0.000817	-0.0426994666	0.134412334	-0.1746357574	0.1022601841	0.0136215466	0.0337101156	-0.1337166659	0.1274221522	0.0144985474	-0.139934256	-0.004922817	0.0115849145	-0.1556384997	-0.0988616597	0.1235077616	0.0934065637	0.1677111261	-0.1345533317	-0.0525184312	-0.0028871288	-0.1570138395	-0.0240807336	0.0659869615	-0.0841400797	-0.0889215145	-0.1274820303	0.1346596639	0.0159996173	-0.2326228205	-0.0826562162	0.1578171327	0.1344013937	-0.0583441512	0.1752320309	-0.0994870319	-0.0019652914	-0.132991255	-0.0534874877	-0.0961141179	0.004110925	0.0904658098	0.0183182599	-0.0867021035	0.008149699	-0.0059406822	0.0468680213	0.0247343202	0.0229006989	0.147162185	0.0990995038	-0.1288197315	-0.115713528	-0.0153542746	0.0219062872	0.0876428363	-0.003916258	0.0164717183	0.0925068518	-0.0340375259	0.0515671724	0.092320199	0.1615908977	-0.1282341728	-0.0294215087	-0.1330751781	0.2210586761	-0.0263991035	0.1233361376	-0.2485112306	-0.1545813248	0.1019580391	0.0189182568	-0.2438457416	0.0714336317	-0.0505938975	-0.0781279464	0.1277634447	0.1237830955	0.1172407796	0.1082719048	0.0856472886370625	0.0068167349911619	4.646787593973113e-05	0.0073354580508802	-0.083802890189446	-0.0423804695354022	0.0070229244041043	0.0017961041980411	-0.1743107159834664	-0.003558613938864	1.2663733165877764e-05	0.0303842257066686	0.0011621193611117	-0.0001237291819783	1.350521409470666e-06	1.530891047304401e-08	-0.0034749675016922	0.0002392373629574	5.723451583481076e-08	1.2075399137816931e-05	0.0009300239696515	-0.000329869065669	1.0881360048540496e-07	8.649445841263342e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
914.7855017965276	2.3727291751583834	5.629843738647783	836832.5142971247	1030.626535396765	0.0903555992806559	1062191.055463939	0.0081641343213664	834.563993994001	1.405567907400609	696497.0600712189	1.975621142314528	849.27920775305	718.4000539230785	1.309016	23.403675	0.248210541895942	0.1364085120916356	0.0741527995	0.0699211753	0.0125966469	-0.0995158454	0.0506459409	0.05002773	0.01867219	-0.082888101	0.0666562428	0.0437347436	-0.0126922458	0.01825141	0.1153740346	0.1834445646	0.1074728935	0.0303043872	-0.0866545696	-0.0488520794	0.0980137671	-0.1490328756	-0.0291803904	0.0233886778	-0.0571850212	0.1713368291	0.0694064069	0.0535697156	0.0999475922	0.1091992704	-0.0298183608	-0.1208497341	-0.1950538241	-0.0568704221	0.088663062	-0.0413579978	-0.0375740491	0.0612511284	-0.1558760201	-0.0884142596	0.0192159137	-0.0718817752	0.047676959	0.1208282365	-0.1307332815	-0.1852222322	-0.0673446246	-0.0160409781	-0.0845813597	-0.0459042607	-0.0581023573	0.0549441027	-0.0621228078	0.1853814642	0.0672228912	0.1597168334	0.1038801611	0.0644983228	-0.0596092381	-0.0389867969	-0.1156157319	0.0581098211	0.0198110311	-0.2165723512	-0.0066668524	0.0933558015	0.0864270903	0.1197795136	-0.0935702043	0.1514203039	-0.059282094	-0.0495831069	0.0141108471	-0.004285275	0.1899848934	0.1334448732	-0.078458143	-0.0746410539	0.0676317645	0.078460893	-0.0654734346	-0.0367735352	-0.1106397371	-0.050688405	-0.1521545219	-0.0430247328	-0.0922768416	0.2446159393	-0.0486465073	0.1096373092	-0.0196539984	0.2219341928	-0.0281901414	-0.0231899844	-0.2472002607	-0.0206824238	0.1535644956	0.0439923184	0.2786965321	0.0275547534	0.1819878907	-0.1291711713	0.1272347401	0.1216944932	0.1126387502	0.1003291122	0.0990888430534795	0.0134415544164169	0.0001806753851294	0.009818598817677	0.0168425768361686	0.1006454670256146	0.0002836723944822	0.010129510032804	-0.1745106789192618	-0.0001999629357954	3.998517569191981e-08	0.0304539770568616	-0.0003620711286921	-0.0015241904898038	1.3109550223237125e-07	2.323156649208348e-06	-0.0025237071270252	0.000951260374667	9.048963004116018e-07	6.369097662997789e-06	0.001133044255543	0.0002030202858915	4.1217236483466435e-08	1.2837892850189914e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
913.0395013808712	-1.74600041565634	3.048517451472112	833641.13108183	1029.230235940159	-1.3962994566059024	1059314.8785734354	1.9496521725179383	833.7634280834798	-0.8005659105211862	695161.4540095159	0.640905777088616	849.4570375618686	721.2265843407428	1.338318	23.927561	0.2085285164357417	0.123778460146002	0.0627883641	-0.0605337149	0.1115182564	0.0801006467	-0.0694471058	0.1253547857	-0.0524422977	0.1641470701	-0.087184658	-0.0218154402	-0.1649267359	0.0046392195	-0.0207455756	-0.0697792607	0.0373255482	-0.1891466533	0.0430272814	-0.0773503605	0.1750216483	-0.0354377436	0.004992163	-0.1250780668	0.0378738877	0.0717248924	-0.1043800566	0.054410098	-0.0782392044	0.0054972225	0.1327128026	-0.1371860647	0.0324176835	0.0125376363	-0.0788020749	0.1635082145	0.0058773935	-0.2657845868	0.029520762	0.147714142	0.1422143823	-0.0324994766	0.0293999053	-0.0380309643	-0.0356110431	0.0401760694	-0.0349888761	0.0579317276	-0.0828111503	0.2154410816	-0.0516552447	0.0038220669	-0.131940889	0.0381483978	-0.0518091868	0.1496723411	-0.0340768658	-0.0520214768	-0.0270459437	0.1368504109	0.0199865962	0.0034409455	-0.0053667394	-0.010200506	-0.2103265822	-0.1955511429	0.0078518322	-0.019069841	-0.0336493056	-0.0326550138	-0.046177623	0.1866002357	0.0611071494	-0.1067601033	-0.2649809789	0.0233056032	0.0561127194	-0.0203020678	0.058025656	0.0445068255	-0.0033914582	0.1465064417	-0.0214485327	0.0717308514	-0.0020710939	0.0604729693	0.1201565529	0.1100351418	-0.0436615242	0.1667338359	-0.0164933456	0.0607119942	-0.1769735649	-0.0094183101	-0.0591029271	-0.0483748796	-0.0104518162	-0.0972853108	-0.0110663765	-0.0745494214	-0.0102068242	0.0015457652	0.1266188352	0.1192723348	0.1073422654	0.0912870929	0.0690202918891458	-0.0300685511643337	0.0009041177691221	0.0047638006924628	-0.0941626958032486	-0.1110052726394172	0.0088666132809351	0.0123221705537513	-0.1447831775766559	0.0297275013426059	0.0008837243360746	0.0209621685091934	-0.0009432218926696	-0.0005811507639775	8.896675388112223e-07	3.377362104716319e-07	-0.0024290007421288	9.470638489639988e-05	8.969299340145036e-09	5.900044605262261e-06	0.0010543575786292	-7.868667691380009e-05	6.19159312373676e-09	1.1116699036128297e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
911.3542999028438	-1.6852014780274658	2.8399040215459554	830566.6599514025	1028.4862521332088	-0.7439838069501548	1057783.9708270144	0.5535119050040451	832.9758490461526	-0.7875790373271911	693848.7650941587	0.6202807400372251	847.6480517406541	707.9253040743674	1.299626	23.235777	0.1000736304854836	0.0425712529921425	0.0644759257	0.076975732	-0.0514016106	0.1619132044	0.0195329214	0.0113288668	0.0196680926	-0.002415932	0.1908008537	0.0370830455	-0.1166772185	0.0484449584	-0.0522299683	0.022663393	0.0516217433	-0.0738784769	-0.0781087786	0.0616441213	0.0592341798	0.1092698895	0.0106444757	-0.0332355085	-0.0567171742	-0.0585541417	-0.036198432	0.1359025998	0.0688937088	-0.1067622298	0.0331042973	0.1116431581	0.1136083343	-0.079317957	-0.2104210068	0.089170855	0.1149856583	0.0904959446	0.0873570713	0.2126434853	-0.0986310008	0.0263456032	0.1942797002	0.0500628837	-0.1294339609	0.0298428654	-0.1288869649	-0.1612906485	-0.0394411061	-0.0066348358	-0.0927018903	-0.0303268599	-0.0862487535	-0.1452258158	0.0716946508	0.0155856722	0.0620563831	-0.0712191221	-0.0518332734	0.0608569945	0.0387258269	0.0359830135	0.0627360994	0.1505907031	0.0177722727	-0.0967409726	-0.1304300676	0.0320835056	0.1091776564	0.065590365	0.099937495	-0.1295952498	0.0732473419	-0.0337575631	0.0454798773	-0.1330915483	-0.1058666913	0.1501484128	0.0901590226	0.0181510075	0.0176971424	0.0173335938	0.1532639141	-0.0236357985	-0.0159652366	-0.0173309785	0.1077440457	0.0941257993	0.0825779453	0.092347673	0.0664131683	0.1294512999	-0.2160218635	0.0655917018	-0.0653626661	0.1664766292	-0.01230353	-0.0006203398	-0.0356396235	0.1289776508	-0.0456015811	0.0151002473	0.1259161521	0.1165232592	0.1013839798	0.0812449131	0.0453676513157148	-0.0236526405734309	0.0005594474060959	0.0020582237859042	-0.0676468876430931	0.0265158081601555	0.0045761014077972	0.0007030880823861	-0.1583700029270431	-0.0135868253503871	0.0001846018231019	0.0250810578271116	-0.0011913091904992	-0.0002480872978296	1.419217587367859e-06	6.154730734439264e-08	-0.0027097495025512	-0.0002807487604223	7.88198664787141e-08	7.342742366576475e-06	0.0012518886484074	0.0001975310697782	3.901852352772015e-08	1.567225188011307e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
911.7696561812296	0.4153562783858433	0.1725208379945381	831323.9059328376	1027.5742496452708	-0.9120024879380252	1055908.8385340413	0.831748538005148	832.7050247119653	-0.2708243341872958	693397.6581805547	0.073345819987992	847.9106216941333	718.1312540818176	1.207262	21.584423	0.0778267250800552	0.0505177623499569	0.0580253372	0.1750732554	-0.1077612685	0.025841749	-0.0995543389	0.0158351905	-0.0544962518	-0.1095429238	0.0725290463	-0.0805700976	-0.0472794863	0.040684342	-0.0172927831	0.0208038452	0.1037133572	0.0704411268	-0.0988264828	-0.0533967101	-0.0020485902	0.045490947	-0.0551896776	-0.1301982688	0.0576127665	0.0507963075	-0.075907222	0.0335507559	0.1079824458	-0.1461909422	-0.0335723709	0.2046103645	-0.0254428303	-0.0809471467	0.1038089793	-0.0478001011	0.0770568332	0.004382252	0.1084601239	0.0947472165	-0.1046841566	0.0358304463	0.0127152308	-0.0300932685	0.0253049728	-0.0489290752	0.2082178808	0.0022365268	-0.084624429	-0.1285808498	-0.0109381166	0.0597053651	-0.0813960948	-0.0826374497	0.0181464297	0.0804626842	-0.0084786947	-0.0977488134	0.1254208534	0.0790605352	0.1051891502	-0.014660671	-0.0304194704	-0.0061473925	0.1435068046	0.1713942213	-0.0705191285	0.0036584144	0.1339956538	-0.0980236763	0.1083544627	0.0794488864	0.1108558417	-0.1190362167	0.115624322	0.066296494	-0.0588013647	0.064777952	0.0750514634	0.0264394759	0.048248319	-0.0631435038	0.0389140407	-0.1060924249	-0.0945891994	0.0928666278	0.1203188202	-0.0358512098	0.0716693129	0.1555088447	-0.0001512385	0.0666378099	-0.1508657898	-0.0264926075	0.0354291015	0.0600659308	-0.1166265761	-0.0708002983	-0.1043564861	-0.0248604399	0.061251232	-0.0212294882	0.1251271724	0.1134548014	0.0948006283	0.0703125971	0.0385862569663117	-0.0067813943494031	4.598730932211639e-05	0.0014888992266702	-0.0203039041243897	0.0473429835187033	0.0004122485226924	0.0022413580884522	-0.1569389913642993	0.0014310115627437	2.0477940927063898e-06	0.0246298470104436	-0.0009218577496101	0.000269451440889	8.498217105161978e-07	7.260407899721212e-08	-0.0028060453444855	-9.62958419343002e-05	9.272889173835729e-09	7.873890475308749e-06	0.0011722092182467	-7.967943016070006e-05	6.348811590733879e-09	1.3740744513425396e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
