global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	c_comp_cor_09	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	w_comp_cor_34	w_comp_cor_35	w_comp_cor_36	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01
948.5549083790868	n/a	899756.4142100577	n/a	1212.3139530059707	n/a	n/a	1469705.120652963	867.3526621131699	n/a	752300.6404748027	n/a	951.371810683054	796.4018984895891	n/a	n/a	n/a	n/a	-0.1431551497	0.1436063595	-0.0576456413	0.1054687841	-0.1386241033	-0.1780392958	-0.0132997527	0.1901782362	-0.3812125477	0.3049917397	-0.1386554251	0.1564861587	-0.2442654638	0.0650761375	-0.3757951611	-0.0793833747	-0.023555164	0.0272363937	-0.1181416393	0.012240935	-0.2266339382	0.0762749036	-0.0589142578	-0.0635411649	0.0538825348	-0.0335505446	0.0362431223	-0.1334389036	0.0605601008	-0.0661543433	0.0302040314	-0.1805982161	0.0701061945	-0.0451815872	0.0056210451	0.0169445114	-0.0624696138	0.0893593935	-0.0748228153	-0.0531661226	0.0450823363	0.0185064669	-0.0660058647	-0.0094637669	-0.0306509165	0.0159328342	0.0090462727	-0.1873677789	-0.1071189391	0.0085482661	0.0919110789	-0.0107462282	0.1157185154	-0.0580474628	0.0662669748	-0.248791771	-0.0571929189	0.2585533241	-0.0426155924	0.2795574524	-0.1321297022	0.064518392	-0.070452412	-0.1945399594	0.1740576314	-0.0969361185	0.0152902785	-0.119824785	0.1269467186	-0.0230744114	0.0723161412	-0.0694722844	0.216621068	-0.1417969198	0.0632451621	-0.0512853527	0.065140349	-0.0507990553	-0.0404833679	0.1725586835	0.1242657962	-0.0468074295	-0.0697021914	-0.0580940509	0.1277865318	-0.1510054607	0.1516824115	-0.0482884628	0.1292793569	-0.1086989101	-0.0369977995	0.0333806664	-0.0341266041	0.0074419368	-0.1037684547	0.0191542978	-0.0084987643	0.0922992614	-0.1127841039	0.0130723988	0.0035379391	-0.0750021219	-0.0726948737	0.1007388268	-0.1195117611	0.0424680295	-0.0539107897	0.1417591537	-0.1680952064	0.1290883846	0.1290552057	0.1289999139	0.1289225186	-0.0723154864067368	n/a	n/a	0.0052295295742429	0.0209622830289788	n/a	n/a	0.000439417309787	-0.0948634085621762	n/a	0.0089990662840343	n/a	0.0052667577686703	n/a	n/a	2.7738737393848955e-05	0.0031070074506482	n/a	n/a	9.653495298383429e-06	0.0001813202457718	n/a	3.2877031526745964e-08	n/a	0.0	0.0
945.9165613935452	-2.6383469855416024	894758.1411185885	6.96087481611646	1206.0330430434692	-6.280909962501482	39.449829957050376	1454515.7009126905	866.4815363908679	-0.8711257223020539	750790.2529062788	0.7588600240562751	948.7551641032924	781.7445921349314	1.277852	24.342699	0.1246102367203252	0.0808684481800827	-0.0855003993	0.010691734	-0.2162033449	0.0817987664	0.0246883465	0.0182424387	-0.0824853555	0.0577978118	-0.1192170453	-0.0251488309	-0.0123816724	-0.0344324631	0.0056970572	0.0579476902	-0.0069131186	-0.0210282617	-0.0196418025	-0.0744473245	-0.0404179441	0.1240890945	-0.101593759	0.0680737778	0.0459723029	-0.0618742715	-0.0111034832	-0.1503906564	0.025920544	0.0652768879	-0.0620716972	-0.0317164726	0.0035802786	0.0357206591	0.0228222911	-0.0682153467	0.079287426	0.0837708923	-0.0120936956	-0.0412444744	-0.0527358978	0.0586924109	0.1639561363	0.1190497446	0.0045313228	-0.1727318288	0.017835554	0.0629496221	0.0524804609	0.0016790039	-0.0556879992	-0.0250825045	-0.0843107651	0.0076123787	-0.0009106247	-0.0821712353	-0.0941172823	-0.1738527148	-0.0057897618	0.1149595026	0.1811851472	0.0813881488	0.0795565514	-0.1208490808	0.0243852636	-0.0294858787	-0.0075893808	0.1024928096	0.1166496202	0.0458860557	0.0489947037	-0.0603140587	-0.0749973345	-0.0261271075	-0.0107752937	0.1399460164	-0.0792445278	-0.1230773001	0.0490107152	-0.0180478475	0.0476316266	0.0661573278	0.0320954232	0.0154260871	-0.0365293156	-0.0367036492	0.0286259654	-0.1038832291	0.1526158389	-0.079061472	0.1329598949	-0.0149623543	-0.0984567022	0.0984540098	-0.038525211	0.080488997	-0.0636324218	-0.0026843386	0.0641000925	0.1147593722	0.098965738	-0.0501449589	-0.026191132	-0.067570977	-0.0625576222	0.0873848427	-0.0419853929	-0.0450601747	-0.0515940552	-0.0202479275	-0.0285022558	0.1289999139	0.1287014744	0.1282045865	0.1275100165	-0.071952833958889	0.0003626524478477	1.315167979299952e-07	0.0051772103147154	0.0111348112445455	-0.0098274717844333	9.657920167383263e-05	0.0001239840214516	-0.077069185522717	0.0177942230394592	0.0059396593571349	0.000316634373578	0.0037581074206793	-0.0015086503479909	2.276025872493364e-06	1.4123371385364822e-05	0.0027950692599305	-0.0003119381907176	9.730543482823205e-08	7.812412167808434e-06	0.0002932494960348	0.000111929250263	8.59952669246642e-08	1.2528157064437292e-08	0.0	0.0
945.634681751091	-0.2818796424542142	894224.9513304872	0.0794561328301156	1199.1835164243216	-6.849526619147582	46.916014906411306	1438041.106063801	865.9206085046956	-0.5609278861722942	749818.5002331423	0.3146400934857182	946.4893473141158	780.8622650256199	1.084127	20.65229	0.0611852808691328	0.0304423464424054	-0.099332632	-0.1297559773	-0.1092638803	0.0899600435	0.1195922334	0.1001583885	0.0327910279	0.1159637257	0.0215083705	-0.088215421	-0.0141644023	0.0412802703	0.0319306581	0.0157285914	-0.0661897214	-0.0883271208	0.0473539608	-0.183720388	0.1198335881	0.0490846156	-0.0155629437	0.1073117974	0.0066455877	0.0337718899	-0.0191159121	-0.1683558126	-0.1478172737	0.1779284607	0.0705219231	-0.1284466554	-0.1247724069	0.2577553023	-0.1341316075	0.1863277713	-0.0263590513	0.0534405878	-0.0601269071	-0.008711164	-0.0349804738	0.0378513654	-0.0035067193	-0.0489365908	0.0122408853	-0.0405364606	-0.0544367755	-0.0912760042	-0.0582487476	0.0935398322	0.0006848854	0.0030462312	-0.0358700862	-0.1069401892	-0.107197379	0.0953696771	-0.0137868083	-0.0505509555	0.0555899637	0.0834154808	0.1818223877	0.0230899437	0.0875797318	-0.0479943869	0.050227408	0.0133169015	0.1385992294	-0.1215576937	0.087092042	0.0229345703	-0.0365726717	0.0124553068	-0.0421173125	-0.1885705485	-0.065798687	0.0934082333	0.0990620918	0.0019241028	0.1735284406	0.1339244295	-0.0198273487	0.038426622	-0.0299573466	0.1920697609	0.1363280715	0.1806284277	-0.0695972604	-0.0838248256	0.1385994499	-0.0875943213	-0.0299134709	0.0311994245	-0.0753569418	0.1570880309	-0.0882982025	0.0718959436	-0.0296927935	0.096714632	-0.0251980247	0.065947241	0.0351254453	-0.0276224318	0.0921998515	-0.0242177821	-0.050011933	0.0192584182	-0.1152328683	-0.1637081786	-0.1742890415	-0.0205286365	0.0599890338	0.1288230331	0.1279949812	0.1266188352	0.124700488	-0.0692820743142448	0.0026707596446442	7.132957079460055e-06	0.0048000058212845	-0.0002873747548619	-0.0114221859994074	0.000130466333005	8.258424973193711e-08	-0.080993999429026	-0.003924813906309	0.006560027943509	1.5404164199156615e-05	0.003313018589019	-0.0004450888316603	1.981040680687311e-07	1.0976092171185445e-05	0.002678995814731	-0.0001160734451995	1.3473044680481342e-08	7.177018575346215e-06	-8.938653480845176e-06	-0.0003021881495156	7.989952605062556e-11	9.131767770768994e-08	0.0	0.0
947.5284645097572	1.893782758666248	897810.1910562182	3.586413137021544	1202.0440732474003	2.860556823078696	8.18278533806208	1444909.9540292015	867.2496782530158	1.329069748320194	752122.0044299593	1.7664263958999034	947.3846389252936	793.4968708932927	1.000907	19.066971	0.0288069702221879	0.0130404168956843	-0.1050310045	-0.111956679	-0.0199238782	0.1178188533	-0.0368436491	0.074071691	0.114460023	0.0922782664	0.0764235986	-0.0018763216	-0.0043903036	-0.1060803577	0.0950116073	-0.0238759159	-0.0091872771	-0.0757867733	-0.0200382893	-0.0513477952	0.1135164996	-0.0749353467	-0.0414753288	0.130256518	-0.0052292143	-0.1041114287	0.1054451491	-0.0748165001	-0.0927630766	0.0312141634	0.0407071425	-0.084853422	-0.0205820371	-0.0920147008	0.0248736592	-0.0124629785	0.1153078766	0.2111734316	-0.104957464	-0.1199244827	0.0970351101	0.08030245	0.0790357946	-0.0633578254	-0.1481739295	0.1759166679	-0.0870504056	-0.0752520259	-0.0326972944	-0.1167879928	-0.1057602884	0.0974030555	0.0231685211	0.1757314686	-0.0782243925	0.0864321504	0.0343796844	-0.0255619387	-0.0218453031	0.0552052986	0.1088870626	0.1560635708	-0.0176233789	-0.044955778	0.0493654515	0.0753109626	0.0125280646	-0.1664922449	-0.0837862062	0.0986060128	0.0161954802	0.0368709604	0.179712355	-0.0478138165	0.1043901439	0.0306515595	-0.1590965647	0.1395788652	0.048467839	0.1298521287	0.0552639132	-0.2454061261	0.1279410547	-0.0585214454	0.1162158312	-0.1041072634	0.0502998901	-0.0790518815	0.1312192355	-0.0774525528	-0.0658610664	-0.0517662439	-0.0586410238	0.114182142	-0.0824893118	0.0929857916	-0.0403095415	-0.0386854219	-0.1018675002	0.1847594504	0.1175314504	-0.0798498034	0.0646771496	-0.0927086216	-0.0055438537	0.0983023088	-0.0514567294	-0.0750206825	0.0066681685	-0.0283713323	-0.0724623283	0.1285578634	0.1269376627	0.1242524367	0.1205247148	-0.0753640034460971	-0.0060819291318523	3.698986196487375e-05	0.0056797330154233	-0.0032941180600261	-0.0030067433051642	9.040505303149735e-06	1.0851213793390116e-05	-0.0854065411485152	-0.0044125417194891	0.007294277270953	1.9470524426232676e-05	0.0032327844156244	-8.023417339459967e-05	6.437522580314685e-09	1.0450895077903997e-05	0.0026362930185761	-4.270279615490018e-05	1.823528799446958e-09	6.950040879793085e-06	0.0001742394982833	0.0001831781517641	3.0359402762016115e-08	3.3554235283728214e-08	0.0	0.0
946.3946128903686	-1.1338516193885653	895662.7633079108	1.285619494790072	1199.388300125285	-2.6557731221153063	7.053130876150082	1438532.2944774209	866.8038967942945	-0.4457814587212851	751348.9954977739	0.1987211089396768	947.2027024312237	787.7261650372395	1.045481	19.916098	0.1115297279051886	0.051141194328719	-0.081518354	-0.0355404104	0.0751762812	0.1507071657	-0.0512149488	-0.0026118899	0.1219454611	-0.0424800382	-0.0177539514	0.0015021833	0.1045955683	-0.0475448667	0.2251209554	0.0980157447	0.0365652642	-0.0847600317	-0.0194765301	-0.0698231706	-0.0305410722	-0.1382115548	-0.1449408942	0.0130187406	-0.0205785944	0.0317488471	-0.0393579545	0.077265631	0.0181813948	0.0547621272	0.1079114791	0.014708258	0.1243067734	0.0468493257	-0.0159360583	-0.1177519211	0.1534294218	0.0230334243	0.0223440062	0.2241771348	0.1170956425	-0.0789618688	-0.0127393978	0.0337552582	0.0567896345	0.0120107795	-0.0254315474	0.1020777887	0.0758299933	-0.0396029274	-0.0440483572	-0.1605924871	-0.1389646227	-0.0810114249	-0.0100119623	0.0650390548	0.1178423669	-0.0881191584	-0.0189395162	0.0497148418	-0.0540827897	-0.0253219063	0.0287797585	-0.0428485615	0.003206819	0.1244837425	-0.0330454668	-0.0404449847	-0.0187856916	0.0943435599	-0.1075329023	0.1259672667	0.1043546806	0.1071509326	-0.0106562591	0.0309934545	0.0421201521	-0.0258384121	-0.1607654906	0.0368434244	-0.1529490468	-0.0173267143	0.0127936545	-0.200107761	0.053808303	-0.0472081999	-0.1292456088	-0.0572494973	0.0956301366	-0.039781615	-0.1126254506	-0.1113221759	0.0337258005	0.053131515	-0.1579885947	0.0077088296	-0.0582250727	-0.0506732853	-0.0259588669	0.0993956764	0.0050363311	-0.0615445847	-0.1847135064	0.0167439486	0.0891533384	-0.05615776	0.0376428045	0.0685655481	-0.1239449191	-0.0896535061	0.0412185681	0.1282045865	0.1255324169	0.1211199807	0.1150284477	-0.048438001323646	0.0269260021224511	0.0007250095902982	0.0023462399722295	0.0119737922106111	0.0152679102706372	0.0002331090840322	0.0001433716999028	-0.0638980053915219	0.0215085357569932	0.0040829550930149	0.0004626171104098	0.0026080142395275	-0.0006247701760969	3.903377729401518e-07	6.801738273578204e-06	0.0024849974944129	-0.0001512955241631	2.289033563181741e-08	6.175212547238391e-06	-6.240396558741595e-06	-0.000180479894842	3.894254921035394e-11	3.25729924421944e-08	0.0	0.0
949.7914304388194	3.396817548450713	902103.7613350188	11.53836945746271	1210.083763258313	10.695463133027944	114.39293162995988	1464302.7141014007	866.8767147400218	0.0728179457273654	751475.2385584532	0.0053024532199535	946.7999755533496	792.381726235415	1.12303	21.393393	0.1007604524930354	0.0545231054609604	-0.0207494633	-0.0546967259	0.0525375981	0.048356185	0.1042697788	-0.079294884	0.1172220815	0.0406040716	0.0498231724	0.0174774802	0.0040110555	-0.2083551329	0.0336076975	0.1147093447	0.0724272792	-0.0494540932	-0.0079320047	0.0223354637	0.1458662153	-0.1112668974	0.0224522213	-0.0144656315	-0.0790934752	0.0097587634	-0.0427432011	0.1220991833	0.2003364072	-0.1281421436	0.0312693937	-0.0409762458	-0.0784322593	0.0347965377	-0.1619418937	0.083577315	-0.0206348537	-0.1482127322	-0.1344554406	-0.1230729638	0.0254510867	-0.1623661403	0.0690986587	0.0888423601	-0.0693688922	0.0783656082	0.042184713	-0.0170707483	0.0426629601	-0.0349132453	0.0150906964	-0.0182363386	-0.0446488396	-0.0197387713	0.0125551761	0.1255373919	0.0699791837	0.075398897	-0.0868355016	0.0464554326	-0.0639106072	0.0641983845	0.0545927211	0.0573521913	-0.0300612782	-0.0884483461	-0.222746295	0.062859886	-0.0363642139	0.0585246309	-0.1240735094	0.1011146585	-0.0589071737	0.1019218145	0.019974073	0.0676265978	0.0468904683	-0.1046175211	0.0079627754	0.1610119146	-0.0991901286	-0.0623386811	0.0589191337	0.038230933	-0.0104874669	-0.0710716548	0.0878248951	-0.0084387241	0.0289148678	-0.0175374136	-0.0887054319	-0.0134589606	0.0118249218	0.1028052934	0.0094323148	0.0016019441	-0.050766055	0.0076863288	-0.0725082265	-0.0075956972	0.0790157617	0.0250966716	-0.1067728403	0.0263868574	0.042983498	-0.1110898194	0.061132456	0.1713247128	0.1253114366	-0.213469472	-0.0018507364	0.1277634447	0.1237830955	0.1172407796	0.1082719048	-0.0508103279830862	-0.0023723266594401	5.627933779090689e-06	0.0025816894297487	-0.011441652419009	-0.0234154446296201	0.0005482830472028	0.0001309114100774	-0.0620254267613233	0.0018725786301986	0.0038471535649242	3.5065507262764963e-06	0.0018760952789213	-0.0007319189606061	5.357053648948599e-07	3.5197334955907907e-06	0.0018479098632324	-0.0006370876311805	4.0588064980318073e-07	3.4147708626315874e-06	-9.923585624757288e-05	-9.299545968883128e-05	9.847755165188949e-09	8.648155522737045e-09	0.0	0.0
949.839618221202	0.0481877823826835	902195.3003425988	0.0023220623709608	1197.6887281967652	-12.395035061547787	153.63689417699896	1434458.2896495848	867.8784688208387	1.0017540808169088	753213.0366428036	1.0035112384333298	946.9971817534174	796.8334974905031	1.118152	21.300461	0.0409370114015037	0.0197861937869272	-0.0006241925	-0.1313261701	-0.0510009229	-0.160290275	0.0400816936	0.1062377551	0.0419473502	-0.0466120237	0.1225327049	0.0588317678	-0.1735901538	-0.0723795439	0.02487811	0.0135177407	0.0989382217	-0.0194139438	-0.1162632451	0.0540080593	0.1534772978	0.0564077268	0.257359888	0.0620814499	-0.0055727915	-0.0126676237	-0.0825063045	0.0486648193	0.0878465143	0.0601999527	0.1286487285	0.0007955318	0.1402906878	0.0493513027	0.052821104	-0.0660022413	-0.1070387572	-0.159447435	-0.0403515424	-0.0326756413	0.0442572997	0.0494048157	-0.0077772026	0.0399426964	0.0235123211	-0.110686284	0.0275712464	0.1139360079	-0.1253024354	0.0170146699	0.0683206508	0.0818344191	0.0448688556	0.012491923	-0.118540496	0.0437684118	-0.0102560689	0.0922084656	-0.0963687319	-0.1542657363	0.1316086269	0.0475134795	0.0198783304	0.0946706928	0.0676708812	-0.0436903873	-0.070632421	0.0664672334	0.1060760566	-0.055372478	-0.0920090051	-0.073491155	0.1112851637	0.1020789544	0.13849908	0.0386942932	0.1479855248	0.0442866147	-0.0980646704	-0.1498541873	-0.0388567238	-0.1082433214	-0.1004733015	-0.0131360974	-0.0129918888	-0.0277258534	-0.0976509893	0.0031644038	0.0171240572	-0.0486510543	-0.0369231466	0.1206922171	-0.0398341667	0.1030701156	0.0422354826	0.0824577218	-0.081007048	0.0755657326	-0.0414074652	-0.1748648205	0.118683405	-0.067305588	-0.0403514619	0.0764311623	0.0078146708	-0.059442774	0.0435427193	0.1814203704	0.1434813609	0.0433513714	0.0812538184	0.1272347401	0.1216944932	0.1126387502	0.1003291122	-0.0487127460387455	0.0020975819443406	4.399850013224099e-06	0.0023729316266353	-0.0182027562312754	-0.0067611038122663	4.571252476024324e-05	0.0003313403344152	-0.0746997960598463	-0.0126743692985229	0.0055800595313826	0.0001606396371153	0.0017323690483857	-0.0001437262305356	2.065722934397244e-08	3.001102519804776e-06	0.0018481265064651	2.1664323269989134e-07	4.693429027465927e-14	3.415571583898895e-06	0.0001449003969116	0.0002441362531591	2.0996125025139215e-08	5.9602510106599755e-08	0.0	0.0
947.0570857655296	-2.782532455672481	896917.1236986977	7.742486866870727	1196.9963219259132	-0.6924062708519614	0.4794264439151197	1432800.1947041643	866.8118283919102	-1.0666404289285083	751362.7458401264	1.137721804624792	947.5006436391092	781.992450180307	1.025719	19.539637	0.05144107959165	0.0260378797629521	0.0199114575	-0.1410912004	-0.0950522401	-0.0399138558	0.0600454948	0.1756896842	0.0296672554	-0.1376651835	0.070677559	0.0409348912	-0.0818085217	0.1188513614	0.0875206152	0.0449266117	0.0160882759	0.0040861653	-0.031770473	-0.0465635289	0.1148786726	0.0760429218	0.1677519766	0.2146413886	-0.0132721835	0.0095868758	-0.0561496672	-0.0350750156	0.0170394957	0.0194631082	0.0194439901	-0.0341381425	0.0325953005	-0.0546139377	0.0855536961	-0.0408505103	-0.0094188144	-0.0796774014	0.1823078159	0.1192639015	0.0813317896	0.0642400691	0.0150540911	-0.1232117448	0.0382031261	0.0821009333	0.1499431268	0.0572471657	-0.0404392756	0.0303112348	0.1705950426	0.0201371568	0.066328168	0.0051842155	-0.1647549616	0.0030945907	0.0102684966	0.0261981784	0.029938329	-0.1271518127	0.1849716581	0.0179901686	0.1111325853	0.190521603	0.018097719	0.0818717523	0.0955913394	-0.0600805957	0.0635982777	-0.114277468	0.007050756	-0.0343692827	0.0017903741	0.0926060174	0.0489640086	0.0411602578	0.112943381	0.0599226173	0.0136110475	-0.040869079	0.0230519285	0.1117990857	-0.1439235841	-0.0349376939	-0.0140287307	-0.0243179594	0.002024804	0.0106847189	0.0155956584	-0.0590212151	-0.0291391768	0.0997755795	-0.0858931406	0.1131495248	-0.0158760443	0.0811678602	-0.0560447775	0.0800141982	-0.0243074576	-0.1507655198	0.0685831985	-0.0174120365	-0.0681248254	0.1120598014	-0.094956764	-0.1337473582	0.1161790509	0.0599034628	0.0578623553	-0.0003019207	0.0978909988	0.1266188352	0.1192723348	0.1073422654	0.0912870929	-0.0473326520895227	0.0013800939492228	1.904659308681394e-06	0.0022403799538277	-0.018348893276169	-0.0001461370448936	2.1356035890234153e-08	0.0003366818844602	-0.0847912752703763	-0.01009147921053	0.0071895603619767	0.0001018379526565	0.0014380027169634	-0.0002943663314223	8.665153707502343e-08	2.0678518139941204e-06	0.0014929991831884	-0.0003551273232766	1.2611541573767373e-07	2.22904656100123e-06	-2.073336129472243e-06	-0.000146973733041	4.298722705774942e-12	2.1601278204028368e-08	0.0	0.0
949.0065768271912	1.9494910616616608	900613.4828612636	3.800515399498709	1205.1657198977216	8.169397971808394	66.73906322178709	1452424.4124165936	867.0169179017062	0.2050895097959255	751718.3359277738	0.042061707028333	947.1410407924172	785.6465946151092	1.122421	21.381788	0.0642832040731783	0.0307288493846497	0.0375122177	-0.0339788662	-0.0713172482	-0.0473724561	0.0891458662	0.1002455241	0.0032592276	-0.0031157223	-0.0116907788	-0.0770424322	0.0267834795	-0.1665711051	-0.0010142152	-0.1336126509	-0.0820616505	-0.0178731935	0.0016210535	0.1162441109	0.1069661068	0.0936139719	-0.0114055707	0.0075182821	-0.0642728884	0.0405074007	-0.0531762195	0.014650822	0.1085144986	-0.060271697	0.0901327579	-0.0779347544	-0.0338463112	0.0001187877	0.1080202552	0.162593421	0.0284105736	-0.0213555356	-0.0678601315	0.094191156	0.0640801181	0.0374654319	-0.0954657673	0.0184495805	-0.0166245279	0.0008095102	-0.0439590804	0.0305708319	-0.0544924178	0.1378114352	0.1019564441	0.0732923993	-0.010739971	-0.1402015078	-0.0971720226	0.0461666529	-0.0532760671	0.0916853612	-0.0397102337	0.0201742118	-0.1084008187	0.0044232839	0.1349696427	0.1246922047	-0.109885727	-0.052714153	0.0192438873	-0.1372191452	-0.0130787915	-0.0152056239	-0.0085469018	0.0976259095	-0.0822646204	0.1161889274	0.0376393045	-0.0299508709	0.0408726247	0.0092173149	-0.0167632771	-0.0353133483	0.0518352757	0.0413347165	0.0237484592	0.1212722394	0.1029165944	0.0570671255	-0.0009281872	0.0307201447	-0.0232534726	-0.0165515686	0.0597045483	0.0550152496	-0.043697372	-0.0035459475	0.0032966338	0.0494740435	-0.0917811095	0.0063662855	0.037296586	-0.1301946246	0.0056419727	-0.0222657367	-0.0135659909	0.0634471022	-0.075339833	-0.0136814255	0.0771190591	0.0492823549	0.072127038	-0.1610133378	-0.0279225047	0.1259161521	0.1165232592	0.1013839798	0.0812449131	-0.0414228256878317	0.005909826401691	3.492604809812399e-05	0.0017158504879644	-0.0228447633225812	-0.0044958700464121	2.021284747422643e-05	0.0005218832112647	-0.0602586338692248	0.0245326414011515	0.0036311029557852	0.0006018504941174	0.001298275907396	-0.0001397268095674	1.952358131188448e-08	1.6855203317249068e-06	0.0016681765690551	0.0001751773858667	3.0687116519090714e-08	2.782813065544445e-06	0.0002699197929149	0.0002719931290443	7.28566946072225e-08	7.398026224734854e-08	0.0	0.0
949.1819782348954	0.1754014077041574	900946.4278059094	0.0307656538246	1203.91860429757	-1.2471156001515735	1.55529732014142	1449420.005773809	867.4023790428676	0.3854611411613859	752386.8871692264	0.1485802913454379	947.4960049097264	797.437238950645	1.073203	20.444187	0.1123269719447846	0.0565543708537914	0.0660797062	0.0485566829	-0.0342740875	-0.1561086881	-0.0122536604	0.0269271251	-0.1057464451	-0.0235046957	0.021893185	0.0463250541	0.1122866115	0.0038003764	0.0478026322	-0.1625687882	-0.0819934448	0.0430891675	-0.0554464441	0.0993851981	-0.0194399894	-0.0051988782	-0.0784545693	-0.1145157037	-0.1804030455	0.0122435358	0.0151076323	-0.0442809306	-0.0433905245	-0.0807253007	0.0089490602	0.0322245411	-0.040476812	0.0843816542	0.0930272487	0.0699454859	-0.0376642121	-0.0301936855	0.1996713065	0.1136457816	0.0598491627	-0.0375147078	-0.0055901792	-0.0807829557	0.1446486108	0.1337915409	0.0250823954	0.077989674	0.2015055456	0.0276874518	-0.0094557579	0.0615345185	-0.0115816411	0.0600547067	0.0250938071	-0.0466486232	-0.073618787	0.0509679844	-0.0759343994	-0.0096152499	-0.1608876451	-0.0171503003	0.0291753136	-0.0245757749	0.036649539	0.0783983103	0.0335593778	-0.1910719505	-0.1554899014	-0.0257917902	-0.0169311493	-0.1566944129	0.0224351907	0.0902868108	0.0194955008	0.0416745227	-0.099894021	-0.0480074398	-0.0560122154	0.0911728272	0.0964212981	0.0357070041	-0.0917275859	-0.0995026302	-0.2002320616	0.0736246499	0.0633771684	0.0526127292	-0.062281801	0.0427104701	0.1036708988	0.0412398465	0.0075782664	-0.1299769785	0.0683510663	0.0416043477	-0.086482866	-0.134497311	0.0049600929	-0.078716158	-0.1022415931	0.0782092544	0.0734981087	0.0489632815	-0.1257449658	-0.1356306051	-0.0419800771	-0.1365999527	0.1094367646	-0.0474458974	0.016765148	0.1251271724	0.1134548014	0.0948006283	0.0703125971	-0.0338480950359496	0.007574730651882	5.73765444485622e-05	0.0011456935375626	-0.0038080172381569	0.0190367460844242	0.0003623977014828	1.4500995286100105e-05	-0.0160668408197466	0.0441917930494782	0.000258143373927	0.0019529145729279	0.0009647555530278	-0.0003335203543681	1.112358267778897e-07	9.307532770979762e-07	0.0012831848336944	-0.0003849917353607	1.482186362960434e-07	1.646563317423325e-06	0.000381881746366	0.0001119619534511	1.4583366820754596e-07	1.2535479020586289e-08	0.0	0.0
