global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20
896.4887706040105	n/a	n/a	803692.1158190902	992.7193578879038	n/a	n/a	985491.723525372	852.2049360101873	n/a	n/a	726253.2529601275	854.3159273706301	621.1295085643072	n/a	n/a	n/a	n/a	0.046829336	-0.0421238879	0.0205701868	-0.0017042207	0.0334648502	-0.0737409711	0.0311371245	-0.0052486871	0.0362200419	-0.0479236261	0.0681415176	-0.0486485017	-0.0406554163	0.0588058304	-0.0404614717	-0.0002595957	0.0274063975	-0.0074055378	0.0568247207	-0.0352641013	0.0971221327	-0.0078707722	0.0469810329	-0.0933022101	0.0147369704	-0.0630577547	-0.0122921142	0.042082286	-0.1025247015	0.1232091241	-0.1136621882	-0.0503434366	-0.0500465796	0.0547954936	-0.0287283256	0.0027668051	-0.0153140767	0.0231344002	-0.0486754203	0.0982711641	-0.0600230456	0.0590222967	-0.0079498355	0.0942844986	-0.0418953635	0.0789649063	-0.0940732595	0.0998961738	-0.0152993549	0.0057782979	-0.0685567691	0.0019778842	-0.0005490462	0.0043361987	0.0056384641	-0.0283934238	0.028866904	-0.0023222468	0.0275424182	-0.0352483486	0.0177867791	-0.0372716776	0.0190798419	-0.0740889917	0.0031577838	-0.0427289272	-0.0066182731	0.0522536963	-0.0841881169	0.0930060235	0.0847978616	-0.1215059699	-0.0376562673	0.1290883846	0.1290552057	0.1289999139	0.1289225186	0.0699861285557972	n/a	0.0048980581902285	n/a	-0.1141965841248406	n/a	0.0130408598257817	n/a	-0.166769551767608	n/a	n/a	0.0278120833967688	-4.130998246299629e-14	n/a	n/a	1.706514651093061e-27	0.0004640000623241	n/a	n/a	2.152960578367687e-07	1.7967918687201548e-10	n/a	n/a	3.228461019498866e-20	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
895.0117196840127	-1.4770509199977369	2.181679420266161	801045.9783717338	979.9012279245588	-12.818129963344973	164.3044557572022	960206.4164880582	850.5046958460953	-1.7002401640920652	2.890816615591813	723358.237656259	852.1899548058558	622.5537880531647	0.746496	18.815754	0.1346944806829502	0.0616712368780115	0.1072592065	-0.0876049419	0.0354581187	0.037360187	-0.0019135427	-0.0132693236	0.0412439487	-0.0396547766	0.0768968953	-0.1185493869	-0.0691198808	-0.0179768905	-0.0470020406	0.0669678101	-0.0554446394	-0.0072368153	-0.0509647036	0.043110952	0.0538087831	-0.054090534	0.1201770919	0.0519420235	0.0839027649	-0.0592811573	-0.0048149882	-0.1563005653	0.0769057773	-0.0725224763	-0.0367191383	0.1135052269	-0.0324565352	-0.0204298095	-0.0669809372	0.068981583	-0.0371450175	0.0296914062	0.024972046	0.0050231217	-0.0500540571	0.1001348391	-0.0918708661	-0.0579532858	-0.0036358922	0.0942175308	0.022518441	0.1002895225	-0.1556857546	0.0452895536	-0.0975451545	0.0344985538	-0.106960717	0.0132399639	-0.0119797262	-0.0053461744	0.0143046183	-0.0377116333	0.0695099857	0.0232599539	-0.0014239236	0.0186051632	0.0073022555	-0.1367970056	0.0571322757	-0.1496315984	0.0840360363	-0.0769994267	0.0325955671	0.0981816305	0.015337616	0.0672357435	0.0472269832	0.0128653084	-0.000485939	0.1289999139	0.1287014744	0.1282045865	0.1275100165	0.087253554168484	0.0172674256126868	0.0076131827150325	0.0002981639872896	-0.1016994665391308	0.0124971175857098	0.0103427814943437	0.000156177947951	-0.2184878146645914	-0.0517182628969834	0.0026747787170814	0.0477369251569088	-0.0006920538185013	-0.0006920538184599	4.789384876450529e-07	4.789384877022303e-07	0.0006779453397904	0.0002139452774663	4.577258175013211e-08	4.59609883743521e-07	0.0001582345755043	0.0001582343958251	2.5038124022138578e-08	2.503818088502601e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
893.1150635756248	-1.8966561083879012	3.597304393485139	797654.5167856924	980.6054373317296	0.7042094071707652	0.4959108891478005	961587.0237245528	850.7896464261141	0.2849505800188581	0.0811968330530836	723843.0224658723	852.878329657545	609.9284125729927	0.754287	19.012142	0.1361248912212053	0.0723333544641103	0.0858409024	-0.0668223668	0.0066075804	0.04862917	0.0049730931	-0.0107914911	0.0198841091	-0.0573628152	0.0784985559	-0.1655920893	-0.1375072371	-0.016421326	-0.0484295605	0.0721848186	-0.0760925827	0.0204059613	-0.0462407997	0.0535369078	0.1009743275	-0.0251129735	0.14842684	0.0100863919	-0.0028952136	0.0410981251	0.0648389554	-0.0032035276	0.0694800719	0.0028585541	-0.0214992061	0.1533595	-0.030838324	-0.0243769462	-0.0702018279	0.0702526006	-0.0630874474	0.0382398236	-0.0074660737	0.0001524863	-0.0829523147	0.0849992945	-0.1510966646	-0.083487441	0.0455910891	-0.006119233	0.1009414725	0.0290967191	-0.0205495398	0.0710168072	-0.0660909261	0.02470188	-0.091716752	0.000633514	-0.0224601502	-0.0035036602	0.0042833215	-0.0615764026	0.075805887	0.0024745464	0.0197794977	-0.0171365809	0.0301141602	0.0067462507	0.0546230982	-0.0734765398	0.0352566468	-0.0166517482	-0.0195947526	0.1183157379	-0.1341147938	0.0728396064	0.1385840562	-0.0132645682	-0.0140045974	0.1288230331	0.1279949812	0.1266188352	0.124700488	0.0742008154446978	-0.0130527387237862	0.0055057610126581	0.0001703739881914	-0.1610600800175774	-0.0593606134784466	0.0259403493752684	0.0035236824325375	-0.1955000164529039	0.0229877982116875	0.0005284388666212	0.0382202564330857	-0.0010071959563843	-0.000315142137883	9.931456706946785e-08	1.0144436945568849e-06	0.0006276942004908	-5.025113929960003e-05	2.5251770009078068e-09	3.940000093297847e-07	0.0006073161144674	0.0004490815389631	2.016742286374663e-07	3.688328628917801e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
890.9124159170061	-2.20264765861873	4.851656708018574	793724.9328350765	978.0785525242488	-2.5268848074807693	6.385146830277124	956637.6549079298	850.4307464368416	-0.3588999892725724	0.1288092022998525	723232.4544851235	852.4271668039187	608.6195313285732	0.827292	20.852245	0.1058022375166483	0.0769406223790924	0.0882623828	-0.0794539825	0.01692134	0.0632194363	-0.0896993186	0.0084364967	0.0594968821	-0.0258553004	0.0616693946	-0.0789345792	-0.0612762119	-0.0162218573	-0.0517386886	0.0423202663	-0.0684136069	-0.0388855471	-0.0311640201	0.0332039482	0.0257483697	-0.0595000472	0.0297539804	0.0877321057	0.2434815955	0.0176626531	0.0502201811	-0.1466022	0.0374216969	0.1614099753	0.1152402519	0.1060346117	0.017847985	-0.0199368974	-0.0652259156	0.0446093527	-0.063864029	0.0051884076	0.0378788532	0.0118819962	-0.0241679953	0.1002020811	-0.054422566	-0.0551192055	0.0259911112	0.2047342389	0.1909558996	0.0290329489	-0.1243205982	-0.1403934598	0.0334495066	0.0273173815	-0.0880751038	0.007522881	-0.0201012529	0.0019368792	0.0191590377	-0.0269712205	0.0712306033	0.0251372283	-0.0181317167	0.0829496038	-0.0455728167	-0.0859537707	0.0740869323	-0.1621859929	0.1156401668	-0.0625112463	0.0378583829	-0.0041440662	-0.0341731226	0.0478367378	0.1150400891	0.0625317018	-0.001262728	0.1285578634	0.1269376627	0.1242524367	0.1205247148	0.0858925560567485	0.0116917406120507	0.0073775311859616	0.0001366967985394	-0.0862240172045432	0.0748360628130342	0.0074345811428893	0.0056004362973564	-0.1954593495403855	4.06669125184167e-05	1.6537977737805566e-09	0.0382043573227505	-0.0010642416967248	-5.704574034049999e-05	3.2542164909957474e-09	1.1326103890476817e-06	0.0005510451805086	-7.664901998219995e-05	5.8750722642316875e-09	3.036507909617556e-07	0.0008582966977256	0.0002509805832582	6.299125317262627e-08	7.366732213266699e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
890.9429980740275	0.0305821570213993	0.0009352683280815	793779.4258171367	971.9921134048038	-6.086439119445004	37.04474115471047	944768.668521137	849.6851255937056	-0.7456208431359528	0.5559504417187691	721964.8126551913	851.3007942233422	603.567603448352	0.842836	21.244051	0.1734923186504645	0.0971342071627106	0.0836769735	-0.0279609551	0.0380250659	0.064495958	-0.045382987	0.0379198279	0.0199859649	0.0250149436	0.0163112244	-0.0970234779	-0.1259355944	0.0105628678	-0.0517223337	0.0751821582	-0.0189375107	-0.0095360573	0.0257164932	-0.0010924759	0.0592219158	-0.1106830325	-0.0797950936	0.0694041101	0.0572153546	0.0599809373	0.0046693826	0.0321697458	-0.0216903469	0.0755109828	0.0528917139	-0.0370912275	0.1652244874	0.0039204878	-0.0649962759	0.0519096103	-0.0072677898	-0.046443716	-0.0369561525	0.0248492072	-0.0720058367	0.076952826	0.070728456	-0.1413907705	0.0136401715	0.029321519	0.1543438854	-0.0982183465	-0.0038663277	-0.0335541	0.0794103073	0.060980263	-0.0909085376	0.0038830622	-0.015739882	-0.0283206378	0.0212820992	-0.0540832796	0.097483623	-0.005879865	-0.0558045036	-0.0029890664	0.0993759448	0.0761563864	0.0534829678	-0.0117527515	0.1140012698	-0.0089037032	0.0315649729	0.1303635537	-0.0994814575	-0.0280312882	0.2143299349	0.0387215496	-0.0559013155	0.1282045865	0.1255324169	0.1211199807	0.1150284477	0.1141713454169632	0.0282787893602146	0.0130350961143195	0.0007996899276793	-0.1299160721349324	-0.0436920549303891	0.0168781857989689	0.0019089956640401	-0.1952243676877998	0.0002349818525856	5.521647104460375e-08	0.0381125537391012	-0.0025379867534352	-0.0014737450567103	2.17192449217834e-06	6.4413767606125465e-06	0.0009101686454444	0.0003591234649357	1.2896966306749478e-07	8.28406963150094e-07	0.0010511580262249	0.0001928613284993	3.7195492030514926e-08	1.1049331960970276e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
892.6192553359399	1.676257261912383	2.8098384081139995	796769.1349964879	979.577665872044	7.585552467240177	57.540606233253534	959572.403475322	850.0105564233029	0.3254308295972805	0.1059052248523742	722517.946031053	851.367530447064	603.2275257650412	0.8039739999999999	20.264511	0.1753589038382768	0.0945947431562732	0.0542921209	-0.05291164	0.0101101406	0.0781698347	-0.06181345	-0.0142554545	0.0223293191	-0.055137032	0.0787343212	0.0212011125	-0.0338144752	-0.0055980975	-0.0438250302	0.0439220532	-0.1033842322	-0.0496601458	-4.84604e-05	0.0707218892	-0.0199666249	-0.0236850986	-0.0736107568	0.0260710148	0.0214806091	0.0034011843	-0.0468600787	-0.0013925377	0.0502466529	0.0571864709	-0.0982428814	0.0861055469	0.0842058792	-0.0078406561	-0.0501518766	0.0482838138	-0.0987365381	-0.018416985	0.0621904716	-0.0446173745	-0.0018712852	-0.0174638617	0.0800594547	-0.06202083	0.003262502	0.0183815089	0.0538253867	-0.0284181377	-0.0754993079	0.0999637883	-0.0282485153	0.0186874107	-0.0824698091	0.0123253628	-0.0047479444	-0.0048316782	0.0275866041	-0.0279237383	0.0789909561	0.0182002214	0.0144715163	0.0652801946	0.0074514123	0.0177382562	-0.0063749126	-0.0705419915	0.0386377941	0.0858147505	0.0206793475	-0.0495145085	-0.0604675726	-0.0348267795	0.093296633	-0.0302326908	-8.39972e-05	0.1277634447	0.1237830955	0.1172407796	0.1082719048	0.0673647117626075	-0.0468066336543556	0.0045380043908591	0.002190860954053	-0.1237663501063366	0.0061497220285957	0.0153181094186442	3.78190810289963e-05	-0.1735414484654995	0.0216829192223003	0.0004701489860008	0.0301166343355036	-0.001090227576155	0.0014477591772802	2.096006635399041e-06	1.1885961678088065e-06	0.0008747164202385	-3.545222520589999e-05	1.2568602720498502e-09	7.651288158348562e-07	0.0005199768500505	-0.0005311811761744	2.8215344192201893e-07	2.703759245884402e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
893.1103467579627	0.4910914220228051	0.2411707847843808	797646.0914861284	977.8807465632756	-1.696919308768429	2.8795351404711225	956250.7544991492	850.6770929047556	0.6665364814526811	0.4442708811073202	723651.5163928862	852.0523382630012	606.794549123896	0.884873	22.30361	0.3212697854507916	0.1741679182227152	-0.0142025606	0.0050890908	0.0047754035	-0.0249485628	-0.0255943103	0.0078410713	-0.0490104463	-0.0208869315	-0.0279359127	0.0235014423	0.023175157	-0.0160133544	0.0063240179	-0.0111376152	0.0456896869	0.0360162361	-0.0461327896	-0.0518997987	-0.0379838023	0.0072645479	0.0506806195	-0.0292605789	0.0118260686	0.1583638107	-0.0524064412	0.0272361741	-0.1333457727	0.0224177903	0.021072337	-0.0432841692	0.0954505213	-0.0126265939	0.0225600888	-0.0248052959	0.0425480409	0.0003260771	-0.0164049334	0.0632425233	0.0471335863	-0.0341117784	0.004965764	-0.0532273253	0.065302036	0.026390475	-0.1260497876	-0.1016933558	0.0263786946	-0.0197075128	0.0629249394	-0.0078823532	-0.002586931	0.0056547136	-0.0326141034	0.0205021916	-0.0026909439	-0.0012194028	-0.0148926457	-0.0416946491	-0.0444958245	-0.0093877677	0.061742789	0.0533230192	0.0116685425	0.0821703691	0.0129057238	0.0275128666	0.0467572408	-0.0579757232	0.0514197738	-0.1362326974	0.0581661191	0.0960179201	-0.0044089392	0.1272347401	0.1216944932	0.1126387502	0.1003291122	0.0393388448926401	-0.0280258668699674	0.0015475447174871	0.0007854492138131	0.0056889513191009	0.1294553014254375	3.2364167111099864e-05	0.0167586750671508	-0.0765382414549478	0.0970032070105516	0.0094096221703319	0.0058581024050158	-0.0019175968922871	-0.0008273693161321	6.845399852768988e-07	3.677177841309144e-06	0.0003670020635098	-0.0005077143567287	2.577738680284377e-07	1.346905146204513e-07	0.0005193523200146	-6.245300359000033e-07	3.9003776574125946e-13	2.697268323045476e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
892.6163550806373	-0.4939916773254253	0.2440277772667871	796763.9573574424	976.4050092167324	-1.4757373465431556	2.177800715982233	953366.7420235272	850.0258928472346	-0.6512000575210095	0.4240615149153661	722544.0185107383	851.3707314789897	611.0016622387388	0.78607	19.813244	0.1186078726987164	0.0574122187424265	-0.0366815536	0.0009849895	0.012920173	0.0262646285	-0.0321359397	0.0059521449	0.004624533	0.0095424697	-0.0264592667	0.0497849525	0.0635497312	3.22693e-05	0.0363778544	-0.031183129	-0.011079194	-0.0258588174	-0.0562163908	0.1075444209	-0.0758432976	0.1108728573	-0.0116969556	0.0015861743	-0.0529057437	0.0364754895	-0.0838693464	-0.0317321512	-0.0782608438	0.0028173695	-0.0577783875	-0.0269835814	0.1352852279	0.0010502176	0.0381590189	-0.014680015	-0.0067312834	0.0361090767	0.0865738804	-0.0722512402	0.0480027736	-0.1219810452	-0.0213098882	-0.009282801	0.0103161351	-0.0189077104	-0.0601495058	-0.0057722023	-0.0074813213	0.0416387986	-0.0266115597	-0.0260575569	0.0149370838	0.0107946881	-0.0116994718	0.0231649235	0.0138156004	0.0133098756	-0.0217419243	-0.0382485259	0.0067790855	0.0294126009	-0.0058061397	-0.0313453783	-0.0695114041	0.04816101	-0.0436888416	-0.0484259117	-0.028821705	-0.0378798204	-0.0952000503	-0.0669917998	-0.0830285078	0.1049350145	0.0001951415	0.1266188352	0.1192723348	0.1073422654	0.0912870929	0.0367632975574849	-0.0025755473351551	0.0013515400473001	6.633444075625051e-06	-0.0188063222961005	-0.0244952736152013	0.0003536777583048	0.0006000184294835	-0.034694381482133	0.0418438599728148	0.0017509086174245	0.0012037001064277	-0.0011320970484106	0.0007854998438765	6.170100047300059e-07	1.2816437270199926e-06	0.0004577728869086	9.07708233988e-05	8.239342380496135e-09	2.095560159886339e-07	0.000401759151779	-0.0001175931682356	1.3828153215686131e-08	1.614104160381816e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
893.5020467759956	0.8856916953583323	0.7844497792267169	798345.9075928935	978.2712430655956	1.866233848863203	3.482828778642765	957014.6250091057	850.5352285905318	0.5093357432972425	0.2594228994001545	723410.1750735482	852.3924557512456	615.7178605325566	0.8136219999999998	20.507698	0.1959593827273629	0.1012169692069335	-0.0233802651	-0.0397492439	-0.0234960965	-0.0334689454	-0.0229090544	-0.0131713135	-0.0288408663	0.0026671418	-0.0579600661	-1.52635e-05	0.0132058101	-0.001549504	0.0206096543	-0.0304217675	-0.0298470712	0.0091408129	0.0151668263	-0.0071855073	0.0159807986	0.0349201169	-0.0412725963	0.0146175051	-0.0518695707	-0.0087270506	0.1162088214	-0.0642709027	0.0583965221	-0.1180911518	0.2160243888	0.0214350503	-0.0870392796	-0.0011406071	0.0218805266	-0.0227165242	-0.0430158427	0.0186444404	0.0192527567	-0.0035817113	-0.0441412509	-0.0460917225	0.0343607936	0.0407321051	-0.0497313942	-0.0146372845	-0.0810372728	0.1547853052	0.1133133681	-0.1812374299	-0.0402710027	-0.0394512162	-0.0008883385	0.0083758101	-0.0321806482	0.0235951593	-0.0081072656	0.0233216942	-0.0126030713	0.0169469909	0.0487895832	-0.0629091806	-0.0190422198	-0.0730771459	-0.0709776416	-0.054715816	-0.0126026993	-0.0847366154	-0.080620686	0.0262907583	0.1016453373	0.0792181888	-0.2478573864	0.0964222463	-0.018826296	0.1259161521	0.1165232592	0.1013839798	0.0812449131	-0.0034940812611523	-0.0402573788186371	1.2208603859535648e-05	0.0016206565493472	0.0052979324966031	0.0241042547927036	2.8068088738563155e-05	0.0005810150991115	-0.0822359734426214	-0.0475415919604884	0.0022602029661375	0.0067627553280555	-6.095232406552504e-05	0.001071144724345	1.1473510204922869e-06	3.715185808988783e-09	0.0004580061853129	2.332984043000044e-07	5.4428145448928284e-14	2.097696657848745e-07	-0.0002079859685823	-0.0006097451203613	3.717891118044162e-07	4.325816312711748e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
894.4744242921063	0.9723775161106688	0.9455180338375536	800084.495712695	978.7318132652176	0.4605701996219977	0.2121249087798468	957915.9622974208	849.8104685234301	-0.7247600671016698	0.525277154865217	722177.8324120118	851.510645659283	614.5665089157393	0.708655	17.861954	0.1715682559539526	0.082537830594304	-0.0396861684	-0.002147248	-0.0302782527	-0.003984354	0.0388376295	-0.0238375568	-0.0672019139	0.0116131676	-0.0577617657	-0.0090397033	-0.0916171939	0.0109131178	0.0434861997	-0.0010173988	-0.0470563444	-0.0041750609	0.0772099888	-5.08873e-05	0.0737355157	-0.0538208839	-0.0469906978	0.0054612784	-0.1508135994	0.0594583446	-0.0460249778	0.1129328368	0.0049817635	-0.0946860422	0.0678043348	-0.0247474093	-0.0525742612	0.0116763958	0.0463327398	-0.011148531	-0.045965624	-0.0272223837	-0.0328866355	-0.0189031914	-0.0892284048	0.03489152	0.0761702665	-0.0113394117	-0.0383036162	-0.1553284338	-0.0891383345	-0.0182073338	0.123520702	-0.0033023954	-0.1264755778	-0.0321125314	0.0118554413	0.0023783512	-0.0038645447	0.0105639957	-0.0084328105	0.0078923188	-0.0279422837	-0.0138386406	0.0518723048	-0.1333807075	0.0664814183	0.0133479088	-0.0777127812	0.0654643562	-0.0434180142	-0.0453220727	-0.1071411811	0.135479992	-0.0326170771	0.0238131528	-0.1493865443	0.0056900174	-0.0112463102	0.1251271724	0.1134548014	0.0948006283	0.0703125971	0.0260386113318844	0.0295326925930367	0.0006780092800929	0.0008721799317948	-0.0566853373762086	-0.0619832698728117	0.0032132274734545	0.0038419257441258	-0.0347632136030284	0.047472759839593	0.0022536629267876	0.0012084810200097	0.0003216067053406	0.0003825590294061	1.4635141098015645e-07	1.0343087292003553e-07	0.0005419366828316	8.393049751869998e-05	7.0443284137365034e-09	2.936953681985182e-07	-0.0003930871146277	-0.0001851011460454	3.42624342673205e-08	1.5451747968633054e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
