global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	non_steady_state_outlier00	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26
880.009069166	n/a	n/a	774415.9618144098	1072.4368507171346	n/a	n/a	1150120.7987760855	826.5361437527639	n/a	n/a	683161.9969296895	853.9369605614017	677.9576655782064	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0214231475110153	n/a	0.0004589512492787	n/a	-0.5284519732067281	n/a	0.2792614879860844	n/a	-0.9492672545427396	n/a	n/a	0.9011083205471104	0.0061471255486038	n/a	3.778715251029757e-05	n/a	0.0017331735370551	n/a	3.003890509548086e-06	n/a	-0.0023893562723918	n/a	5.709023396418038e-06	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
868.2364201634018	-11.7726490025982	138.5952645383764	753834.4812981592	1031.7750420971452	-40.661808619989415	1653.3826802486456	1064559.7374945658	822.6265492565227	-3.9095944962411977	15.284929125039463	676714.4395416941	844.058430057894	654.0444575958252	1.445803	34.304893	0.2332220369709044	0.1326377481330524	-0.1450029641	0.0387718133	-0.0940047926	0.0098801543	-0.0708638821	-0.1544138531	0.1600856434	-0.0699423147	0.0180828628	-0.0816595596	0.0965672897	0.0822151116	-0.0941644702	0.0709152648	-0.0711815622	-0.0568153315	0.0538927679	-0.0461625014	0.070923541	-0.0732164596	0.0350222942	-0.0048474367	-0.0438516168	0.0103734723	-0.0949599809	0.1359770802	-0.0664209815	0.0479747844	-0.0063062031	0.168269655	-0.1115898308	0.0082086371	-0.1079890098	0.0302099077	-0.0952810272	0.0988871517	-0.0741263299	0.0674940984	0.0580827154	-0.0616148557	0.0564582944	-0.0759032785	0.0728665685	-0.0428045975	0.039361099	-0.1255990568	0.0971900643	-0.0870813355	-0.0059733167	0.0540263204	-0.0613595138	0.1614244846	-0.2033709829	-0.1362207662	-0.114363256	0.022907127	-0.123109958	0.0239753765	-0.1074971094	0.0071473492	-0.0929116124	0.0271291238	-0.1046420782	0.1304666138	-0.1011273074	0.0990236143	-0.1984626148	0.0236052614	-0.0117909572	-0.058492412	0.0834657035	0.0487970124	-0.0519860201	0.0696684028	-0.0037188603	0.0918933934	-0.0484544451	0.1296294506	0.1295955703	0.1295391098	0.1294600787	0.0	0.0276917792548374	0.0062686317438221	0.0007668346382986	3.929574393965412e-05	-0.4644232853647736	0.0640286878419544	0.2156889879890099	0.0040996728667624	-0.8583317197735667	0.0909355347691729	0.0082692714837554	0.7367333411694487	0.0048370377419998	-0.001310087806604	2.3396934117530523e-05	1.7163300610124805e-06	0.0016491251223551	-8.404841470000001e-05	2.7196136691827238e-06	7.064136013583178e-09	-0.0024350037034069	-4.56474310150997e-05	5.929243035605317e-06	2.0836879582782863e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
872.6521204024639	4.415700239062062	19.498408601252752	761521.7232429163	1047.2972659529926	15.522223855847416	240.93943343103857	1096831.563272613	823.6202499101747	0.993700653652013	0.987440989068438	678350.3160620987	846.0101108634212	658.2087108332316	1.061099	25.176931	0.05710373718261	0.0428255754311249	-0.1475984338	-0.0030005914	-0.1810779614	0.0562414088	-0.0235675402	-0.0398956541	0.0966294683	0.018519185	0.0880917008	-0.0676204975	0.0370980779	0.1095552178	-0.0718457199	0.1325609359	-0.0053728151	-0.0700530468	0.1042001965	-0.0561758556	-0.0358656274	-0.1076627096	0.1363265436	0.0147888263	-0.0198215979	0.0628599844	0.0700777155	0.0826382696	-0.0522874569	0.003421542	-0.0060807675	-0.0536264713	-0.0111745048	-0.0793397216	-0.0296852467	-0.0009326082	-0.0982779429	0.0431119211	-0.1401713773	0.0571933556	0.1254618475	-0.0242916356	0.0268563364	-0.0291905308	0.0551503197	0.0005359867	-0.0740731837	-0.0712290072	-0.0662580657	0.0674099404	-0.0680439421	0.1235939582	0.0103789205	0.0097984177	-0.0096531933	-0.1513813136	-0.1019008802	0.0486354423	-0.1231148623	0.0962733065	-0.0661820995	0.0604241573	0.0441802432	-0.0084740801	0.0102608062	-0.0129327798	-0.0628043612	-0.0503117391	-0.1466541898	-0.0300095168	-0.1086424799	0.0687395678	-0.0318147122	0.0043608676	0.005559679	0.025317842	0.0798740104	0.1134267017	-0.0623277437	0.1295391098	0.1292343642	0.128726986	0.1280177706	0.0	0.0295640684132223	0.0018722891583848	0.0008740341411416	3.5054666926056303e-06	-0.4611972533096775	0.0032260320550961	0.2127029064603908	1.0407282820507824e-05	-0.8171391758512527	0.0411925439223139	0.0016968256747917	0.6677164327108646	0.0047239174454189	-0.0001131202965809	2.2315396031133023e-05	1.2796201498550777e-08	0.0015597890024867	-8.93361198683999e-05	2.432941732278455e-06	7.980942313141116e-09	-0.0024212026789199	1.380102448700002e-05	5.862222412408899e-06	1.904682768907741e-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
869.7412044492339	-2.91091595322996	8.473431686768686	756449.7627168042	1042.2216411127108	-5.075624840281762	25.76196751928526	1086225.949203672	823.2809713111734	-0.339278599001318	0.1151099677402971	677791.5577230691	846.4084500416789	660.5781218617757	0.95893	22.75275	0.1435878679105053	0.0630595911265017	-0.1517145289	0.0269539121	-0.0801599525	0.0853044838	0.0778212662	-0.1437563547	0.08608506	0.0752440827	-0.0236374467	-0.0340310176	0.0950269067	0.0972277363	-0.0778827355	0.0968596948	-0.0211910924	-0.0673147165	0.1070774595	0.0584115524	-0.0913649856	-0.1688164013	-0.0070637712	-0.0360390806	0.0846852585	0.0330278569	0.0638295409	0.077626932	-0.0290560923	-0.110524387	0.0790449739	0.0967721557	-0.0207669804	0.0795559633	-0.0370863095	-0.0943730031	-0.1096650309	0.0582343103	-0.0517546896	0.059331621	0.0990442464	-0.0646152722	-0.0633699944	0.0642091355	0.1073682995	0.0321295258	-0.0704218742	-0.1005276956	0.017892823	-0.0563656527	-0.035609626	0.126235462	-0.1241413293	-0.0109469678	-0.0099179947	-0.1276632447	-0.09810629	0.0519584057	-0.0935556856	0.0533357251	-0.0228977504	0.0341350489	-0.0257741888	0.0113058144	-0.0236396411	-0.0069872923	-0.0210356978	-0.0707481186	-0.179028927	0.0433334231	-0.0569766939	0.0038216424	0.0234754216	0.0154349844	-0.0208772738	0.0311132424	-0.0776568925	-0.0288855998	-0.0430841935	0.129358491	0.1285129588	0.12710783	0.125149223	0.0	0.0192817510604328	-0.0102823173527894	0.0003717859239565	0.0001057260501434	-0.4450205473693103	0.0161767059403671	0.1980432875808805	0.0002616858150811	-0.791320600054739	0.0258185757965137	0.0006665988561603	0.6261882920709922	0.0051898559984552	0.0004659385530362	2.693460528470142e-05	2.170987352055608e-07	0.0010609599556303	-0.0004988290468564	1.125636027451048e-06	2.488304179876647e-07	-0.0015597649023959	0.0008614377765239	2.4328665507460912e-06	7.420750428226127e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
868.2508814271107	-1.4903230221232209	2.22106271027049	753859.5930989546	1051.9474361098814	9.725794997170624	94.59108832698914	1106593.408338153	822.4445063177145	-0.8364649934588897	0.6996736852821803	676414.9659721891	846.3588482723057	653.2000387420654	0.882364	20.936041	0.0798120614636305	0.0448652752887999	-0.1286632833	0.0046758775	-0.0397878804	0.0582484246	-0.0027232084	-0.0675643342	0.0962555214	0.0889489926	0.0439702722	0.0001850487	0.1727242315	0.0683015278	-0.0721196865	0.024271469	-0.0585509485	-0.0123160106	0.110103751	0.0179618785	0.1308895244	-0.0772970947	0.0162564667	0.07569141	-0.0348843129	0.0215440294	0.0222944312	0.0361122123	-0.1243124784	-0.1444919412	0.0865105181	0.0047767428	-0.0188294544	-0.0248627976	0.0198664177	0.0078347212	-0.0993595835	0.0546410716	-0.0267142559	0.0130064666	0.0765599367	-0.0867604639	-0.0648992046	-0.1656300563	0.0806395988	-0.0514111394	-0.0170794269	-0.0964975901	-0.005186291	-0.0387680638	-0.0862668461	0.0708345459	0.0112641256	0.0439684707	0.0733683192	-0.119806952	-0.0745036769	0.0676557409	-0.0708845563	0.034686362	-0.0198937	0.0514411902	-0.0117722978	-0.0069915114	0.0089603608	-0.0284818149	-0.0160728732	-0.0943851433	-0.1282605671	0.108188724	-0.107915278	-0.0673307467	0.1068303846	0.0266420164	0.0705453313	0.013182923	0.0384318992	0.073525076	-0.0237574674	0.1290877201	0.1274333647	0.1246917927	0.1208863942	0.0	0.040685671844173	0.0214039207837402	0.0016553238934117	0.0004581278249166	-0.4232918479656149	0.0217286994036953	0.1791759885541452	0.0004721363777761	-0.758600250726289	0.03272034932845	0.0010706212601758	0.5754743404019885	0.0051508289626321	-3.902703582309933e-05	2.653103900228968e-05	1.5231095251374784e-09	0.0010615943790281	6.344233978001178e-07	1.1269826255840571e-06	4.0249304767624653e-13	-0.0015202445226619	3.952037973400002e-05	2.311143408683508e-06	1.5618604143195595e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
868.1034721117771	-0.1474093153335616	0.0217295062471094	753603.638292523	1044.6882352739851	-7.259200835896308	52.69599677587767	1091373.5089198733	822.194544435897	-0.2499618818175122	0.0624809423617519	676003.8689001522	844.791919059397	643.9371198196411	0.912187	21.643656	0.0786012193770283	0.0431371929821738	-0.1407456116	0.0386684896	-0.0763855821	-0.0196375936	-0.0454887904	-0.1143147414	0.061021131	0.0448154138	0.0808161749	0.0974789439	0.0520947888	0.0718703525	-0.0850190252	0.0578393623	-0.0502137938	-0.019469224	0.1189061557	-0.0008162979	0.0585302906	-0.0088688751	0.0040711464	-0.0124385023	-0.0984367966	0.0874624084	0.128605791	0.0330360521	-0.0574340039	-0.0499406393	0.0832148349	-0.1091906736	0.0425793329	-0.0978872852	-0.0248420315	-0.0128169755	-0.0857851007	0.0674296382	-0.0772480077	0.016858947	0.0704350927	-0.0843949024	-0.0143091772	-0.0402088656	0.0460433633	-0.1951126187	-0.0332012598	0.0090545248	0.0162838493	0.0612992984	-0.0586204117	0.1278495316	-0.0438094708	-0.0120579349	-0.0033453095	-0.1236417752	-0.1046806333	0.0426630643	0.0042384331	0.0839078523	0.0531375782	0.0843012154	-0.0321590923	0.095820534	0.0352246374	0.0634675497	-0.0671609411	0.0314325973	0.0242516063	-0.0958882672	-0.158523105	-0.2280189661	0.0265072655	0.029683905	0.1287381663	-0.0505249694	0.1285711193	-0.0718654824	0.0551635618	0.128726986	0.1259985909	0.1214940211	0.1152767764	0.0	0.0210316638510477	-0.0196540079931253	0.0004423308843434	0.0003862800301938	-0.4185192999208453	0.0047725480447696	0.1751584044062344	2.277721483963432e-05	-0.7557940276042956	0.0028062231219934	7.874888210410452e-06	0.5712246121623227	0.0052710332531314	0.0001202042904992	2.778379155561699e-05	1.4449071454440004e-08	0.0015509009992589	0.0004893066202308	2.405293909502255e-06	2.394209686016884e-07	-0.0019381024162746	-0.0004178578936127	3.756240975969443e-06	1.746052192544426e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
869.359791637609	1.2563195258318274	1.5783387509863076	755786.4473161869	1045.5497293204903	0.8614940465051859	0.7421719921638794	1093174.2364821506	823.4552270277491	1.26068259185206	1.5893205973988274	678078.5109193218	845.5410481960974	649.7512617340088	1.359858	32.265659	0.4776747379602156	0.2273343947758142	-0.0387748793	-0.0364467559	0.0343809063	0.1126831723	0.0539889056	0.0001047777	-0.0239185108	0.0879170034	0.0727863274	0.0550986517	-0.0689798729	0.0493215671	0.0240285588	-0.0281087578	0.0654320832	-0.0559117529	0.0671057832	0.1068227789	-0.1407171292	0.0695092384	0.0558874418	-0.0684159661	0.0921306633	-0.0474534932	0.1053927199	0.0228875595	-0.0782422392	0.0073995324	-0.1943481781	-0.182445072	0.0209287196	0.1278217835	-0.0657862456	0.1074145272	-0.0210735626	-0.0456654398	-0.0265928003	-0.0696262436	0.0886069578	0.0009862923	-0.0219047825	0.1549378106	-0.0080155209	-0.0434780922	0.0532524059	0.023544352	0.0021226876	0.1595560813	0.0159384163	0.0339266384	-0.065708585	-0.2193103446	0.282201638	-0.0394095952	0.0019707906	0.1030833368	0.0266757608	-0.0294703643	0.1247412625	-0.0442850011	0.0946639211	-0.0366372922	0.1195497826	-0.1014849864	-0.0317393878	-0.0483424298	-0.0215659193	-0.1029661762	0.0286647621	0.0505473275	-0.2439288629	-0.1001189614	-0.0984321377	-0.0017601465	0.0057254056	0.1291237179	0.1121980167	0.1282765399	0.1242126365	0.117534563	0.1083828658	0.0	0.0777854217878655	0.0567537579368178	0.0060505718427161	0.0032209890399509	-0.3217318112650815	0.0967874886557638	0.10351135837991	0.0093678179602896	-0.6345143505587316	0.1212796770455639	0.0147087600642762	0.4026084610649689	0.0054919790277028	0.0002209457745714	3.0161833640727397e-05	4.8817035300956015e-08	0.0001679155270595	-0.0013829854721994	2.819562422766968e-08	1.912648816314597e-06	0.000515042623396	0.0024531450396706	2.65268903914634e-07	6.01792058566047e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
865.2742491067844	-4.0855425308245685	16.69165777117642	748699.5261673096	1047.0395854343878	1.489856113897531	2.219671240117853	1096291.893466615	820.8323431626806	-2.622883865068502	6.879519769636684	673765.7355819365	842.4793341996142	650.2008915812174	1.723727	40.899254	1.1705073148628071	0.5790041924469066	0.1600076932	-0.1343916645	0.1271859723	0.0496760843	0.0421299028	0.1298617131	-0.101885136	-0.0344987626	-0.1226051626	-0.0427983911	-0.0143428396	-0.1028586358	0.0846289962	-0.210248735	0.0914492865	0.056346414	-0.1107763846	0.1436949107	0.1057924464	0.2069077319	0.0901025581	0.0515678296	0.1032544505	-0.1937418905	-0.0325050089	0.0737374975	-0.2190012169	0.0854429313	-0.0924056741	-0.1595729417	0.1765813295	0.0850902763	0.0614635315	-0.0265576844	0.1332577752	-0.0825164148	0.1242652609	-0.1633996761	-0.0701079336	0.061893552	-0.0210584005	-0.0097295303	-0.020803096	0.0458244929	0.3440469315	-0.2421223452	-0.0761322291	-0.0153919394	0.113288376	-0.0688721148	-0.1202152766	-0.1245542852	-0.0023693771	0.1410585559	0.2474330248	-0.0202806816	0.1027173092	-0.1162678256	0.1512358638	-0.1677960381	0.2074572948	-0.1601003832	0.2876113239	0.0611586658	0.05712297	0.1096527127	-0.0413403034	0.1921455947	0.169861426	0.0895234216	0.0659497783	0.0708252606	0.072124606	0.2064494275	0.1977500006	-0.0291943753	0.093861042	0.1277366958	0.1220804792	0.1128382417	0.1002814672	0.0	0.1876875887733717	0.1099021669855061	0.0352266309795622	0.01207848630811	-0.1298537089100193	0.1918781023550622	0.016861985717688	0.0368172061633797	-0.2275349983288279	0.4069793522299037	0.165632193141472	0.0517721754644997	0.005554132548134	6.215352043119956e-05	3.0848388362241475e-05	3.863060101991541e-09	-0.0039982375120786	-0.0041661530391381	1.5985903202992473e-05	1.7356831145519624e-05	0.0055216899296734	0.0050066473062774	3.0489059679456637e-05	2.506651724945474e-05	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
869.2643963028298	3.9901471960454273	15.921274646109186	755620.5906797232	1045.1771966809424	-1.8623887534454295	3.468491868960022	1092395.3724618333	821.6805603027344	0.8482171400538618	0.7194723166811526	675158.9431794155	842.974052510009	646.6860568084717	1.209137	28.68947	0.3597413858345199	0.1949449184255371	0.1449361856	-0.0713753892	0.0835743271	0.0440126673	-0.056199421	0.1122819685	-0.095544563	-0.0475983167	-0.0583715824	-0.028558459	0.0404514481	-0.072396028	0.1119488758	-0.1161913616	0.0801791654	0.0820817071	0.0013644187	-0.0230009532	0.0861492023	0.2514952014	0.0635480159	-0.0153251918	-0.2308342803	-0.0668382728	-0.0096727455	-0.0679984382	-0.053737107	-0.0184573442	-0.0329422431	-0.0442953779	0.0147962227	0.1464054702	0.0242390136	-0.1376727777	0.1092236083	-0.0903547474	0.0520854063	-0.0932405315	-0.0646228149	0.0550852618	0.0719998912	-0.0592780348	-0.0276345765	-0.1368842644	0.1048347082	-0.111187822	-0.0645723613	0.0942503657	-0.0378857882	-0.2350722033	-0.0169115092	0.1807895629	-0.0104388436	0.140165672	0.1550563127	0.0113775176	0.1317123765	-0.0770146292	0.0410137228	-0.074206483	0.0051373298	-0.0346665891	0.1318407807	0.0445327611	-0.0267674938	0.1158758272	0.0223677357	0.1233904186	0.1931006684	-0.0199519038	0.000176982	0.0390928033	0.0954137708	0.0614468555	0.1764855948	-0.0894509939	-0.1370720386	0.12710783	0.1196080616	0.1074345	0.0910628379	0.0	0.1489409148853582	-0.0387466738880134	0.0221833961268875	0.001501304737384	-0.1803863823433857	-0.0505326734333664	0.0325392469349341	0.0025535510843232	-0.240357564440913	-0.012822566112085	0.0001644182016987	0.0577717587839676	0.0052337284341856	-0.0003204041139484	2.739191332280285e-05	1.026587962350593e-07	-0.0012926286631311	0.0027056088489475	1.6708888607480948e-06	7.320319243503015e-06	0.0033949134445482	-0.0021267764851251	1.1525437295974126e-05	4.5231782176814975e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
866.5929227424973	-2.6714735603325157	7.136770983555685	750983.2937473839	1043.8746062662	-1.3025904147423262	1.6967417885785854	1089674.1936074144	821.7152950070939	0.0347347043594936	0.0012064996869414	675216.0260485954	845.5077235331788	653.22631833903	1.25811	29.851448	0.4817028047286827	0.2370555632634555	0.0442874064	-0.0383909476	0.0768410259	0.1448198161	0.0291023272	0.0180869154	0.0555531972	0.041250507	-0.1852957282	-0.1005687175	-0.2255735927	-0.0186321304	0.0445099545	-0.1470256929	0.0159484241	-0.0170540959	0.0115759074	0.0965103241	-0.1476157803	0.011949955	-0.03559312	-0.0716389185	-0.0940628534	-0.0384079442	-0.1293080882	0.0016966402	0.0595996804	0.0741208426	0.0141191762	-0.0520333062	-0.1411605	0.0027442649	0.0305298814	-0.0539571118	-0.0039585795	-0.0372981789	0.1626030794	-0.0445628186	-0.0183300446	-0.011169474	-0.0452740437	0.1883405124	0.0182912089	0.0832468382	-0.0405017053	0.0791870672	0.0830175438	0.0965449194	-0.0109115799	-0.1503621531	0.0467251783	0.1106434457	-0.015906464	0.0647986953	0.0590469371	0.080477777	0.0492166692	-0.0998407572	0.0045823479	-0.0908205705	-0.0293573151	-0.102030605	0.0117995676	-0.0674119453	-0.0157259034	0.0169720578	-0.0169838601	0.0257261169	0.0145064896	0.1493885189	-0.1539096253	-0.0424638057	-0.0308654396	-0.004302569	-0.139417239	-0.0375669525	0.0100061958	0.1263903806	0.116802275	0.1013572156	0.0808296822	0.0	0.0890688039143583	-0.0598721109709999	0.0079332518307344	0.0035846696721237	-0.2782935846308874	-0.0979072022875016	0.0774473192467088	0.0095858202597657	-0.4126374592978692	-0.1722798948569562	0.0296803621719238	0.1702696728158006	0.0056679706913437	0.0004342422571581	3.212589175793118e-05	1.8856633790176147e-07	-0.0005847415622757	0.0007078871008554	3.419226946526264e-07	5.011041475574633e-07	0.0015041708702972	-0.001890742574251	2.262530007050636e-06	3.574907482085299e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
