global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26	motion_outlier27	motion_outlier28
873.2339583890912	n/a	n/a	762537.546083881	974.7479911645254	n/a	n/a	950133.6462792776	767.4088653066087	n/a	n/a	588916.3665511768	777.0762661498424	705.7344480137625	n/a	n/a	n/a	n/a	0.0041923389	-0.1005035005	0.0719744607	-0.0855144561	0.0419547734	-0.0604130944	0.1120705359	-0.0966025575	0.0187949908	0.0181610911	-0.1186526655	0.0864150685	0.0014766592	-0.1031555701	0.0883947694	-0.0813276441	-0.047511228	0.0355030289	-0.0435768932	0.0182853153	-0.0252823628	0.0800006896	-0.1484610032	0.1312456417	-0.1064382898	0.0922546623	-0.166802166	0.1303756597	0.2060901273	-0.099295182	-0.0084718613	-0.086432266	0.1172902868	0.0811081678	-0.0505472021	0.0161283132	-0.0467652884	0.0160137504	-0.0028774666	0.0981415687	-0.1946168168	0.0707518507	-0.0975015942	0.0137478376	-0.1233350292	-0.17603028	0.126149405	-0.0285141648	0.0812099318	-0.0094325347	0.011641344	-0.0220214637	-0.032835694	0.0118813212	-0.0016700825	0.0859812585	-0.1048372637	0.1775010714	-0.0792244949	0.0267306965	-0.0806479645	0.1368637036	-0.0060575772	0.0291116781	-0.0135619436	-0.165126323	-0.0001695598	0.0075947856	0.0863757857	0.2599190803	-0.0121517772	0.1290883846	0.1290552057	0.1289999139	0.1289225186	0.1082436783429869	n/a	n/a	0.01171669390122	0.0010905392529991	n/a	n/a	1.1892758623318348e-06	0.2361568936047859	n/a	0.0557700783970621	n/a	-0.0053223382197492	n/a	2.8327284125403084e-05	n/a	-0.003632002318894	n/a	1.3191440844451392e-05	n/a	0.0014908507404911	n/a	n/a	2.222635930422861e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
870.4003305343937	-2.833627854697511	8.029446818917618	757596.7353943818	957.0074090957642	-17.740582068761228	314.7282521384524	915863.1810641872	766.8445163107514	-0.5643489958573582	0.3184897891252085	588050.5121958703	777.2273558071904	700.0517432298489	1.433594	38.961952	1.095470340415	0.716961122954956	-0.1163271837	-0.2095096487	0.112216598	-0.0412353337	-0.0465479893	0.0550943823	0.1650624786	-0.2223300543	0.0543875573	0.0393096419	-0.0298355876	-0.0034882816	-0.0371783944	-0.2664772032	0.0641868444	0.0214868398	0.0842711177	0.1053852848	-0.0011867973	-0.010044113	-0.1308107691	-0.0128194376	-0.065731301	0.1441905189	-0.0592570955	-0.0182483209	-0.1368282799	0.2228696431	0.2140137614	0.1240186557	0.0323266279	-0.2545224122	0.1059186268	-0.0414017589	0.0949670436	0.0530960989	-0.0470155178	0.0106451228	-0.0914799197	0.0688406342	-0.16433538	-0.0135970445	-0.1059360657	0.0474831093	-0.1195763998	-0.1748178829	0.0420355477	-0.1281438947	0.2344223466	0.0106135254	0.1249993775	-0.2083700516	0.0586148731	-0.0518475701	-0.0272988828	-0.0024759987	-0.0973564816	0.3333728619	-0.3784278162	0.2156445915	-0.0581730247	0.0634098315	0.2764559267	-0.1130648589	0.168616852	0.1360492802	-0.0887971039	-0.0932855084	0.0021727259	0.1232295277	-0.020929414	0.1289999139	0.1287014744	0.1282045865	0.1275100165	0.0918297774302345	-0.0164139009127523	0.0002694161431736	0.0084327080228864	0.1480482369574645	0.1469576977044654	0.021596564914597	0.0219182804662135	0.4052333266096681	0.1690764330048822	0.1642140489951379	0.0285868401976544	-0.0180498011933647	-0.0127274629736155	0.0003257953231199	0.0001619883137447	-0.0041509909917749	-0.0005189886728809	1.723072621379637e-05	2.693492425786783e-07	0.0035048452698527	0.0020139945293616	4.056173964298452e-06	1.2283940365608845e-05	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
871.0718695948719	0.671539060478267	0.4509647097480335	758766.2019995056	964.1900137265524	7.182604630788205	51.58980928222017	929662.3825700092	767.1279631659575	0.2834468552060798	0.0803421197262163	588485.3118711506	777.8043947360325	712.0981099705497	1.366354	37.13451	0.6357020727140766	0.5131002609668851	-0.0013578261	-0.1135686133	0.0274943011	-0.0762700062	-0.0785912468	-0.0066727337	0.0578922417	-0.1599165399	0.0125936085	0.0407835227	0.016743895	-0.0049764598	-0.0091388167	-0.1450306307	0.0315103539	-0.0394318643	0.0477294246	0.0077527014	0.0343055974	0.0341472311	0.0373726403	0.0917496924	-0.0770415662	0.0792338588	0.0056790606	0.0709365581	-0.1852115634	-0.0100520001	0.0308892478	0.0498850561	0.0048982533	-0.1397893384	0.0592947012	0.0251983891	0.0675221669	0.0060608208	0.0410375806	0.0211569494	0.0584018716	0.0367968185	-0.0907072081	0.0494913622	-0.0701406361	-0.16226547	-0.0080393494	-0.0903105791	-0.0118440132	-0.0477743415	0.1466629377	0.0196460804	0.0009183112	-0.0339630465	-0.0400693116	-0.0016790705	0.0022727415	0.0156459752	-0.0012127836	0.0614667408	-0.0771545903	0.0551201254	-0.0176579154	0.0653960449	0.0823255958	-0.1007447851	0.0696636557	-0.0559823284	-0.0513756519	-0.0780002683	0.1220417012	-0.0025342059	0.0065466911	0.1288230331	0.1279949812	0.1266188352	0.124700488	0.0805602839640613	-0.0112694934661732	0.0001270014829841	0.0064899593523701	0.1424138323491206	-0.0056344046083438	3.1746515290526805e-05	0.0202816996443634	0.3017918091407736	-0.1034415174688945	0.0910782960644611	0.0107001475362676	-0.0087541648587447	0.00929563633462	7.663540237408062e-05	8.640885486550754e-05	-0.0035297176205832	0.0006212733711917	1.2458906481055528e-05	3.8598060175190006e-07	0.0031146218322511	-0.0003902234376015	1.5227433125360965e-07	9.7008691579352e-06	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
869.8842351270553	-1.1876344678166788	1.410475629146206	756698.5825225819	957.1565233866372	-7.033490339915147	49.469986361679695	916148.6102615942	766.1671344269707	-0.96082873898672	0.9231918656628106	587012.0778760358	775.5584515760456	715.8846445277779	1.094818	29.754765	0.7118160981316121	0.3493309270536678	0.0314626028	-0.0806968863	-0.0234833714	-0.0736446322	-0.0103007388	0.0029897939	0.058649033	-0.078131577	-0.0203254662	0.0444208031	0.0869546108	-0.0103160318	0.0005660621	0.0547855675	-0.0206784625	0.004207883	0.0525649437	0.0149925965	0.0720278302	0.1435347002	-0.053342122	0.0995616235	-0.0378024857	-0.115622326	-0.0448933786	0.0066847235	-0.0194368374	-0.0172989581	-0.1156279866	0.062152292	-0.000808337	0.0424996977	-0.037450196	-0.0104894307	0.0603420895	0.0094580926	0.081666066	0.1231989546	0.019653532	-0.022203765	-0.0262155515	0.1153602382	-0.0339042376	-0.0152445785	0.0802252059	-0.0305827464	-0.0231242084	0.0092108129	0.0370041737	-0.053032684	-0.0624030003	-0.0084823499	-0.0614498657	0.0838437935	-0.0620847814	-0.009266323	0.1047246444	-0.0513169895	-0.0249776103	0.0208684169	-0.0113647493	0.0747644721	0.0161653279	0.095844214	-0.0928109258	-0.0115070268	0.0469481954	0.064157714	0.1274920472	-0.0381217088	-0.0450762378	0.1285578634	0.1269376627	0.1242524367	0.1205247148	0.0443574420925614	-0.0362028418714999	0.0013106457595728	0.0019675826689949	-0.0128457936474859	-0.1552596259966065	0.0241055514646061	0.0001650144144337	0.144885967511243	-0.1569058416295305	0.0209919435816689	0.0246194431374713	-0.0044188454270876	0.0043353194316571	1.9526194908492997e-05	1.879499457450365e-05	-0.0021534531324949	0.0013762644880883	4.637360393852098e-06	1.8941039411729508e-06	0.001557249979317	-0.0015573718529341	2.425407088311393e-06	2.425027498082797e-06	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
865.6258059151477	-4.258429211907583	18.134219352827834	749308.0358662489	957.540831486384	0.3843080997468178	0.14769271553101	916884.4439636356	763.9143797538237	-2.252754673147024	5.074903617385754	583565.1795946691	773.0246698907081	697.0079453291294	0.911283	24.766678	0.1045339024199159	0.0604336761925707	0.0286648292	-0.0368677293	-0.0334847603	0.0648300561	-0.002055206	-0.0047478762	-0.0247508928	0.0299383857	-0.0685051168	0.1318902571	0.0894350247	-0.016993792	-0.0357324217	0.0957693998	-0.0253752465	0.0601617393	0.0951449117	-0.0884987233	0.0084242025	0.0523011781	-0.0950248625	-0.0328183518	-0.0211281973	-0.025320304	0.062961497	-0.08233916	0.0425535647	0.0158720255	-0.0654971451	0.041795378	0.0315501366	0.0843962867	-0.0468091709	-0.0674911327	0.0156161065	-0.1027100873	0.0938952056	0.0791645648	-0.0860642557	0.0431483731	-0.0458408622	-0.004064095	0.0599045447	-0.0093197377	-0.1198651687	0.0789715265	0.013389261	0.0140360928	0.0148406576	-0.0563297599	-0.044803738	0.0120602416	-0.0332087229	0.0432658487	-0.0538612078	-0.008670696	0.049261422	-0.0099891505	0.0724876286	0.0372149232	-0.0255600706	-0.067893988	0.0244198735	0.0353754308	-0.1429813195	-0.006472416	0.0681950955	0.0681394314	-0.1802531504	-0.0278710859	-0.0034453801	0.1282045865	0.1255324169	0.1211199807	0.1150284477	0.0470172096259773	0.0026597675334159	7.074363331813312e-06	0.002210618001013	-0.0231223099394668	-0.0102765162919809	0.0001056067870993	0.0005346412169367	0.1439070024351139	-0.0009789650761291	0.0207092253498598	9.583726202804573e-07	-0.0034280485086674	0.0009907969184202	1.1751516577776784e-05	9.816785335509649e-07	-0.0018487913697851	0.0003046617627098	3.418029528991866e-06	9.28187896574426e-08	0.0010403355900792	-0.0005169143892378	2.6720048580108784e-07	1.0822981399854372e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
864.4995003432286	-1.1263055719190334	1.2685642413358609	747359.386093692	953.7990975379944	-3.7417339483896512	14.00057294053161	909732.7184642924	764.7714479649788	0.8570682111551378	0.7345659185726678	584875.3676224503	774.29631881589	682.7837728191993	0.762808	20.731451	0.1548982386992233	0.0798285485061847	-0.0006685755	-0.0568941413	-0.0176600829	0.1310159495	0.0095087679	0.0297386985	-0.0742848898	0.0196766674	0.015401372	0.0767464035	0.0370058144	0.0167672568	-0.0208992167	0.0657864009	0.0502091107	0.0395143361	0.0630658623	-0.127752576	0.0049407315	0.0374462539	0.0401375819	-0.0782174821	-0.0207931278	-0.0780027255	0.0674649078	-0.0894087181	0.0535569383	0.0148571438	-0.0547955563	0.128735052	0.0213635977	0.0629148272	0.0188876228	-0.0626448727	-0.0249461162	-0.115786816	0.0845549104	0.0254634922	0.026075938	0.0500569387	0.0584099387	-0.0317586053	0.0492155353	-0.059888542	-0.0591528403	0.0783091463	-0.0166651518	0.0028968053	0.0383860865	-0.0406792326	-0.0344068792	0.004805683	-0.0406020038	0.0077395956	-0.0326281728	-0.0187655025	0.031670567	-0.0299684623	0.0786299467	0.0201568631	-0.0260060232	0.0146849819	-0.0025871098	0.0930990268	0.0121802531	0.0525055568	0.0029247261	-0.0053475575	-0.0485708954	-0.0360271872	-0.0493856527	0.1277634447	0.1237830955	0.1172407796	0.1082719048	0.0398651330552013	-0.007152076570776	5.115219927424303e-05	0.0015892288335089	0.0331224844852187	0.0562447944246854	0.0031634768998751	0.0010970989784735	0.1776704785062008	0.0337634760710869	0.0315667989326223	0.0011399723164028	-0.0042651293756453	-0.0008370808669779	1.8191328590992465e-05	7.007043778604728e-07	-0.0015998739716913	0.0002489173980937	2.5595967252952942e-06	6.195987107378724e-08	0.001109095157661	6.875956758179997e-05	4.7278781340361175e-09	1.2300920687470783e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
869.3745831335485	4.87508279031988	23.766432212473063	755812.1657986313	958.8767317930856	5.077634255091198	25.782369628475543	919444.586774189	766.6746059274811	1.9031579625022916	3.6220102302358734	587789.9513740585	775.6938724299305	692.767208864589	0.917228	24.928259	0.1269963296126047	0.0606391927857298	0.0298807853	-0.0404778064	-0.0698611969	-0.0412439352	0.0175904576	-0.0052656037	-0.0069524581	-0.0259171193	0.0229723129	-0.0112614305	-0.0254919049	0.0575184422	0.0146068369	-0.0136314486	0.0495298598	-0.015693693	-0.035607436	0.0009042955	-0.0368068766	0.0601154162	0.0789253743	0.0009347027	-0.1031415935	0.0997914486	0.0419575872	-0.0539885128	-0.0448403243	-0.0747000334	-0.0408169379	-0.1809978036	-0.0102271916	3.7607e-06	0.0518218992	0.0070626152	-0.0433836651	0.0023473049	-0.0280187607	0.042223402	0.0832420113	0.1435123033	-0.0633698915	-0.0293021373	0.0338706409	-0.0059309703	0.0647578246	-0.0922207958	-0.0711706375	0.0075575617	0.022739637	-0.0361642417	-0.0524527005	-0.0012956001	-0.042699488	0.0649515726	-0.0134319215	-0.0134966824	0.0215993731	-0.0437296664	-0.0090137091	-0.0506197643	0.0142119952	0.0504207879	-0.0430830736	0.0887069651	-0.0114764775	-0.1224085447	-0.0272797849	-0.0070860266	0.1482248668	-0.0311592551	-0.1639726342	0.1272347401	0.1216944932	0.1126387502	0.1003291122	0.0605315693409664	0.0206664362857651	0.0004271015887535	0.0036640708868802	0.0052717581276482	-0.0278507263575705	0.0007756629586442	2.7791433756424854e-05	0.1379407573608517	-0.039729721145349	0.0190276525412853	0.0015784507422871	-0.003820822592758	0.0004443067828872	1.4598685285329964e-05	1.9740851731966225e-07	-0.0013789164908635	0.0002209574808278	1.9014106887753089e-06	4.8822208333767614e-08	0.0009993705048977	-0.0001097246527633	1.2039499424026774e-08	9.987414060594837e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
871.6657377435496	2.2911546100010582	5.249389446929102	759801.1583560066	958.316549897194	-0.5601818958915601	0.3138037564846627	918370.6098068611	768.0967087099806	1.4221027824994508	2.02237632399268	589972.5539311047	778.3852337776347	706.1395284047384	0.815979	22.176533	0.1077110224337398	0.0543356983545164	0.0271922217	-0.0441127473	-0.0132549604	-0.0886721591	0.0466812703	-0.0013630712	0.025236599	0.0101284747	-0.0112884763	0.0408098618	0.0246857505	0.0007109818	0.0326820314	-0.0046838269	-0.0788817858	-0.0483217844	0.0157999636	0.0643241244	0.1117522268	0.0900893794	0.0009995323	-0.0122559443	-0.0032446337	-0.0647428731	-0.0419209119	0.0525718267	0.0676066737	0.0308617995	0.1513785294	-0.0820814977	-0.0306085899	-0.0115493757	-0.0447429364	0.0481481575	0.0921233763	0.0880874187	0.07263779	0.0615220016	0.0080517887	-0.0272386487	0.0529712453	0.0188026583	0.0155534229	0.0893300934	-0.0334996744	0.0177572971	0.0515370922	0.0139939197	-0.0019203143	-0.0569574636	-0.0529204364	-0.0034357232	-0.0453145409	0.0622364413	-0.0289527582	-0.0203129339	0.0372981123	-0.0610753079	-0.0131903938	-0.0359068661	-0.0233803467	-0.0051565904	-0.0462297954	0.0375512075	-0.0938454941	-0.0037992163	0.0125449877	0.1257214031	-0.0080085273	-0.0028450744	-0.1045095623	0.1266188352	0.1192723348	0.1073422654	0.0912870929	0.0651265415099118	0.0045949721689454	2.111376923338281e-05	0.0042414664090422	-0.0068285447508174	-0.0121003028784656	0.0001464173297506	4.662902341391587e-05	0.1006740836539279	-0.0372666737069238	0.010135271119558	0.0013888049691783	-0.0034191522727831	0.0004016703199749	1.1690602264477837e-05	1.6133904594873865e-07	-0.0010076958282685	0.0003712206625949	1.0154508823097383e-06	1.3780478033747077e-07	0.0006972800138795	-0.0003020904910181	9.125866476361712e-08	4.861994177557956e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
867.1365124295876	-4.529225313962002	20.513881944634196	751925.7311885483	957.9972338676451	-0.3193160295488724	0.1019627267268563	917758.7000980596	766.4722840000413	-1.6244247099392624	2.6387556382612565	587479.76214024	776.4682766279105	710.5103764448337	0.877749	23.855291	0.1669196078860865	0.0846957063844561	0.0390552275	-0.0402262008	-0.0799114306	-0.0066593278	-0.0291686609	-0.0152689704	-0.0649542335	0.0617946622	0.055155253	0.036148125	0.146604373	-0.0251802032	0.0098891439	0.0579381677	-0.105372439	0.0065591773	0.1068437656	0.0571387443	0.0568766632	0.0690668915	0.0052304575	-0.0063681778	-0.0397374814	-0.0800036784	-0.1225507844	0.113069329	0.0978471043	0.0024911125	-0.024645191	-0.0779950917	-0.0091442522	0.0373076428	-0.1045992841	-0.0275130424	0.1349495101	0.0070390264	0.0520580161	0.0488899472	0.038392414	-0.0103125334	0.0770565939	0.0833984862	-0.0483387662	0.0560030961	0.0498179212	0.0390676072	0.1135017036	0.0185748581	-0.0286414933	-0.0653900722	-0.0542488356	-0.0179069923	-0.0222293231	0.0834021485	-0.0309979069	-0.0071562441	0.0487071869	-0.061070093	0.0492970894	-0.0487115512	-0.0923556604	-0.015103533	-0.0554782868	0.0623606265	-0.0553845226	0.0254308117	0.0008090439	-0.0118955601	-0.1807091015	0.0047155489	-0.1066939285	0.1259161521	0.1165232592	0.1013839798	0.0812449131	0.0603861924947892	-0.0047403490151226	2.2470908785173827e-05	0.0036464922440177	-0.0643515312740277	-0.0575229865232103	0.0033088939785494	0.0041411195773121	0.0781018214616793	-0.0225722621922486	0.006099894515632	0.0005095070204756	-0.0024143702974211	0.001004781975362	5.82918393306925e-06	1.009586818012363e-06	-0.0007099337771621	0.0002977620511064	5.040059679556463e-07	8.86622390790904e-08	0.0003581438372378	-0.0003391361766417	1.1501334630715036e-07	1.2826700815141576e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
863.6673859614366	-3.469126468150989	12.034838452025756	745921.3535734611	950.0511674086252	-7.946066459019903	63.1399721711611	902597.2206944916	763.65325312106	-2.81903087898138	7.946935096650531	583166.2910023776	773.1915578639254	684.7294349533355	0.816704	22.196226	0.1232013496026957	0.0725149485757499	0.0089342745	-0.0121146695	-0.091418231	0.1179381677	-0.0017969581	0.0279652381	-0.121730133	0.0782019816	0.0900417781	-0.0371550026	0.065825764	-0.0536216057	-0.0449344924	0.128572208	-0.0301909598	0.1238464572	0.0530011958	-0.0981685082	0.0291011398	0.0168898408	0.0508129626	-0.0966341594	-0.0002060853	-0.0779960162	-0.1042564587	0.0563712027	0.1290065054	0.0155001633	-0.0126392572	0.0338234052	0.0471275341	0.1124421573	-0.0703130695	-0.1241238645	-0.0079602926	-0.0563984312	0.0764723006	-0.0141693625	0.0568893259	0.0021217821	0.1510833176	0.0023111904	-0.0568286105	0.0628519722	0.0161557204	0.0612360752	0.1086663264	0.0116975408	-0.0329353181	-0.0515371993	-0.0277772845	-0.0115344709	-0.0089411053	0.0166832942	-0.0245135676	-0.0263038463	0.0256391653	-0.1046931517	0.1089691111	-0.0229830815	-0.0679366867	0.0220782674	-0.0300231896	0.0580535765	0.0281700327	0.1096557618	0.0155171794	-0.0731734723	-0.1711632097	-0.1212508454	-0.1181507126	0.1251271724	0.1134548014	0.0948006283	0.0703125971	0.0467457308413656	-0.0136404616534236	0.0001860621941185	0.0021851633518933	0.0023064402500381	0.0666579715240658	0.0044432851677031	5.3196666269958125e-06	0.0953624952786356	0.0172606738169563	0.0090940055057677	0.0002979308606153	-0.0028368620119975	-0.0004224917145764	8.047786075114505e-06	1.7849924888570653e-07	-0.0008000090094575	-9.007523229539994e-05	6.400144152131702e-07	8.11354747307026e-09	0.0003578659319446	-2.7790529319996664e-07	7.723135198855942e-14	1.2806802524657708e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
