global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16
884.81136353818	n/a	n/a	782891.1490462933	1015.3829494189192	n/a	n/a	1031002.5339706634	797.9510077019872	n/a	636725.8106926169	n/a	816.2286979440458	659.1328142317667	n/a	n/a	n/a	n/a	-0.0071770866	0.054822303	-0.0389707571	0.1400045763	-0.0196829078	0.0261368696	-0.046458791	0.0071904547	-0.0662285324	0.0859319677	-0.078261449	-0.0180049679	0.0235520095	-0.103377609	0.026722895	-0.0648844274	0.0561150356	-0.0124591744	0.1039631717	-0.099064044	0.1090527913	-0.1717223575	0.0830056318	0.1910775056	-0.0772863488	0.0966558494	-0.1046122821	0.0343978873	-0.058691493	0.1381807863	-0.0504779161	0.0493586112	-0.0619370102	0.0747707712	-0.0194916774	0.0901768866	-0.0693563143	-0.0835033856	0.1132640064	-0.0104889654	-0.1226691367	0.0141922034	0.1278079101	0.0186558519	-0.0613084875	0.0622769187	0.0360661895	0.0198034816	0.0309845689	-0.036536822	0.0202963637	-0.0519152107	0.0582224658	-0.1380154219	0.016567389	-0.0390296984	0.0832071146	-0.2126881619	0.0696166313	0.080584215	-0.0335958894	0.1256377845	-0.0509216022	0.0839709046	-0.1857253602	0.0490136669	-0.1211234335	0.0465141423	-0.034656441	0.0853121249	-0.0558144368	0.0550986565	-0.1468737442	0.0169893887	0.0484680029	0.085952849	-0.0623248209	0.0391577636	0.0882614709	0.0136715308	-0.11500866	0.0954242906	-0.0024863915	0.0279078865	-0.1226037346	0.207227265	-0.0310071186	0.011782791	-0.0743254581	0.0666964251	-0.1840513829	0.0292713901	-0.1290596012	0.1229174746	-0.1694428004	0.0536576261	-0.0572997044	-0.143405334	-0.0790737127	0.0584241523	-0.0820026201	0.0989076	-0.0031184986	0.1290883846	0.1290552057	0.1289999139	0.1289225186	0.5536574887306642	n/a	n/a	0.3065366148275456	0.1131887142990137	n/a	n/a	0.0128116850446637	0.2858287208817387	n/a	n/a	0.0816980576808909	-0.0057619012695554	n/a	3.3199506240104136e-05	n/a	-0.0017949478279242	n/a	n/a	3.221837704969804e-06	0.0069129526101039	n/a	n/a	4.778891378954232e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
881.2888349883292	-3.52252854985079	12.40820738451391	776670.0106750865	1007.4076435540312	-7.975305864888014	63.60550363851716	1014870.160291086	797.4059770754375	-0.5450306265497602	635856.2922756331	0.2970583838772241	815.3460590469043	654.0817435169581	0.950766	25.205631	0.2655564024332401	0.1245625934053199	0.0419367466	0.0774509286	-0.0445878502	0.1534593472	0.0236999836	0.0810412101	0.046018683	0.0038860474	-0.0054904259	0.0219526608	-0.1033171218	0.0167177979	-0.0602263406	0.0529319994	-0.0259863319	-0.0766500042	0.0922024445	-0.0586785584	0.1595209729	-0.0462996089	0.0868152736	-0.069570447	0.1133324638	0.0695843518	-0.0144401894	0.0166383202	-0.1220653084	0.18646631	-0.0203268845	-0.0227922895	-0.0473580696	0.0498609342	0.0559127132	-0.0986972895	0.082404738	0.0675906038	-0.0328394404	0.0301862751	0.0933031598	0.0798512277	-0.0390921548	-0.1429922443	-0.0557861954	-0.0754056127	0.0647489825	0.0899991184	-0.0344311984	-0.1709187768	-0.0249311833	-0.0398875495	0.0294289285	-0.0563878718	0.0866724484	-0.1967339299	0.064735174	-0.0600124898	0.0885828112	-0.0931837338	0.1098888946	0.0254566277	-0.124448107	-0.0240751672	-0.0389684663	0.0723728353	0.0250924718	0.142781214	-0.1140429795	0.0668220027	0.1218372276	-0.0942385474	0.0193296597	-0.0130638412	-0.1064704894	-0.0119455456	0.0078804618	-0.0614091251	-0.15229413	0.0628662095	-0.0880007016	0.0024739125	-0.111920629	0.0670552427	0.0173470151	0.0040965042	-0.0856812106	0.1802298259	0.0058579693	-0.0414233931	-0.0566728026	0.0325891018	-0.1193583812	-0.1248935454	-0.0746038541	-0.072612894	-0.1256384397	-0.0189973638	-0.0391481124	-0.0420859014	-0.0601320462	0.0484327044	-0.0704855083	0.058671953	-0.0543435805	0.1289999139	0.1287014744	0.1282045865	0.1275100165	0.4754157725628403	-0.0782417161678239	0.0061217661488863	0.2260201568015223	0.0574487722490459	-0.0557399420499678	0.0031069411397337	0.0033003614329227	0.2326819014737253	-0.0531468194080134	0.0028245844131879	0.0541408672734284	-0.0054481606637614	0.000313740605794	2.9682454618157052e-05	9.843316772398659e-08	-0.0017111657208832	8.378210704099989e-05	7.019441460229563e-09	2.928088124325722e-06	0.0057419168267902	-0.0011710357833136	1.3713248058011297e-06	3.2969608845776444e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
881.9138937145287	0.6250587261995406	0.3906984111981922	777772.1159267211	1005.7044953377016	-1.7031482163296232	2.900713846786777	1011441.531942461	795.9505642202117	-1.4554128552257453	633537.3006824733	2.118226579156356	813.4105146185534	646.193109863493	0.922059	24.444599	0.087161406571514	0.0509228832796536	-0.0021613487	0.0126833162	0.0844412792	0.1519397749	0.0389910892	0.0263963844	-0.0001773461	0.0463625366	0.0010539678	-0.0604544293	0.0049885201	-0.0638193867	-0.0083641993	0.0728161183	-0.0377792966	-0.0056164559	0.0770001842	0.1650821688	0.039785337	-0.0031731869	-0.0844357005	-0.0634016081	0.1308378967	-0.0677419846	-0.1297205777	0.073052222	0.0284277192	-0.0680530525	-0.0798303884	0.1099799075	-0.0371362846	-0.0182144506	-0.0726563935	-0.1490184224	0.0460696513	-0.0345294993	-0.1858331248	0.0527088226	0.0611476644	-0.1261013571	-0.073645266	-0.057257476	-0.0232159576	0.0292575088	-0.0387456093	-0.0319529174	-0.0091004296	0.0508770324	-0.0360166638	0.0760425891	0.0346311466	-0.144089711	0.0145643673	0.0088849226	0.0659379687	0.0446735238	0.1220612412	0.0208078607	-0.1200578622	0.038526781	0.0144619025	0.0668140439	-0.132404734	-0.0281443555	-0.1627056265	0.1085979697	-0.0494260908	-0.0543474508	0.0607393432	-0.1321305269	0.1368462553	-0.0364861838	0.016664039	-0.0601627806	-0.0496130813	0.1857115839	-0.0187404812	-0.0195942794	0.0654731967	0.013964838	-0.1313838813	0.1037343528	-0.0122152563	-0.0275143452	-0.0959382401	0.1342291686	-0.0509131907	0.044737934	-0.0548071095	0.0414122935	-0.1406147985	0.0334055671	-0.1274000362	-0.0008736389	-0.1044097149	-0.0557098411	-0.0207859115	-0.024595867	-0.0446877093	-0.0198312316	-0.0849883129	0.0425802125	-0.0815046143	0.1288230331	0.1279949812	0.1266188352	0.124700488	0.5220940591651129	0.0466782866022725	0.0021788624401238	0.2725822066155043	0.0480645019578531	-0.0093842702911928	8.806452889816378e-05	0.0023101963484564	0.2254565580919916	-0.0072253433817336	5.220558698396291e-05	0.0508306595866875	-0.0051906041774067	0.0002575564863546	2.6942371726511887e-05	6.633534366337851e-08	-0.0015791977001724	0.0001319680207108	1.7415558490326177e-08	2.493865376229797e-06	0.0056539712079294	-8.794561886080014e-05	7.734431876809125e-09	3.196739042009464e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
887.0859002040133	5.172006489484602	26.749651127270837	786921.3943407647	1010.0909840163364	4.386488678634805	19.24128292779132	1020283.7959910908	798.8595329539211	2.908968733709344	638176.553391357	8.462099093698543	815.7591765505464	662.9127117724618	0.916226	24.289959	0.1114716351236848	0.0691513958642943	-0.0702707248	-0.0722482592	0.0163435869	0.0496723742	-0.0433068477	0.0750066379	-0.1109019838	0.0433676389	-0.0231824644	-0.0597406053	0.0265535895	-0.0870693187	-0.0044066079	-0.000210382	0.0503016566	0.0233689441	0.0437214724	0.1040083292	0.1963012249	-0.0028429335	-0.0746495777	0.0020921708	0.0621061759	0.0292259278	-0.1365537201	-0.0409633423	-0.1003253808	-0.155186249	0.0286042358	-0.1607447442	0.0529961363	-0.0371193201	0.0256796301	0.016986975	0.025510934	-0.1024416767	0.0151020654	0.1313642188	-0.0587373299	-0.0780141949	0.0388657683	-0.0927946015	0.0393864849	0.0568382081	-0.0173703129	-0.014446502	0.1697638883	0.0206237429	0.0729207719	0.0878308537	-0.02487729	-0.1113970703	-0.0155103754	-0.1009818249	0.1120596577	0.1113682095	-0.0084091375	0.0075497942	-0.1146166806	0.1616550966	-0.0856915021	0.0376513213	0.1567691116	0.0866788545	-0.0159154414	0.029856866	0.0305770199	-0.0073613917	-0.1342221155	-0.034282402	0.1419477839	-0.0373805642	0.1038469238	-0.0793067173	0.0128729192	-0.0502136109	0.1533855256	0.0771986901	0.0244295667	0.0223378315	-0.1185992373	0.0572357379	-0.0198054131	0.0173362931	-0.1438644951	0.1309827758	0.012035083	0.0430966634	-0.0786767932	-0.0817463161	-0.0743157871	0.0154896547	-0.0130961127	0.0018863488	-0.0663172902	-0.0183397977	-0.0687501962	-0.0461119302	-0.0570327061	0.04723428	-0.0939587974	0.0603402162	-0.0790564907	0.1285578634	0.1269376627	0.1242524367	0.1205247148	0.4818963757942072	-0.0401976833709056	0.0016158537483875	0.2322241170035917	0.0517198933569602	0.0036553913991071	1.336188628066618e-05	0.0026749473688553	0.2815964413925087	0.0561398833005171	0.0031516864969956	0.0792965558049246	-0.0051981852478406	-7.581070433899592e-06	2.702112987086764e-05	5.7472628923746545e-11	-0.0013692484925409	0.0002099492076314	4.4078669785094686e-08	1.874841434325527e-06	0.0056660144709271	1.2043262997699785e-05	1.4504018363176476e-10	3.21037199847553e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
883.8973113121048	-3.18858889190858	10.167099121602789	781274.4569447679	1008.8253935537032	-1.265590462633213	1.6017192191081502	1017728.674678784	797.8513468130952	-1.008186140825842	636566.7716114699	1.0164392945533045	815.7143282497791	673.360885276169	0.903698	23.957823	0.274695960588764	0.1276156303445553	-0.0199836106	-0.0420189585	-0.092043378	0.0088320361	-0.0142655449	0.2288794169	0.0059534173	0.0350513181	-0.0144224946	0.0359961142	0.046536416	-0.0201705788	-0.0834443821	0.0574989048	0.0007717938	-0.0132286646	0.137107357	-0.0260788561	0.1173902552	-0.0002611684	0.133723868	0.0231990597	-0.0476907406	-0.0855327043	-0.1087578927	0.031250011	0.0087227003	-0.0887841461	0.0284902861	-0.1401565183	0.0434771024	-0.0980766529	-0.0874283419	-0.052424028	-0.0019802761	-0.0058957961	0.0730808008	-0.050609617	0.0875696054	0.0135619097	0.0797883962	0.0977897118	-0.0311328568	-0.0575438683	-0.0297767006	0.0509006595	-0.1443146549	0.0388767865	0.0013543089	5.68905e-05	0.1185660003	-0.0169899057	0.0114905431	-0.1351070799	0.0582269427	-0.0964000449	-0.08717837	-0.0210553461	-0.1101305502	0.0379244127	-0.0060583891	0.0008686023	0.0047513214	0.0737187677	0.0746229868	-0.0572807692	0.039835483	0.045096816	-0.0281119301	0.0328405122	0.0564687036	0.007699259	0.1575415343	0.0163071486	0.0362575446	0.0981511179	0.0764335615	-0.1447312358	-0.1915445598	0.0098950639	-0.1001616049	0.0026619877	-0.0202117911	-0.0046960016	-0.0551178149	0.1032029558	0.0295991103	-0.0056396179	-0.0446141316	-0.0948439371	0.0132617073	-0.089673486	0.0519837218	0.0552744901	0.0828970666	0.0121797044	-0.0203408974	-0.0705098525	0.0426730029	0.0646278437	0.0686062905	0.0041366955	-0.1786013479	0.1282045865	0.1255324169	0.1211199807	0.1150284477	0.4048323002183025	-0.0770640755759046	0.0059388717443687	0.1638891913000418	0.059955036014756	0.0082351426577957	6.781757459424804e-05	0.0035946063435306	0.2330591547860052	-0.0485372866065035	0.0023558681911218	0.0543165696295671	-0.0047322218590842	0.0004659633887564	2.239392372359432e-05	2.171218796613481e-07	-0.0006520448253395	0.0007172036672014	5.143811002471364e-07	4.251624542520192e-07	0.0040319924119137	-0.0016340220590133	2.67002808934239e-06	1.6256962809729657e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
884.0544243976198	0.1571130855149931	0.0246845216400415	781552.2252970068	1004.317363164758	-4.508030388945144	20.322337987652908	1008653.3659542124	798.4557453840031	0.604398570907847	637531.5773367239	0.3652976325154477	815.6735170292018	656.0862928094509	0.922679	24.46102	0.2538255744299922	0.1073768910380603	-0.0242176631	-0.0484841181	0.0377763981	0.0845529449	0.0126452656	0.0344724818	-0.029909471	0.0106240266	0.0021741369	-0.1173456364	0.0439104791	-0.016825512	-0.0920109321	0.0520317029	0.0277952612	0.0527765053	0.09584496	0.0201453006	0.0364136556	-0.0868491593	0.2020563838	0.022985205	0.0957528858	-0.0768017702	-0.0818619623	0.0470692232	-0.0138559225	-0.0271550036	0.152395725	0.0214235775	-0.0859649219	0.0228201976	-0.0675114208	-0.0178943963	-0.1281870361	0.0616685875	-0.1343977799	-0.1358001727	0.063363745	-0.1509361693	0.0854353289	-0.0301968498	0.0340935372	-0.0123420683	-0.0121290228	-0.0116754325	0.093908249	-0.0250431404	0.0344712204	0.0574636804	0.0320111176	-0.0378223755	-0.0455758073	-0.1434303409	-0.0253160599	-0.1907653902	0.0218450569	-0.0084277356	-0.0590608482	-0.0705573243	-0.0349189799	0.1144608435	-0.1467681405	0.1034686304	0.0169425917	0.0622207558	0.0453889029	-0.1265728606	-0.1195240244	-0.0948394544	-0.071349671	0.0846733451	0.0026312667	-0.0932299292	0.0197161072	0.1232102178	-0.043807099	0.0097570006	0.1030669943	0.0280212531	-0.0395773785	-0.0401855001	-0.0378155381	0.0041516837	-0.0778642569	0.0441138743	0.0190317505	0.0471495816	0.0630662222	-0.020639446	0.0071579081	-0.1224054535	0.0985860209	-0.0872909118	0.1260086618	-0.0153089116	-0.0076110248	-0.0120277792	0.0933685645	-0.1500986695	0.1317426795	0.002470654	0.0680018112	0.1277634447	0.1237830955	0.1172407796	0.1082719048	0.3751367359198525	-0.0296955642984499	0.0008818265390033	0.1407275706366011	0.0897298374939907	0.0297748014792347	0.0008865388031278	0.0080514437366979	0.2758365568508907	0.0427774020648855	0.0018299061274208	0.0760858060953546	-0.0034915517326825	0.0012406701264016	1.2190933501998168e-05	1.5392623625456092e-06	2.49059425141418e-05	0.0006769507678536	4.582623420976353e-07	6.203059725177359e-10	0.0029180571744206	-0.0011139352374931	1.2408517133288096e-06	8.515057673187536e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
887.9178406610114	3.863416263391628	14.925985224238923	788398.0917641132	1013.7059593200684	9.388596155310324	88.1457377675078	1027599.77196102	800.6482376635236	2.1924922795204798	641037.6004737061	4.807022395756908	817.5261393214603	664.4927226904061	0.90072	23.878876	0.1477272511784419	0.0845615380453154	-0.0693485228	-0.0565134165	-0.025966171	0.0261990982	0.0217659461	-0.0286739835	-0.0949010158	-0.0572822592	-0.0087163481	0.0316405372	0.0266591106	-0.1026292353	0.085928532	0.0454311603	0.0942138774	0.0047897385	0.007546748	-0.0292626382	0.0048184548	-0.0054742656	0.0190850965	-0.0134602202	-0.0237003123	0.0097386738	-0.0136869627	0.0362208018	-0.0544603694	-0.1178666108	-0.0190918875	0.0136730334	0.0598854878	0.1275212292	0.1254675489	-0.0200354924	0.1519137461	-0.0154602958	0.0638712378	-0.1852851127	-0.1289649404	0.0655606634	0.0002179178	-0.0908825783	-0.0155149223	0.028427735	-0.0260464354	-0.12005856	0.1303712317	0.1983654084	0.0963386522	0.0055719951	0.0135834416	0.0246652149	-0.0142704977	-0.0285119194	0.0115337012	0.0270631636	0.0067289052	-0.0523481908	-0.0701084976	0.0270914601	0.066023496	0.009528508	0.0945922707	0.0212832019	-0.064144763	0.037078166	-0.0991934727	0.0676108508	-0.0041299304	0.0171513323	-0.0831392421	-0.1914085466	-0.0385986869	0.0448077638	0.0444592036	-0.1541944506	0.0084617759	-0.0128907566	-0.0249122532	0.0146625293	-0.0726979328	-0.0300032605	-0.0099828456	-0.0380997427	-0.0730576163	-0.0235174333	0.0116254467	0.076572835	0.0591295227	-0.0869196515	-0.0158273724	0.002701956	-0.0297960252	-0.0305134881	0.1431535377	-0.0159721323	0.120024859	-0.0150022855	0.1159786284	0.0159225654	0.1790083136	-0.0155999013	0.0961468528	0.1272347401	0.1216944932	0.1126387502	0.1003291122	0.3750242517441648	-0.0001124841756877	1.26526897801437e-08	0.1406431893962707	0.0637308543815606	-0.02599898311243	0.0006759471228804	0.0040616218002036	0.2026284558162245	-0.0732081010346662	0.0053594260571018	0.0410582911064676	-0.0037749058525308	-0.0002833541198483	1.4249914195471286e-05	8.028955723500484e-08	0.0003107478960233	0.0002858419535091	8.170562238593175e-08	9.656425488290766e-08	0.0025190995906649	-0.0003989575837556	1.5916715363618618e-07	6.345862747688067e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
883.3832005496876	-4.534640111323824	20.562960939226947	780365.8790134095	1012.2964443904098	-1.4095149296585987	1.9867323369304843	1024744.091325466	797.9382614809936	-2.7099761825299997	636705.4691353105	7.343970909879868	816.3927701651069	677.6206898009792	0.935418	24.79874	0.0785674056789046	0.0364863989438503	0.003505877	0.0256131271	-0.0926971764	-0.0609052958	0.0700982779	-0.0307075304	0.0312013145	-0.0811145697	-0.0085148566	0.048576769	0.0270907539	0.0481255869	0.0306396594	0.0613177588	-0.0059020501	-0.0382665701	-0.0121331598	0.0150588249	-0.0602918322	0.085043475	-0.0816305788	-0.0943282478	-0.0142991332	-0.0451117775	-0.003725643	-0.0880604944	0.0367354048	-0.0935966714	0.1521008314	0.1146190551	-0.0179228765	-0.0033297601	0.1089795405	0.044049553	0.0545813331	0.0617220379	0.0348562578	0.1636347494	-0.0463449287	0.0078529634	-0.2020465184	0.1664135313	-0.0371888621	-0.0135278996	0.0383609396	-0.1923098731	-0.0338095623	0.0145189114	-0.0068795469	-0.05470632	0.0076326954	0.0059648947	-0.0708421313	0.0767297634	0.0357144452	0.072879985	0.0277235204	-0.0144555706	-0.0936605552	-0.0768147783	-0.0173789457	0.0225811076	0.0202010967	0.0031397957	-0.0126646557	-0.0218697954	-0.0377912315	-0.1848967318	0.0891692957	0.241001757	0.1194593137	0.0263983633	0.0184754075	0.0372716813	-0.0909953321	-0.1423694425	-0.0818467316	-0.0507257184	0.036887035	0.026325074	-0.0291921312	0.0088741783	-0.0102016594	-0.0313169544	0.000468029	0.0277033578	-0.0294572625	0.0644700557	0.0586684147	-0.0633034251	-0.0263940413	0.0155273744	-0.018052144	-0.028678961	0.0522849867	-0.0036020082	0.0593532987	0.0526333461	0.0463742612	-0.0091027264	0.0288578621	-0.1455607117	0.028247276	0.1266188352	0.1192723348	0.1073422654	0.0912870929	0.3979566649616401	0.0229324132174753	0.000525895575977	0.1583695071873911	0.0735289976849742	0.0097981433034135	9.600361219422868e-05	0.0054065135005569	0.2077645328382402	0.0051360770220157	2.6379287176077775e-05	0.0431661011054921	-0.0035096459566371	0.0002652598958937	1.2317614740939144e-05	7.03628123695367e-08	0.0004318327078964	0.0001210848118731	1.4661531666344026e-08	1.8647948760913758e-07	0.0029467703256181	0.0004276707349531	1.8290225753541e-07	8.683455351943402e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
881.9200762102744	-1.4631243394131843	2.140732832583267	777783.0208227362	1010.7017168024536	-1.5947275879561855	2.543156079788554	1021517.960347427	797.6114195401439	-0.3268419408497038	636183.9765808433	0.1068256542984013	816.5474793004751	652.0861624661189	0.839195	22.247797	0.1885390955827716	0.0929767512949607	0.0520997892	0.0480134353	0.0450560553	0.0729071566	0.0069088302	-0.0937865946	0.0325066598	-0.0044008929	0.0134472802	-0.0342093697	-0.0321687476	0.106556436	0.1424750941	0.0034889246	-0.0369362787	-0.0523181616	-0.0398207606	0.0363824075	0.0007403575	0.062033298	-0.0715400284	-0.1057961388	-0.0703946814	0.0102158449	0.0360242927	-0.1053510495	-0.0037259449	-0.0006352418	-0.030043387	0.0683491366	0.0910765386	0.2137925728	0.0273783489	0.0166020219	0.0789902423	0.1739027123	0.0371370953	0.1982569414	0.017571655	0.0408069207	0.106778693	0.0737830527	-0.0244814348	-0.0255333928	0.0607461752	-0.0563612231	0.0518535756	-0.0867867042	-0.0213362486	-0.0452848929	-0.0466408208	-0.0303547985	-0.0759829226	0.0523651188	0.0654780505	0.0776566419	-0.0019787498	-0.0964966159	0.013611584	-0.0979634636	-0.040646994	0.0004744279	0.0980049268	-0.1352099957	-0.0491414667	-0.0229988988	-0.0233998215	-0.0342016365	0.0571749384	0.0702750414	0.0343707455	0.1137746053	-0.1253573838	0.1442117804	0.0183128963	-0.1871608282	0.0854765406	0.1174563879	-0.044490452	0.0206259411	-0.027710805	0.0309927476	0.0394367558	-0.031566166	0.0061425757	-0.0345052867	-0.0167928102	0.0331120151	0.0650732993	0.0242519843	-0.0046496179	0.0218615786	-0.0721907338	-0.0356884314	0.0386362037	-0.0677797508	0.0155248735	0.1227572195	0.0538660111	-0.0665986063	0.0410306109	-0.1590494884	0.0996994097	0.1259161521	0.1165232592	0.1013839798	0.0812449131	0.3827285482809088	-0.0152281166807313	0.0002318955376419	0.1464811416692119	0.0535869200446796	-0.0199420776402945	0.0003976864606115	0.0028715579998748	0.1334020750315545	-0.0743624578066857	0.0055297751310511	0.0177961136227244	-0.0027340334655838	0.0007756124910532	7.474938990932164e-06	6.01574736277905e-07	-0.0003289727476343	-0.0007608054555307	5.78824941165276e-07	1.0822306868606083e-07	0.0029030594031009	-4.371092251719997e-05	1.9106447473046595e-09	8.427753897932552e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
885.1514673130092	3.2313911027348468	10.44188845883393	783493.1200863732	1008.9894912473616	-1.7122255550920045	2.931716351510123	1018059.7934476096	797.9921624585247	0.3807429183808608	636791.4913452325	0.1449651698971748	815.9520983030392	654.3884211440405	0.8587749999999998	22.766884	0.1563185872217706	0.0830497174630419	-0.0151910864	-0.0678009265	0.0686748285	0.0184223059	0.0146034036	-0.0820699172	-0.0361653635	0.0559114273	-0.0172913083	-0.0854099515	0.0142126024	0.00086906	0.128800472	-0.00885712	0.0016098657	0.0054340129	-0.0091178405	0.1214500869	-0.0287242347	-0.085812977	-0.0740633041	-0.128625516	-0.0151405586	-0.0141820601	-0.0853496655	-0.1631926857	0.063627943	0.0697834004	0.0189283663	0.0801200998	-0.1141796211	0.0583426448	0.0433290403	-0.0226296769	0.0511564078	0.0893096265	0.1494678158	-0.0028502935	-0.10168125	0.073239361	-0.0668226468	0.0798574577	-0.0073807369	-0.0548307266	0.0379801404	0.1005053014	-0.0029038882	-0.0133004379	0.0199014883	0.0468919464	-0.0248510974	-0.0934564933	-0.0191192391	0.0651237535	-0.0421860569	0.1283225173	0.010255107	-0.0933012533	-0.0111041968	-0.0268388025	-0.1114499119	0.1179716106	0.0230211211	-0.0987536225	0.002273803	0.0281832513	-0.0816277416	-0.064227536	0.0896755007	-0.0069510439	-0.1043747641	-0.0188302769	0.0990490061	0.1319847276	-0.0303298302	-0.1275070793	-0.0929497909	-0.106796003	0.0952871187	0.0462186031	-0.0749114506	0.0161070562	0.0028438075	-0.0082464252	-0.032721662	0.0134394686	0.0016375318	0.1067628176	0.0274899099	-0.0603408761	0.0130438937	0.109187972	-0.0345528996	-0.056261623	0.1057732331	-0.0563103223	0.0467325438	0.0595175564	0.0318638044	0.0187545245	0.0252616544	-0.0912273441	0.151504218	0.1251271724	0.1134548014	0.0948006283	0.0703125971	0.3851081540620384	0.0023796057811296	5.662523673585472e-06	0.1483082903250707	0.094717459721707	0.0411305396770274	0.0016917212941235	0.0089713971761331	0.1832515027250281	0.0498494276934736	0.0024849654413668	0.0335811132509809	-0.0029341899895617	-0.0002001565239779	8.60947089484409e-06	4.0062634090915694e-08	-0.0004296672613783	-0.000100694513744	1.0139385098140605e-08	1.8461395550032837e-07	0.0038613886467818	0.0009583292436809	9.18394939294006e-07	1.491032228149538e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
