global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17
881.7297189021153	n/a	777447.2971952034	n/a	971.9316247099188	n/a	n/a	944651.0831112624	803.4686816021381	n/a	n/a	645561.922315478	805.1149847034114	648.4688885392162	n/a	n/a	n/a	n/a	-0.0333302067	-0.1062205832	0.1640527122	-0.0905571488	0.0146749842	-0.0221304435	0.1882238299	-0.0664139263	-0.0190859729	0.1352172078	-0.0815192481	0.0513116568	-0.0285225298	0.1881952991	-0.0271710589	-0.0556739982	0.044734466	-0.0095668561	0.1274024713	-0.1584698188	-0.0318336038	0.0438644292	-0.0668247194	0.0999803745	-0.1539835108	0.0187945485	-0.104896273	0.0954841776	-0.0794991549	0.0272031916	-0.1048180142	0.0178666872	-0.1336423217	-0.0593951713	0.0364517131	0.0559973241	-0.0279744852	-0.0573397724	0.0899458314	-0.0242858039	-0.0001784243	-0.2496222003	0.1220570937	-0.0220837119	-0.1479456551	-0.048883195	0.0137137616	-0.1805236936	0.0207197867	0.0288902121	-0.1650056733	0.0022080629	-0.022869556	0.1841514313	-0.1056893543	0.0557376436	-0.006059946	0.0898057864	-0.0266554292	0.0733886517	-0.0585315906	0.0774407382	-0.1242583154	0.0164134394	-0.0228237282	0.1102256159	-0.0226484176	0.0418840788	0.1459353776	-0.0863485152	0.0723762337	0.0638038134	-0.0185720554	-0.2023834797	0.0127925303	0.066916573	-0.0199409637	-0.2267636883	-0.02079456	-0.1315391853	0.0396770268	-0.0434823781	0.0872971404	-0.0359756886	0.0126875563	-0.1228484386	0.1526884506	-0.0380978814	0.0198403101	-0.0245573938	0.0411415415	-0.1408783079	0.0084844037	-0.1616098885	0.0368280704	-0.0302031131	0.1111033252	-0.251411088	0.013092583	-0.1266862857	0.0284095781	-0.1922388453	0.1290883846	0.1290552057	0.1289999139	0.1289225186	0.1749012580622491	n/a	n/a	0.0305904500717574	-0.1744022813095682	n/a	0.0304161557259817	n/a	-0.384884109826288	n/a	0.1481357779967741	n/a	0.0012279999874573	n/a	1.5079839691951288e-06	n/a	-0.0008399991551681	n/a	7.055985806831217e-07	n/a	1.015845025910183e-06	n/a	1.0319411166664609e-12	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
884.8527991593747	3.123080257259403	782964.4761801808	9.75363029328346	969.2656180474066	-2.666006662512132	7.107591524559076	939475.8383288212	803.4752669984792	0.0065853963411655	4.336744497023603e-05	645572.5046782775	805.340246519032	671.3923555826757	1.021918	24.612713	0.1810915493183551	0.0823718788173024	-0.0094500037	-0.0325637828	0.1028562008	-0.0311907167	0.0205307025	0.0083341509	0.1126970837	-0.0104363544	-0.1000227875	0.0374723318	-0.100740366	0.0211016288	-0.0015418271	0.1027312751	0.0469519352	-0.0486820857	0.1696612066	0.1154031722	0.093725869	-0.1167143783	0.0759850042	0.0812740769	-0.008355355	-0.0639491776	-0.0392250488	0.036123847	0.0018198907	0.0722065046	-0.0303079737	0.0373628948	-0.0440624703	-0.0444266834	-0.0316066359	-0.071899634	0.0786988381	0.0471238431	0.0026848862	0.1310324079	0.0313540572	-0.0616139453	-0.0241899878	-0.0645839352	0.0099918875	0.1411179225	0.0761196741	-0.0216239564	-0.0007651392	-0.089443057	-0.0542541629	0.0045527988	-0.1341597685	-0.1004997129	-0.1919672864	0.1145644882	0.0038864073	0.0603803168	0.0014995151	-0.0202753027	0.0986460807	0.0093647583	-0.022125197	0.1074140652	0.0231205042	-0.0293256419	0.1143105259	0.0157402738	-0.0418360979	-0.0440009984	0.1521209293	0.0957275857	0.0563656168	-0.0176620547	0.0313827028	-0.0880183351	-0.108779184	-0.0145492502	0.0180706132	-0.005691446	0.0020777997	-0.1634891479	0.0722926922	0.0592320447	0.0869708335	-0.007305508	-0.0630399056	-0.0935705271	0.1012194052	-0.0126514165	-0.1425893155	-0.0743484536	-0.0185170727	-0.118305395	-0.1142847708	-0.1231672731	0.1995886586	-0.089134349	0.1594908403	-0.0926329831	0.0314953997	-0.178791885	0.0033062257	-0.1708516904	0.1289999139	0.1287014744	0.1282045865	0.1275100165	0.1637196899531829	-0.0111815681090662	0.0001250274653776	0.0268041368783663	-0.2127299353833649	-0.0383276540737967	0.0452540254082106	0.0014690090668006	-0.4267662342838747	-0.0418821244575867	0.182129418724839	0.0017541123490807	0.0008438809160939	-0.0003841190713633	7.1213500054748e-07	1.4754746098508073e-07	-0.0012819085556508	-0.0004419094004826	1.64328954505072e-06	1.9528391823497928e-07	-0.0009669597366861	-0.000967975581712	9.35011132372052e-07	9.369767267907046e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
889.3503278324981	4.497528673123384	790944.0056157719	20.227764165566985	970.5394478869696	1.27382983956295	1.6226424601609708	941946.8199047436	806.1565668055094	2.6812998070302	7.189368655180188	649888.4102036458	808.1434487931715	693.9467548786338	0.999865	24.081568	0.1912802609128923	0.0986902674557664	0.0549426687	0.0174250123	0.114428987	-0.0142371867	0.0510021189	-0.0120049924	0.1183924932	0.019022354	-0.0418840363	0.0401640326	0.0377596006	-0.0011222611	-0.0749248503	-0.0259056694	0.0640905645	0.0224999914	0.0849174173	0.0124338569	0.0111703896	0.0593006577	-0.072119651	0.1716515875	0.0488658827	-0.1154009507	-0.0590911034	-0.0662217385	-0.0222896115	-0.0019213563	-0.0013412599	0.0211859538	0.0188397514	-0.0584007623	0.1273284842	-0.0775634905	-0.082741951	-0.0333826874	-0.1610926258	0.1929334321	0.0592624594	0.1309757199	-0.1739751022	0.0972377489	-0.0283561505	0.016914188	-0.0238323127	-0.0072349302	0.082785249	0.0160646625	-0.0518031517	0.009199309	0.0189597526	-0.1281155428	0.0044044956	-0.0379115539	0.0386016837	0.1108666212	-0.0617797614	-0.0367720414	0.1490068749	0.0059577011	-0.0379658279	0.0117041557	0.0800077359	0.0429497566	0.0039418506	-0.0927251924	-0.0459194523	0.1480302348	-0.0701792018	0.10803137	-0.0892493144	-0.1244854101	0.197518176	-0.1431906568	0.1015522381	-0.0988697022	-0.031904453	-0.0373568755	-0.0047092656	-0.1222765506	0.0731479519	0.0573249365	0.0404892428	0.0392563032	-0.0239213309	-0.0769986293	0.0177810026	0.0114252147	-0.0572807942	-0.1008821396	-0.0047019272	-0.1295453847	-0.1014804725	0.136730943	0.1349051082	-0.0424352705	0.0917755181	-0.0338873657	-0.0221616085	-0.134444756	-0.0434669906	-0.0339837575	0.1288230331	0.1279949812	0.1266188352	0.124700488	0.1244018484634637	-0.0393178414897192	0.0015458926594106	0.0154758199011265	-0.1954713850341676	0.0172585503491972	0.0382090623671758	0.0002978575601557	-0.4077103364345689	0.0190558978493058	0.1662277184355893	0.0003631272428431	0.0003966674965196	-0.0004472134195743	1.5734510279512688e-07	1.9999984264733895e-07	0.0002597437512841	0.0015416523069349	6.74668163311364e-08	2.376691835477699e-06	-0.0012910534346703	-0.0003240936979842	1.6668189711739788e-06	1.0503672507307389e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
889.7111575778271	0.3608297453289424	791585.943918477	0.1301981051141494	969.0397330663536	-1.4997148206159636	2.249144543175172	939038.00426131	807.7864924555694	1.6299256500599313	2.6566576247232896	652519.0173936717	809.7336623765659	713.0250181578645	1.061819	25.573711	0.2121843284517075	0.1167349932940995	0.0966540997	0.0672192364	-0.0193273469	0.1283127768	0.0878015398	-0.0066539107	-0.1572555866	0.1642802943	-0.0921423492	0.0541351112	-0.0091586679	-0.0464397413	-0.0783182323	-0.1208979828	0.0251881557	0.0051232603	0.0603730966	0.149664982	-0.0185160062	0.0221856179	-0.1337700744	-0.1445998234	-0.123598864	0.0154165571	-0.1705846089	0.0721551886	0.1177070782	-0.1809633661	0.0403775782	-0.0489955157	-0.0627620251	0.0914337504	-0.0400999687	0.0450493377	-0.0999213815	0.0350722248	0.0059710794	0.0743625964	0.1105704317	-0.0845798493	0.1624143563	0.1442386707	0.0159725537	0.0370261131	-0.1574339975	0.0266382653	0.0871523588	0.1263673163	-0.0219517002	-0.0631754352	0.0763011214	-0.1067967496	-0.0893882679	0.0558492823	-0.0742156559	-0.2004688312	-0.1071711644	0.1706085123	0.0179643313	-0.1046563816	-0.020245358	-0.1028013418	-0.0258341249	0.0386726419	-0.1013546456	0.0623247458	0.0433983555	-0.1293896605	-0.0466854915	-0.0451777595	0.0053224808	-0.1217406189	0.0684390509	-0.1504756996	-0.0854499851	-0.0441143863	0.08483132	0.0460032223	-0.017210706	-0.0279613217	0.0215877364	0.0702745154	0.0369597492	0.0723628019	0.0194103239	0.0191350858	-0.0344998272	0.0692159996	0.052504244	-0.0648384228	-0.0815505782	-0.0344400417	-0.0643198264	0.1763393309	0.0341872669	-0.0420410795	0.0571743848	0.0148818198	0.0430153467	-0.0652450174	0.0582934163	0.0121023068	0.1285578634	0.1269376627	0.1242524367	0.1205247148	0.1057263330825861	-0.0186755153808775	0.0003487748747413	0.0111780575070899	-0.1444312754803292	0.0510401095538384	0.0208603933368747	0.0026050927832678	-0.3126247344243893	0.0950856020101795	0.0977342245739199	0.0090412717096382	2.331930429346049e-05	-0.0003733481922261	5.437899527310049e-10	1.393888726385264e-07	-0.0002865161520411	-0.0005462599033251	8.209150538043874e-08	2.983998819808568e-07	-0.0012629995000854	2.8053934584900027e-05	1.5951677372159705e-06	7.870232456938499e-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
882.5903395854391	-7.12081799238797	778965.7075295408	50.70604888071624	961.9965889633344	-7.0431441030192445	49.60587885589476	925437.4371770906	802.9649167913865	-4.821575664182888	23.24759188544065	644752.6575977983	805.1248530820419	686.5348888193955	1.076938	25.937864	0.1122249687206503	0.061635818043861	0.0087761829	-0.026170768	0.0070050473	0.1539774484	-0.038791481	-0.0399949036	-0.1732015438	0.0826200967	-0.0763020772	0.0804777867	0.0108632177	0.0625962137	0.1136764147	-0.0313035081	0.0900107279	-0.0806201103	0.0738587434	0.0943794406	0.068629379	0.0659467747	-0.0597124646	-0.2057479896	0.1124727479	-0.1169955815	-0.1061559095	-0.0705126557	-0.0423134231	-0.1979893285	-0.0908354744	-0.057736703	0.1756034986	-0.0889613514	-0.0637576651	0.1661014723	0.050139631	0.0101015659	-0.1806135987	-0.0761746074	-0.0297399239	0.0102835594	-0.042732296	-0.0472136028	-0.0600793741	0.0394096927	0.0290296589	-0.0529214196	-0.1094393272	0.0458955042	-0.0887033986	-0.1008741574	0.0698058384	-0.1317782943	0.0256813424	0.0124370724	-0.0270398104	-0.1045678434	0.1672396637	0.1721109811	0.1230325778	-0.0085351325	-0.1065519066	-0.1184821107	-0.0244074649	0.0697345891	0.1246927712	-0.0815026681	0.1223530395	-0.0131238745	-0.1144279165	-0.1135883632	0.0095699858	0.1043137417	0.0495702281	0.0155068227	0.0474781757	-0.0158055169	0.0110537938	0.0837353368	-0.0232291105	-0.0218283057	-0.0161926297	0.0450926947	0.1050305109	0.0152948792	0.022614533	-0.0270219975	-0.0027928866	0.1305058305	0.0982312018	-0.0420794438	-0.015572977	-0.0291029238	0.0224219735	0.103462944	0.0207677518	-0.0245938015	-0.0484426528	0.0358602075	-0.000757454	0.0249187734	0.0512858241	0.0240966348	0.1282045865	0.1255324169	0.1211199807	0.1150284477	0.1248166678225146	0.0190903347399285	0.0003644408804825	0.0155792005663159	-0.12207880755507	0.0223524679252591	0.0149032352540678	0.0004996328223497	-0.2646032811812375	0.0480214532431518	0.070014896411877	0.0023060599715842	2.504187535977702e-05	1.7225710663165304e-06	6.270955215346074e-10	2.9672510785108685e-12	-0.0007070161726159	-0.0004205000205748	4.998718683404361e-07	1.768202673034072e-07	-0.0012959911646905	-3.299166460509991e-05	1.6795930989558387e-06	1.0884499334154023e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
883.5353257794167	0.94498619397757	780634.6719001399	0.8929989068082138	963.627035592192	1.6304466288576125	2.6583562095531525	928577.0637241956	802.9291478889784	-0.0357689024081082	0.0012794143794807	644695.2165297209	804.293235334108	662.2608853473687	0.925252	22.284534	0.1446818192807162	0.0667013421140964	-0.0165237811	-0.0595417427	0.0587415063	-0.0561988817	-0.0420727604	-0.0609384006	0.0195261011	-0.0474080968	-0.0231524411	0.1230634134	0.0598023826	0.074164291	0.0497757255	0.0925427116	-0.0121952785	-0.0075085942	-0.0291134743	-0.0178089598	0.151592336	0.0938718613	-0.0446845256	0.0349263613	0.0198420116	-0.047820969	-0.0437633212	-0.1418544516	0.0979484843	-0.0285954645	-0.0401387262	-0.1268473609	-0.1212244241	0.0346643344	-0.100384423	0.1165275503	0.0795573248	-0.0781114712	-0.0457505566	-0.115967569	-0.1517458151	0.0154230781	-0.074980886	0.0418145393	-0.0324277586	0.090031253	0.0120270903	-0.0638147906	-0.0604521701	-0.096209344	0.0123119917	0.0229638674	-0.0087922855	-0.0373011573	0.123932462	0.1460944877	0.032565377	0.0150360624	-0.0174713167	0.1159168762	0.1062720081	0.064831213	0.1403643827	0.0260011899	0.0034811771	0.1141805762	-0.0752419123	-0.0755770614	0.1627922853	-0.0206402809	0.0651211704	-0.1285425999	-0.0536631942	0.1301335919	-0.0466111586	0.0457051558	0.0327727729	-0.0742646761	0.0696779665	0.027788472	-0.0306714506	-0.0245451578	-0.0350521504	0.0055757824	0.042811896	-0.0285635414	0.0906562698	-0.0754291145	0.0582810874	0.0660735685	0.0785413862	0.0521487981	0.022109052	-0.0854562079	0.0743645395	0.0015354486	-0.0462349358	0.0701166818	-0.040926243	-0.1143583047	0.0261067378	0.1000176677	0.0419897159	0.0037797235	0.1277634447	0.1237830955	0.1172407796	0.1082719048	0.1520421172571815	0.0272254494346669	0.0007412250969196	0.0231168054200465	-0.0812748324029968	0.0408039751520732	0.0066055983821352	0.001664964388211	-0.2372954788862458	0.0273078022949916	0.0563091442998527	0.0007457160661823	0.0002060393618622	0.0001809974865024	4.2452218636582594e-08	3.2760090120194795e-08	5.88626460855668e-05	0.0007658788187014	3.464811104194692e-09	5.865703649355542e-07	-0.0013360067074663	-4.0015542775800016e-05	1.7849139223949437e-06	1.6012436636418807e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
886.6381798706157	3.102854091198992	786127.2620042783	9.627703511270324	967.3057746477024	3.678739055510391	13.533121038537486	935680.4616667916	805.2869112512851	2.3577633623067413	5.55904807263599	648487.0094326352	806.6300638658608	681.4573578604092	0.966877	23.287067	0.1017808058099362	0.0493409699385223	0.0322226784	-0.0089947251	0.0157870817	0.0232708248	0.0175649943	-0.023642412	0.0928560164	-0.0213562064	0.0368990142	-0.0349039545	-0.1146612631	0.0015369872	-0.0298262371	0.0251238594	0.0625684375	0.0336260826	-0.0652551929	0.0685481587	0.0526860449	-0.0864722968	0.0686591552	-0.0369135158	-0.0613748714	0.1533928222	0.1723737123	0.0823200759	0.0364656235	0.1065369028	-0.0797152006	0.0759180619	-0.0800829352	0.0409147365	0.067392727	-0.129484096	0.1074297008	0.0562505773	0.1499747226	-0.0617252977	-0.0132247882	0.0303199801	0.0262725021	-0.0249109033	0.00355247	0.0516478008	0.2113058648	-0.0031988164	0.0348408683	-0.0300180955	-0.0616611313	0.0441149374	-0.0280411143	0.0949155659	-0.0641783806	0.124273251	0.0583109066	-0.0227428935	-0.0695784165	-0.0947949251	-0.2104061499	-0.0210728031	0.0554166621	0.1262507022	0.0818285666	-0.0148651271	0.0558454696	0.0365523137	-0.0286795808	0.0166182026	0.1170350985	0.1398098817	0.123481894	0.0428472189	0.0023347494	0.2040957806	-0.1557000047	0.0567214068	0.014926238	-0.0016537841	-0.0252172201	-0.0299444644	-0.0259553561	-0.0104433525	-0.023035656	0.0414463661	-0.0137411083	-0.0400207554	0.1305328896	-0.0413844652	-0.0041549458	0.0988645205	-0.0542292994	0.0048470477	-0.017907237	-0.0502506745	-0.0174669929	-0.0010424949	-0.0834673477	-0.0260000455	0.0154254637	0.0867750311	-0.0187894741	-0.0478916775	0.1272347401	0.1216944932	0.1126387502	0.1003291122	0.133926673486485	-0.0181154437706965	0.0003281693030092	0.0179363538711555	-0.1200475881824161	-0.0387727557794193	0.0144114234284149	0.0015033265907304	-0.2553070831819539	-0.018011604295708	0.0651817067228771	0.0003244178893051	4.3321856349120766e-05	-0.000162717505513	1.876783237533855e-09	2.6476986600398968e-08	-0.0002750285312007	-0.0003338911772862	7.564069297441441e-08	1.1148331826960925e-07	-0.0012949953509834	4.1011356482899925e-05	1.6770129590686195e-06	1.6819313605674975e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
885.3162089687595	-1.3219709018561616	783784.7898628162	1.7476070653543934	969.6746921744398	2.368917526737391	5.611770248483599	940269.0086435946	805.1862585892654	-0.1006526620196837	0.0101309583716486	648324.9110209794	806.8188028989883	690.7080975087011	0.807428	19.446749	0.0591600417417779	0.0306761948775033	0.0263520486	0.0323256736	-0.0173122001	0.1067775061	-0.0051092312	0.0247363628	0.0047583978	-0.0232560698	0.0923096763	-0.1190946695	-0.081661839	0.0022696124	0.0056673726	-0.0574400772	0.074823873	-0.0286039856	-0.0526448033	-0.0166044781	0.0151410321	-0.0374405186	0.1464102921	0.0606699869	0.0543146419	-0.0237016515	-0.0231770888	0.0286957386	-0.0293848062	-0.0193910325	0.0738087364	-0.0358230239	0.0179435058	-0.0754886405	0.0446286668	-0.019365534	-0.0649570669	-0.1348017273	-0.008134075	0.0168514542	0.091315479	0.1151838434	0.0075112691	-0.144210281	0.1221665398	-0.0990713268	0.081188643	-0.0090183017	-0.0074794473	0.05948761	-0.0546931205	0.002991516	-0.0493986682	0.0887104656	-0.0272119404	-0.0288240579	0.1179829545	0.0867668952	0.0821009954	-0.0208496048	0.0326314313	-0.0557289701	-0.0725264141	-0.0494783436	0.06138521	-0.0686195696	-0.0577820233	-0.003567517	-0.0612660085	-0.0262193932	-0.038735997	0.0232939708	-0.0881870218	0.0018128155	0.0312046871	-0.0304653567	-0.0063006447	0.0653471318	-0.050491352	-0.240133451	-0.0077222119	-0.0137961024	-0.0008593467	0.0071097141	0.0233560723	0.043479089	-0.0353678191	0.0153398747	0.0596307653	0.0209560545	0.0502879592	0.0566829115	-0.0516771915	0.0159263998	-0.067246912	-0.0641258657	-0.0029600078	-0.0356602645	-0.0844955277	0.024277128	0.0549164127	0.032662259	0.0171983884	0.0475243631	0.1266188352	0.1192723348	0.1073422654	0.0912870929	0.1093500448320696	-0.0245766286544153	0.000604010676017	0.0119574323047756	-0.1201576902214895	-0.0001101020390733	0.0144378705193634	1.2122459008120085e-08	-0.2614063616299091	-0.0060992784479552	0.0683332859005868	3.720119758569096e-05	0.00029392274854	0.0002506008921908	8.639058210930808e-08	6.280080716686468e-08	-0.0001381636726272	0.0001368648585735	1.908920043383609e-08	1.8731989512344155e-08	-0.0011149804497411	0.0001800149012423	1.2431814033048658e-06	3.2405364669275025e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
882.5523900428651	-2.763818925894384	778898.7211703735	7.638695055131986	960.0974640384798	-9.577228135960013	91.7232987682241	921787.14045312	803.3034102379091	-1.8828483513563012	3.5451179142051426	645296.3688998545	804.6012969859528	671.9105922327905	0.823001	19.821838	0.1085798389610378	0.0543514798891183	-0.0152985208	-0.0326631158	-0.0165945942	0.0585127555	-0.0588213792	-0.0408060192	0.0662715029	0.0558227525	0.118598681	-0.1081836182	-0.1157186127	0.0431088226	0.0499854004	0.0614124509	0.0289680089	-0.0007107005	-0.0816261531	-0.0624744498	-0.0385385227	0.0214887588	0.1064423435	0.0197779301	0.0527518985	-0.0061151316	0.0648429095	-0.0551840169	-0.0866103823	0.0438098597	0.0647506184	-0.0290544607	-0.1249485263	-0.0462708849	-0.042080996	-0.0209766686	0.0194748433	0.0551331595	0.0450031272	0.1495105379	0.0538302538	-0.1661118972	0.07555646	-0.0774315318	-0.020731119	-0.0413993969	0.2155601924	-0.0360895259	-0.056161652	-0.0504318737	-0.0457901444	0.0078627924	-0.0291755225	0.1205468264	0.0066957657	-0.0858318764	0.0820930763	0.0768802933	0.0384808436	-0.0582973903	-0.0315331001	0.0914409673	-0.0534204856	0.0520980201	0.0671660244	-0.0581587205	0.0088430838	-0.047848913	0.0688683256	-0.1063379997	0.1332568206	0.0879151288	-0.0017966265	-0.0683586601	-0.1059276961	-0.0754665967	-0.1286599356	0.0738051607	0.0093666288	0.1142211929	-0.0119650876	0.0090248879	-0.0326140438	-0.0134708459	0.0103298265	0.0132271125	-0.0290135375	0.0160804543	0.0885528239	-0.0317994006	0.0324375057	0.1367679792	-0.0654834461	0.0714248566	-0.0086668191	0.0019845364	-0.0573072989	-0.0745110118	-0.0972087126	-0.0086537738	0.0062503761	0.1097088999	0.0535834546	0.0117939401	0.1259161521	0.1165232592	0.1013839798	0.0812449131	0.0856444904857056	-0.0237055543463639	0.0005619533068684	0.0073349787505561	-0.0869258742300758	0.0332318159914137	0.0075561076106629	0.0011043535940871	-0.228166937706689	0.0332394239232201	0.0520601514624481	0.0011048593027475	0.000181940689596	-0.000111982058944	3.310241453066802e-08	1.2539981525337494e-08	-0.0001380782184436	8.545418360000065e-08	1.906559440855852e-08	7.30241749474262e-15	-0.0008589870688679	0.0002559933808732	7.378587844822663e-07	6.55326110508913e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
886.4298655475862	3.877475504721133	785757.9065347118	15.034816289712404	966.8065597780288	6.709095739549071	45.01196564243549	934714.9240298272	804.3339798988096	1.0305696609004826	1.0620738259685358	646953.1512198587	805.9803469715223	673.8209534719531	0.943565	22.725595	0.1992660472135278	0.0940718025097546	-0.0052081354	0.0184552295	0.022866083	-0.0792370131	0.0080727703	0.0054360707	0.048225624	0.0353968581	0.0764314385	0.0149523505	0.111058453	0.0138232163	-0.0300981963	0.1211777868	-0.0506978184	0.0586225132	0.0195651878	0.0347604437	-0.0568823197	-0.0123044144	0.0320734765	-0.0704968655	0.109871347	-0.1030290528	0.1396088864	-0.2243088368	-0.0474068123	0.1868065841	0.0563769499	0.0584076334	0.0420255278	0.1302040542	-0.0787340694	0.0238010939	-0.1279829745	0.1482266272	0.1284368367	0.0030972202	-0.0997149603	-0.0305111013	0.0095444868	-0.0236897388	-0.0847415393	-0.0563148589	0.001837592	-0.0086326337	0.0283395794	-0.1237968838	0.024536564	0.0053087222	0.1114696734	-0.0250072123	0.0111234268	-0.0602078966	-0.0701907227	0.0004112602	0.2029781296	-0.127869415	0.0207124285	0.1891736367	0.1703185344	0.1659684433	-0.1158207103	-0.0831580501	0.0050729839	-0.0646642197	-0.0155402065	0.013543181	-0.0768714798	-0.107807302	0.0018790093	-0.1882412259	-0.0859656863	0.083906639	-0.0083902289	-0.0029703133	-0.0783529078	0.0673599532	0.0131189926	-0.0077423463	0.0540583537	0.032390602	-0.0458699896	0.018854141	0.0235980284	0.010243395	0.028485107	-0.0373023286	-0.0156482279	0.0054309982	0.1088984085	0.0411781171	-0.0112146466	0.0461115923	0.0146765072	-0.0527075391	-0.000806325	0.1068770054	-0.1065952742	-0.061380744	-0.0642297837	0.0784041614	0.1251271724	0.1134548014	0.0948006283	0.0703125971	0.0934468379242048	0.0078023474384991	6.087662555105497e-05	0.0087323115180326	-0.1102681361852973	-0.0233422619552214	0.0121590618577792	0.0005448611931861	-0.2970035036610312	-0.0688365659543421	0.0882110811869281	0.0047384728123865	-0.0009138061611298	-0.0010957468507258	8.35041700118782e-07	1.2006611608755086e-06	-0.0004168275701326	-0.000278749351689	1.737452232226476e-07	7.770120106703783e-08	-0.0014701883037624	-0.0006112012348945	2.161453648519763e-06	3.7356694953656194e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
