global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08
922.3684874727362	n/a	n/a	850763.6266827431	1032.13410282135	n/a	1065300.806206833	n/a	872.6139419392758	n/a	761455.0916668018	n/a	891.9215441766793	778.5918142866815	n/a	n/a	n/a	n/a	0.0516231391	-0.0580666336	0.0125920402	-0.0400159609	-0.0522015869	0.0509488416	-0.0323565301	0.0206908388	-0.0068290825	0.013441698	0.3706508959	-0.0138825449	-0.0308081525	0.0029296189	-0.1353654896	-0.0800438695	0.0735311931	-0.0367752894	0.2310690692	-0.2916450356	0.0890236599	-0.0687624596	0.0353965483	-0.0072246497	0.0270651901	-0.0620045081	0.1352067086	-0.0059850082	0.1329607555	-0.0239574593	0.0524720298	-0.0587138615	0.2955769475	0.0071415376	-0.1675581989	0.0427032877	0.014218719	-0.1922429783	0.0550143493	0.0862433379	-0.0131553999	0.0234695983	-0.0793497734	0.071318317	-0.0685934809	0.130519183	0.2071090524	-0.1013978659	0.3746712852	-0.2755074646	0.0224438223	0.0454188723	-0.2182842227	0.0464442367	-0.1955495784	0.0064651746	-0.0334964607	0.0769400666	-0.0050783525	0.0118490954	-0.0873851402	0.0187941376	-0.008541749	0.2486213538	0.0457565646	-0.0592684219	0.0442020935	-0.0119767705	0.0011881708	-0.0327560979	0.0378311617	-0.0327898889	0.0353584317	-0.1079820978	0.0634290048	-0.0841694692	0.0144437387	-0.2495692521	0.116968519	-0.0368853381	-0.1716767916	0.2037317102	8.67926e-05	-0.2195871656	0.1737042481	-0.0819107095	0.0874800935	-0.1236068267	0.2234373835	0.1290883846	0.1290552057	0.1289999139	0.1289225186	0.0009277460901699	n/a	n/a	8.607128078255363e-07	-0.0717254860176694	n/a	n/a	0.0051445453444708	-0.2079448546944036	n/a	0.0432410625938766	n/a	-0.0011953053251404	n/a	n/a	1.4287548203089976e-06	0.0020009175993693	n/a	4.003671239465802e-06	n/a	-0.0006943055803184	n/a	4.820602388612702e-07	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
922.6128367874708	0.2443493147345634	0.0597065876112507	851214.4466050242	1017.9991748473224	-14.134927974027732	1036322.3199898292	199.7961888309517	874.9437637600611	2.329821820785241	765526.5897426215	5.428069716607058	891.1994778001285	787.4968331874102	1.272914	26.673601	0.0791661546883674	0.0441175257224655	0.0704515821	-0.0296537986	-0.0405097068	0.0501194082	-0.0158215235	0.1413775286	-0.0689399853	0.0196111706	-0.1211820223	-0.1198383885	0.1144543823	0.0608967666	-0.0820209294	0.0310096333	0.065262675	-0.202124205	0.0255403022	-0.1402981935	0.2462716883	0.0732515993	-0.0496253714	0.264428912	-0.1523912876	0.0063227989	-0.0762795855	-0.2011418796	0.1571422811	-0.0242295969	0.0926662829	-0.2002080273	-0.078167443	-0.0270343902	-0.0836395004	-0.0918933857	-0.0380563221	-0.0190835494	-0.0579565977	-0.0829361577	-0.0054084695	-0.0156504111	0.0593982408	-0.1153987369	0.1106532961	0.033420484	0.0505591209	0.0653292294	0.2115815522	-0.0343884366	-0.0834006228	-0.2237607652	-0.2947178355	-0.0974471548	-0.1817670777	-0.0726896385	-0.0403470158	-0.0935094654	0.0767643475	-0.1309111399	-0.2817652233	-0.0365069154	-0.0408952025	-0.2195923661	0.1198825508	-0.0132618157	-0.0448577205	-0.0585319496	0.0523072584	-0.0184905862	0.0104144359	-0.016310114	-0.0328521766	-0.0634947923	0.0103564814	-0.0909921569	0.1127898421	-0.0681643076	-0.0048103086	-0.2058529125	0.1034796423	-0.0254394762	-0.2780267988	0.1885050992	-0.1034938173	0.0257537966	0.0469997197	-0.0195022801	0.0346394599	0.0116362504	-0.2601624627	0.1289999139	0.1287014744	0.1282045865	0.1275100165	0.0006852575327229	-0.000242488557447	5.880070049272704e-08	4.695778861534763e-07	-0.0579939395692008	0.0137315464484686	0.0001885553678664	0.0033632970267561	-0.1735342867094118	0.0344105679849918	0.0301141486637443	0.0011840871890497	-0.0012710558615704	-7.575053642999989e-05	5.738143769432741e-09	1.6155830032324717e-06	0.0015973569601157	-0.0004035606392536	2.55154925803007e-06	1.628611895547743e-07	-0.0005579857220528	0.0001363198582655	3.113480660147846e-07	1.858310375755326e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
923.069114155194	0.4562773677232599	0.2081890362964669	852056.5895072547	1014.6172151004566	-3.381959746865732	1029448.0931782062	11.437651729420129	876.538557493814	1.5947937337529083	768319.8427733362	2.5433670532175423	891.9279398746628	779.1100236563847	1.107183	23.200743	0.055103610603218	0.0334701637933706	0.0830913095	0.0007827524	0.048646658	-0.0255472078	-0.0503732638	-0.0423379658	-0.0675769547	0.0620936461	-0.115325041	-0.178724686	-0.0705695477	0.1056605135	-0.0834030578	-0.0047505915	-0.1250059192	-0.1565178493	-0.0166291693	-0.1287227653	0.0561063677	0.1612296857	0.0009090551	-0.107752618	-0.0163649572	-0.2177483554	0.0645424813	-0.1146655376	-0.1335517517	0.1864801907	-0.0683107486	0.0431031327	-0.0070747758	-0.0270923805	-0.0780200155	-0.1906058883	-0.1141103628	-0.0417870283	-0.0939347303	-0.0056594891	-0.1831660558	-0.1195667488	0.0975927916	-0.114475624	-0.0958674744	-0.0271095183	0.1096462666	-0.1159024644	0.2109350851	-0.0624173927	-0.0187822967	0.0530513178	0.0776678108	0.1245265195	-0.2231534974	0.0561915716	0.0992928105	-0.190941589	0.0010239246	-0.053775044	0.0944086788	-0.0287363708	-0.1701839584	0.02238964	-0.1145507197	0.1017758142	-0.190745008	-0.0570475419	0.0432788849	0.0199604709	-0.0379093731	-0.022011019	0.0346867343	-0.083299446	-0.0156876463	-0.0762497718	0.0938234937	-0.0070244305	0.0152527757	-0.2634589603	-0.0797923111	0.0046122384	-0.057958181	0.1165070573	-0.000455853	-0.0424988855	-0.0540139421	-0.0652204214	-0.0464183303	0.121144749	-0.0001260611	0.1288230331	0.1279949812	0.1266188352	0.124700488	-0.0030557941342976	-0.0037410516670205	1.3995467575316865e-05	9.33787779120762e-06	-0.0276633101941428	0.030330629375058	0.0009199470782871	0.0007652587308973	-0.1819700326271913	-0.0084357459177795	0.033113092774341	7.116180918933372e-05	-0.0011962005178505	7.485534371989996e-05	5.603322483424366e-09	1.4308956789058045e-06	0.0015972294416914	-1.2751842429995638e-07	2.5511418894058214e-06	1.62609485359437e-14	-0.0003810449113298	0.000176940810723	1.4519522445033517e-07	3.130805049931252e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
924.678632954895	1.609518799700936	2.5905507665907423	855030.5742433333	1018.0990579268512	3.4818428263945407	1036525.691751542	12.123229467715124	875.8633776355892	-0.6751798582247375	767136.6562832228	0.4558678409523766	891.3956268889362	797.9680461620462	1.098727	23.02355	0.0574404684816243	0.0305174336435958	0.0934528673	0.0407389271	-0.0655200526	0.0374251181	-0.0660399925	0.085169813	0.0080628041	0.0364111818	-0.1354550526	-0.0861431773	-0.0266220464	0.0978890521	-0.0612600401	0.0447703082	0.1069156132	0.0164144843	-0.048695944	0.0997035693	-0.0499889217	0.2156740731	-0.0849069272	-0.0637073305	0.0387287586	-0.0952052722	-0.0283201807	0.0723779735	-0.0028647854	-0.0319608528	0.1775727659	-0.0446728354	0.0042910499	0.0964460877	0.0862435716	-0.0347868961	-0.0055991279	-0.0352216242	0.1596324557	-0.175040447	0.1246683715	0.0349033201	0.0917006755	-0.0967833142	0.0555168601	0.0468081745	0.1113279795	0.0088712929	-0.0270924995	-0.1365504326	-0.1772293678	0.051603134	-0.052774649	0.0160196765	-0.1872968737	-0.0432769331	0.1285468717	0.1365852071	0.0045193175	0.0993807256	-0.0073046959	0.0657179074	0.0080218529	0.108575771	0.003319838	-0.0184018189	0.0273408269	-0.0581773688	0.0436824542	0.0358109115	0.0381582562	0.0084961069	-0.0417434675	-0.0950181487	-0.0322643675	-0.0125192218	0.1715106977	-0.0219960546	-0.0095933897	-0.1415919227	0.0450342624	-0.0480014598	-0.1502508771	0.0206176374	-0.0103927511	0.0574101671	-0.0668982467	0.0681615093	0.0444729253	0.1319126998	-0.0993860382	0.1285578634	0.1269376627	0.1242524367	0.1205247148	-0.0153440894942491	-0.0122882953599515	0.0001510022028534	0.0002354410824075	-0.0238937754395038	0.0037695347546389	1.4209392266431296e-05	0.0005709125047534	-0.1621067766976125	0.0198632559295788	0.0262786070512896	0.0003945489361239	-0.0012839217687985	-8.772125094800003e-05	7.695017867881997e-09	1.648455108394669e-06	0.0015979656619993	7.362203079000571e-07	2.553494256928861e-06	5.42020341764455e-13	-0.000722975088823	-0.0003419301774932	5.226929790586248e-07	1.1691624628053126e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
924.8506869076572	0.1720539527622122	0.0296025626611015	855348.7930735653	1020.4299302942612	2.330872367410052	1041277.2426403508	5.43296599315574	876.2837021579946	0.4203245224053944	767873.1266677211	0.1766727041353229	891.2517234348174	805.1158119640131	1.143345	23.958517	0.095675098460992	0.0451266912174261	0.0970147335	0.0608665616	0.0627455149	0.0192117134	-0.0948644449	-0.0572845868	-0.0972351299	0.0296595229	-0.1407902713	-0.0663269063	-0.1080965526	0.1062654849	-0.1041795716	0.039971169	-0.0237096132	-0.0786215317	0.0004574604	-0.0636527785	-0.0993419539	0.1612233781	-0.0012430632	-0.2488556124	0.055914714	0.1340177391	-0.0251898383	0.0185393282	-0.2090397636	0.0418101874	-0.05492156	-0.0421564854	-0.102655233	0.0770778845	-0.0453260616	-0.0385897866	-0.1765571715	-0.0724101292	0.0835075916	0.0848859333	-0.0907041002	0.088078886	0.0989360646	-0.1459011324	-0.0230471428	-0.0142120094	0.0974165937	-0.1503653799	0.0335249209	0.0550067054	-0.1745600033	0.2012297724	0.0808789658	0.2056931765	0.0234915382	-0.1152796193	-0.1032522615	-0.1422295177	0.0151329631	0.0526350537	0.0338371867	0.0399458411	-0.103069742	0.1317059497	-0.0540523917	-0.0743703232	-0.0828316145	-0.0604894329	0.0292654404	0.0301228028	-0.0291241669	-0.0841149347	0.0230549648	-0.099304783	-0.001057395	-0.0531768019	0.0567591105	-0.0684265998	0.1037993691	-0.1413210503	-0.0227128551	0.011488312	0.0687708778	-0.1160634703	0.0359438714	-0.0029674891	0.0127276088	0.0943520083	0.0698095866	-0.0009920573	0.2196145777	0.1282045865	0.1255324169	0.1211199807	0.1150284477	-0.0155736914876314	-0.0002296019933822	5.2717075365125485e-08	0.0002425398665519	-0.0055086716059662	0.0183851038335376	0.0003380120429699	3.034546286237823e-05	-0.1436889478927554	0.018417828804857	0.0206465137465269	0.000339216417885	-0.0009027392723981	0.0003811824964004	1.45300095562041e-07	8.14938193929851e-07	0.0010152308023274	-0.0005827348596719	1.0306935819943365e-06	3.3957991667682897e-07	-0.000514041168311	0.0002089339205119	2.642383227185379e-07	4.3653383140514726e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
923.8831085834394	-0.9675783242178112	0.936207813496148	853559.9983257992	1023.144874236163	2.7149439419017654	1046825.4336757336	7.370920607669096	877.4651311691122	1.1814290111175296	769945.0564176273	1.395774508310144	894.6541419119676	806.5225008953577	1.169123	24.498684	0.0236967687944807	0.0208342605423049	0.0700514428	0.0389873633	-0.0236323754	0.002692791	-0.0319686713	0.0242303569	0.0567344582	-0.0182646102	-0.0067153262	0.1679052135	-0.1887040144	0.1399379021	-0.0037687729	0.0565992834	0.085870793	-0.0286656561	-0.1230153906	0.0815745457	-0.1397082131	-0.0846330638	-0.2925789634	-0.040873835	-0.0309765878	-0.0385363492	-0.1213454786	-0.0149489831	0.0996058231	-0.0271001638	0.0489679082	0.131208294	0.0907118943	0.0178095495	0.2120739017	-0.0897883123	0.0812222007	-0.0526041702	-0.0995068737	0.1399255715	-0.2032190895	-0.1404677083	0.142931173	-0.0079332249	0.081985555	0.0631173158	-0.0019813191	0.0706774599	-0.2004587321	0.1339736456	-0.0993374644	-0.0661984237	-0.1333977601	-0.0377053537	-0.1595291131	0.1149858251	-0.1017529552	0.2886939944	0.0059942749	-0.0777350922	0.1351441702	0.0680195448	0.0574338524	0.1548586767	0.0034757216	0.0608638506	-0.0333896466	-0.0545320375	0.024696951	0.0111078348	0.0414610159	-0.1006370407	-0.0089662287	-0.0987273269	0.0077662422	-0.0770537913	0.0450776297	-0.1398280684	0.074333402	0.0902463538	0.0254576889	-0.0645155455	-0.0699953479	-0.1009801635	0.0188736463	0.1605631872	-0.0355265674	0.0151424863	-0.0155174701	-0.1738719672	-0.0358607434	0.1277634447	0.1237830955	0.1172407796	0.1082719048	-0.0155719230155142	1.768472117198716e-06	3.1274936293093094e-12	0.0002424847864011	-0.0054050396720981	0.000103631933868	1.073957771724223e-08	2.9214453856954333e-05	-0.1233251048484049	0.0203638430443505	0.01520908148587	0.0004146861035349	-0.0009672399338364	-6.450066143829996e-05	4.160335325978195e-09	9.355530896078434e-07	0.0010152486023542	1.7800026799958193e-08	1.0307297245821566e-06	3.1684095407922993e-16	-0.0005140091228932	3.2045417800016455e-08	2.642053784174368e-07	1.026908801977611e-15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
921.897390524065	-1.985718059374335	3.943076211325376	849894.7986550805	1011.8083933661966	-11.336480869966408	1023756.224886284	128.51579851511434	875.0485481452263	-2.416583023885892	765709.9616110683	5.83987351133348	891.2456190809072	800.6493520035141	1.172588	24.571283	0.0410651168716925	0.0212624166132709	0.0680269816	0.0354935143	0.119486769	0.0193206115	0.0183595047	-0.0599344001	-0.0687693346	-0.0601477696	-0.0586175501	0.0971665926	-0.2070297331	0.0799338122	-0.0107803472	0.0282425643	-0.050215944	-0.0298858593	0.0273955163	-0.1269132252	-0.0794298607	-0.0577374314	-0.1277923378	-0.0378728267	0.0031315349	-0.2759493486	-0.2623736567	0.0572150462	-0.0273057394	-0.0460615678	0.0405744063	0.0163719929	0.0730311246	-0.0698763036	-0.1256916223	0.1746935304	-0.0439803435	0.1646320087	0.1199414515	0.2291006057	0.0219432998	0.0385203119	0.0852588762	-0.0429197141	-0.0358055139	0.0156098976	-0.0287251228	-0.0774631384	0.0222020794	0.251592862	-0.1200665103	0.078992121	0.0891478952	-0.2342842433	-0.0294345201	0.09832413	-0.0657544249	0.0634844258	-0.0247351324	-0.1284185669	0.2080428567	-0.1715906861	-0.1725008149	0.0154777675	0.0876473498	-0.0850101044	0.0676504332	-0.0513217921	0.0155847091	0.0278099715	-0.0452878331	-0.1431136757	0.0405317378	-0.1241688195	0.0547223581	-0.105927457	-0.0561006134	-0.0570154894	0.1359043878	0.1046402977	-0.0889646865	0.0593882616	0.1562103983	-0.0844454992	-0.0052491492	0.0553934068	-0.0055553276	0.0437130518	-0.111936224	-0.1434797142	0.011479822	0.1272347401	0.1216944932	0.1126387502	0.1003291122	-0.0078400253981811	0.0077318976173331	5.978224076492128e-05	6.146599824412471e-05	0.0057448281044685	0.0111498677765666	0.0001243195514349	3.300304994989114e-05	-0.1079203555805321	0.0154047492678728	0.0116468031486284	0.000237306300006	-0.0010442236673722	-7.69837335358e-05	5.926495229111058e-09	1.0904030675002468e-06	0.0010737669593714	5.85183570171999e-05	1.1529754830377016e-06	3.4243981079924686e-09	-0.0005139391692478	6.995364540006347e-08	2.641334696871188e-07	4.8935125047578186e-15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
921.064404260806	-0.8329862632590448	0.6938661147782667	848359.6367963135	1015.854918760412	4.04652539421545	1031961.2159697232	16.374367766030506	873.604939688143	-1.4436084570833143	763185.5906475239	2.084005377362468	890.683638877694	801.1996956485441	1.158764	24.281624	0.0334780510404842	0.0171193693116658	0.0504516026	0.0083917908	-0.0600856486	-0.0626541361	0.0363058552	0.040049417	0.0246377404	0.0266155878	-0.0616547829	0.0746761884	0.0607249243	0.0519913549	-0.0593787867	0.0517893342	0.0884602103	-0.0475431853	0.0274211614	-0.0307991802	0.0054781653	0.1714768734	-0.1302965104	0.1032946504	0.1799657537	0.0851817932	0.164314782	0.0014617628	-0.0974803707	0.0206833779	-0.1178091429	0.1428226984	-0.0245506289	0.0572210807	-0.1076279034	0.1229675345	-0.0037145649	0.0056667485	0.0030826408	0.0146176329	0.2213433936	0.1125965049	0.0572008154	-0.0357644942	0.0405760069	0.0787813608	0.002336626	0.0450414659	0.040934771	0.1064805677	-0.1428534211	-0.1165096215	-0.0263994738	-0.0506073442	0.1073882999	-0.178686047	0.2307992258	-0.0753281674	0.0585856025	0.1437778629	0.0269124292	-0.0323863091	0.1123102474	0.0303344666	-0.1658465146	-0.1975614486	0.0546408986	-0.0448759541	0.024466998	-0.0166159611	0.0517580487	-0.0295468805	-0.0180594788	-0.1152457577	-0.0281227405	-0.0210333199	-0.0202196564	0.0452414686	-0.0132822717	0.1140822256	0.104356267	0.0069369506	-0.0151347909	-0.0145781155	0.0431006294	0.1046716208	-0.0306761054	0.0327469631	-0.0119836527	-0.086410723	-0.0863184954	0.1266188352	0.1192723348	0.1073422654	0.0912870929	-0.0038788766424744	0.0039611487557067	1.5690699464836736e-05	1.5045684007533474e-05	-0.005411270014477	-0.0111560981189454	0.0001244585252395	2.9281843169577903e-05	-0.0988662334648751	0.009054122115657	0.0097745321195311	8.197712728522936e-05	-0.0011962161377972	-0.000151992470425	2.310171106589452e-08	1.4309330483264498e-06	0.0011078063488474	3.403938947600009e-05	1.2272349065466074e-06	1.1586800358988259e-09	-0.0005138373881453	1.0178110249991873e-07	2.6402886145598374e-07	1.0359392826098961e-14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
920.6924003324776	-0.372003928328354	0.1383869226917271	847674.4960299793	1022.2612278882197	6.406309127807617	1045018.0180435304	41.04079664103119	874.7463612403734	1.1414215522304405	765181.1965032738	1.3028431598961476	891.5800883840158	790.0838473572128	1.171236	24.542967	0.021123766488665	0.0162963903150615	0.0359990462	-0.0239135351	0.1043200495	0.0657000835	-0.0267421945	-0.0603704608	-0.0819484608	-0.0898995958	-0.0065763746	0.0471156854	-0.0163780696	0.0848180945	-0.058446701	0.001023962	0.0035351135	0.0719949277	0.0008952102	-0.0787802028	0.0966510501	-0.1253617923	0.0905856135	-0.1068682621	-0.1517761248	0.1554882943	-0.111049128	0.1104074568	-0.016811402	-0.1275180264	0.1556150416	0.0184754293	-0.0250417292	0.0306546369	-0.152625575	0.1307912334	0.1166323465	-0.1131925489	0.1236481367	0.0263454872	0.1041292659	0.079145342	0.0906125727	-0.0384636804	-0.0188079317	0.0097517581	-0.0839464129	-0.0983363523	0.0557106477	0.0221269718	-0.0516880399	-0.0405429609	0.1505963833	-0.1066669497	0.2414830504	0.0470050691	-0.2597109406	0.1116873292	-0.0725808359	0.0860504845	-0.0481297621	-0.0687528939	0.0904894824	-0.0369752288	0.0682949199	-0.1717419308	0.0414476917	-0.0419026489	0.0226881547	0.003208366	-0.0935222379	-0.0207677999	-0.0047475312	-0.0814289114	0.038510173	-0.0745442767	-0.0431684037	0.1181217829	0.080814038	0.0952533732	-0.2423016961	-0.0154155994	0.1472681241	-0.0862461381	-0.0786032592	0.0384735229	-0.0147598302	-0.0510212553	-0.1092080796	0.2031461923	-0.1725060257	0.1259161521	0.1165232592	0.1013839798	0.0812449131	-0.0050076075680038	-0.0011287309255294	1.2740335022464565e-06	2.5076133555128933e-05	-0.0053897362750632	2.153373941379995e-05	4.637019331414414e-10	2.9049257114732136e-05	-0.0945809326076982	0.0042853008571768	0.0089455528129419	1.8363803436520994e-05	-0.0011961401148243	7.602297289995355e-08	5.779492408547072e-15	1.4307511742918895e-06	0.0014208071644574	0.00031300081561	2.0186929985734774e-06	9.796951057252524e-08	-0.0005131502073973	6.871807479999839e-07	2.6332313535189205e-07	4.722173804218174e-13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
921.467862148634	0.775461816156394	0.601341028316573	849103.020972774	1021.7448901008156	-0.5163377874040407	1043962.6204471276	0.2666047107013003	876.8540558730156	2.107694632642165	768873.0353009575	4.44237666446859	894.6502756202353	783.4685456045743	1.218917	25.542095	0.0282798147519601	0.021418074456548	0.0304679655	-0.0278831801	-0.0727765701	-0.1006612785	-0.018192677	-0.0276593584	0.088192593	0.079588196	-0.0095584834	0.1279563248	0.1340835741	0.149191986	-0.012967056	0.0465559886	-0.0313760981	0.1127435195	0.1435048264	0.1440011713	-0.0635786665	-0.0265157271	0.1297369329	0.1024943142	0.3101185934	0.0543100867	-0.0094768544	-0.0153188808	0.283822815	0.1597425442	-0.0249279592	0.0864791878	0.0082049293	-0.0705119883	0.1058016061	-0.0432885447	0.2691136078	0.0731316051	-0.1000815496	-0.1422093524	0.0218996791	-0.0236697147	0.1532902177	0.058854796	-0.0754017728	0.1016645562	-0.0605637484	0.1035895081	-0.0426390101	-0.0377720972	0.1478595172	0.0315205046	0.0414098865	-0.0432707949	0.1008112887	-0.0978908996	0.2379657024	0.1092543141	-0.0213194677	0.036790679	0.121537946	0.3095119896	0.1062777641	-0.1206518077	-0.1796839959	0.1580113857	0.18076432	-0.0372709472	0.0268412745	0.0018407078	0.081944745	0.0466509394	0.0091972685	-0.1176713955	-0.0389435529	0.0655638577	0.0177491428	0.1794881567	-0.1449242432	0.1243237724	0.0719870607	0.0002881108	0.0134209881	0.0380681	0.0942587376	0.028737516	-0.1164092281	-0.0917567023	-0.0278017205	0.0214852862	0.0726840796	0.1251271724	0.1134548014	0.0948006283	0.0703125971	0.0002579137832015	0.0052655213512053	2.772571509999889e-05	6.651951956531035e-08	-0.0053414061030423	4.8330172020899335e-05	2.3358055275697208e-09	2.8530619157617534e-05	-0.0919320869605542	0.002648845647144	0.0084515086129229	7.016383262393726e-06	-0.0011962393436022	-9.922877789998556e-08	9.846350363524663e-15	1.4309885671818225e-06	0.001015305706336	-0.0004055014581213	1.030845677318444e-06	1.6443143253858148e-07	-0.0005138918721298	-7.416647324999049e-07	2.6408485624107066e-07	5.500665754341556e-13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
