global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06
875.1062143293508	n/a	n/a	765810.8863578476	1045.886790153308	n/a	1093879.1778171898	n/a	822.4674441356242	n/a	676452.6966629861	n/a	852.9287396260279	626.4213694907378	n/a	n/a	n/a	n/a	0.026752112	-0.0810080069	0.0248661656	-0.1522372795	0.0851386557	-0.0242194425	-0.0013778587	0.1016148876	-0.000405938	0.2337872287	-0.0509621952	0.0692869255	-0.0303187743	0.1764882298	-0.1462613664	-0.0159528311	0.0695439797	0.0969454175	-0.1135979325	0.0529272953	-0.0880871396	0.0622929472	-0.0404583787	-0.005833599	0.0727948585	-0.0308736692	0.0284319237	-0.0365066741	0.0325468287	-0.063425276	0.0122611532	-0.0037480286	0.1234939777	-0.0486831364	0.0432578767	-0.0703621603	0.0047363018	0.0334151193	-0.1318616833	0.0353015385	0.1073808501	-0.1680391513	0.0005051191	0.096095071	-0.0155447715	-0.0405849756	0.066476246	0.1820854514	-0.0556101712	-0.0212005356	0.0536782474	-0.1549864125	-0.0105976835	0.0227888779	-0.1635278352	0.0307613779	-0.038291775	0.0099057416	-0.0145816743	0.119506108	-0.0276670269	0.0126745869	-0.0258945063	0.0047867671	-0.1410207746	0.0601887174	-0.0573919918	0.1179887366	-0.0973245273	0.016622612	-0.0364446015	0.0636915314	-0.0349773466	-0.0179000024	0.1506331495	-0.177802408	-0.1017204688	0.1497423823	-0.0419992246	-0.1148946999	0.0357460716	-0.0195300544	0.0062117693	-0.0687777228	0.0393124774	-0.0797530086	0.072952676	-0.1085457095	0.0904364655	-0.0582125223	0.0232802305	-0.0191714217	0.0635175953	-0.1385000726	0.0061682074	-0.0705788525	0.0427227813	-0.0384793778	0.0362251494	-0.0495437949	0.1158655738	-0.1814341291	0.0887260819	-0.1040486943	0.024547615	0.1290883846	0.1290552057	0.1289999139	0.1289225186	0.0398613134827883	n/a	n/a	0.0015889243125731	-0.0413578647816592	n/a	0.001710472979298	n/a	-0.0705948595461194	n/a	n/a	0.0049836341943363	0.001972905241095	n/a	n/a	3.89235509034012e-06	-0.0017760025018616	n/a	3.154184886618663e-06	n/a	0.0010162543395892	n/a	1.032772882733881e-06	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0
873.969293058078	-1.1369212712727403	1.292589977072424	763822.3252084367	1041.484289120405	-4.402501032903047	1084689.524484635	19.382015344712396	822.6715418351396	0.2040976995153869	676788.4657454058	0.0416558709474731	852.52737359108	624.8943821432224	1.041998	19.20068	0.0858608660339889	0.0462383559675908	0.0066656506	-0.0492622525	-0.0562049312	0.0693714428	0.0355497872	0.072625006	0.0281404836	0.0508761221	0.1181224826	0.1180407723	0.006882988	0.0437040102	-0.1445424752	-0.0204060912	0.0631874008	0.0077789897	0.0451834262	-0.125197601	-0.0707489807	0.0377315778	-0.0353043587	0.0985356834	-0.1086721319	0.0664953146	0.022222093	-0.0060324813	0.1059586458	0.1144134838	-0.0855873737	0.0232425638	0.0164463833	0.0262123374	-0.0310011593	-0.2040597535	0.1041672004	-0.0029421628	-0.1244830583	0.0623833962	0.0473640395	-0.1795949406	-0.1687957104	-0.0040429872	0.0871241426	0.1853604179	-0.0258581206	0.0943023676	-0.0716034589	0.1574947208	-0.0983660452	-0.0020579985	-0.006729347	-0.018893151	0.1399250485	0.0168718363	-0.1151319648	0.0096781176	-0.0463346096	-0.0026483248	0.0281171367	0.0935472942	0.1582778302	-0.1477023444	-0.033282199	0.0900384739	0.0995574754	-0.0924577642	0.0296100586	-0.0416495288	0.1308074934	-0.0138341117	-0.2056083035	-0.0146386056	0.1513238876	-0.0290373899	0.0390224295	-0.0128910372	0.0564949021	0.1136000177	0.0684796543	-0.1236190612	-0.0339990873	-0.0123976498	0.0235431969	-0.0457837437	-0.0410374836	-0.0533343933	-0.0024172486	-0.0261310709	-0.0088758112	-0.02913579	-0.051951353	0.0022626379	0.0560964726	0.0822061027	0.0058236772	-0.0405677104	0.0510356701	-0.043094552	-0.0634832247	-0.1511000512	0.0321149675	-0.1349686932	0.1912809835	0.0831555189	-0.0069395807	0.1289999139	0.1287014744	0.1282045865	0.1275100165	0.0215845818669038	-0.0182767316158844	0.000334038918559	0.000465894174369	-0.0416145058147918	-0.0002566410331326	0.0017317670942093	6.586461988736968e-08	-0.0546896998465626	0.0159051596995567	0.0002529741050684	0.0029909632693071	0.0015560954156293	-0.0004168098254656	1.737304306047472e-07	2.421432942542524e-06	-0.001166208711516	0.0006097937903456	1.3600427588158088e-06	3.7184846674405373e-07	0.0010144112816922	-1.8430578969999816e-06	1.0290302484244118e-06	3.3968624116939948e-12	0.0	0.0	0.0	0.0	0.0	0.0	0.0
872.8833713954009	-1.0859216626771513	1.1792258574715089	761925.3800586014	1034.971971169496	-6.512317950908937	1071166.9811064722	42.41028509373077	821.2559238166062	-1.415618018533337	674461.2924038674	2.003974374396251	850.6552238276439	618.0902470156908	0.955675	17.610016	0.0310569644258626	0.0182372751953037	0.0300720536	0.0891924345	0.0425088039	0.0776069106	-0.0117716857	0.094971592	-0.0036122347	-0.0217014509	0.0461960581	-0.0835005194	-0.0255063326	0.0004240592	0.0575300788	0.0085159189	-0.0510792584	0.0198780602	0.0687586741	0.0160424958	0.0701598088	-0.1027224292	0.1547634658	-0.2261098077	0.0168114003	-0.005507813	0.0207411554	0.2469556855	-0.0235894173	0.0202759614	0.095590039	-0.0329350705	0.0335022334	0.041716289	0.0575957673	-0.1238265672	0.1146072045	0.1005969266	-0.0717777662	-0.0046171121	0.0499464724	-0.0047100811	-0.0605933234	-0.1261106001	-0.0094858003	0.0061755914	0.0007281266	0.0409970993	0.0658459688	-0.1233158949	-0.0872723275	-0.0014826959	-0.0491480524	-0.0387839658	0.0155751702	-0.0362665284	0.1234768976	0.030836631	0.1104450931	-0.1750780524	-0.0145401709	0.0089632009	-0.2040471466	-0.077841158	-0.0432739832	0.0858344152	0.0628783608	-0.0435707985	-0.0374816779	0.0871027319	0.0808384439	0.0475461092	-0.0537873388	0.1999393309	0.0222774048	-0.0870488143	-0.0147106477	0.143295259	-0.0440467562	0.0188526858	0.0067552372	-0.0672217326	0.0460664661	-0.0176381131	0.0138148679	-0.0375074486	0.0044413675	-0.0476062338	-0.0338541746	-0.0600697241	0.0014991834	0.045178272	-0.1029555538	-0.077014635	-0.0120914846	0.0166622461	-0.0233194945	-0.0440486626	0.031698719	-0.1169492079	0.0134143201	-0.0585583716	-0.0281400772	-0.0079067481	0.0163908562	-0.010762656	-0.0081510266	0.1288230331	0.1279949812	0.1266188352	0.124700488	0.0243427578661652	0.0027581759992614	7.607534842901627e-06	0.0005925698605307	-0.0337066365647302	0.0079078692500616	0.0011361373485068	6.253439607606983e-05	-0.050418966842173	0.0042707330043895	1.823916039478261e-05	0.0025420722174321	0.0015642514186321	8.15600300279988e-06	6.652038498168067e-11	2.446882500692537e-06	-0.0014797098336296	-0.0003135011221136	2.1895411917401382e-06	9.828295356648645e-08	0.0010151578800188	7.465983266001074e-07	1.0305455213642644e-06	5.574090612820808e-13	0.0	0.0	0.0	0.0	0.0	0.0	0.0
872.8998452709027	0.0164738755017879	0.0002713885740484	761954.1398739659	1032.3984040480393	-2.57356712145679	1065846.4646809385	6.623247728643388	822.6794593029658	1.423535486359583	676801.4927590202	2.026453280925015	850.9133245659187	616.7387905847203	0.945778	17.427654	0.0278389772545209	0.0136315777672158	-0.0088089217	0.0174596317	0.1084110257	-0.0477799733	-0.0596231356	0.206793023	0.0458383006	0.0340010105	-0.0744640537	-0.0165985893	-0.117200825	-0.0869430537	0.0907779303	0.0176337125	-0.0224898474	0.0343191762	0.0109064	0.189945851	-0.0750180677	0.0102200439	0.1180714078	-0.0968173791	-0.001850456	0.1211602953	-0.0468460713	0.0424310277	-0.1406391143	-0.0415651948	0.0964458243	-0.1083886781	0.0232233371	-0.0985961361	0.0284285772	0.0570273287	-0.1895412765	-0.0900836028	0.0952576511	-0.0288666678	-0.0106568768	0.1320394332	-0.0004733077	-0.0608517446	0.045477549	-0.0073509888	0.0498364175	0.1163810926	-0.0536452046	-0.1504988193	-0.213856325	0.0343084878	0.1492358721	-0.0662814104	-0.0730246659	-0.0141528358	0.1002726258	-0.0517992059	-0.072560421	-0.2028601162	-0.0884783484	-0.0890092442	-0.1016050441	0.0243564103	0.0403350494	0.0119028716	-0.0885300027	-0.0197967275	0.0086727894	-0.1290815418	-0.0135424923	0.0023377334	0.0831705333	-0.0351903002	0.0111779208	0.0936472111	-0.1004099566	0.0303754054	0.0613862182	0.0891736289	-0.0470494093	0.1531777898	-0.07676477	-0.0147566883	0.021777562	-0.0162954219	-0.0069632777	-0.0525076975	0.0686077216	-0.0976673924	-0.0783680284	0.0909168664	-0.0562575511	0.0378639456	0.0157388673	-0.0186659968	0.1036725746	-0.0074591526	-0.0042678611	-0.1648819091	0.0465939865	-0.108375097	0.0370398109	-0.001581491	-0.1013643268	-0.0097863603	-0.1264592887	0.1285578634	0.1269376627	0.1242524367	0.1205247148	0.0219037544197959	-0.0024390034463693	5.948737811401329e-06	0.0004797744576827	-0.0416004299061967	-0.0078937933414665	0.0017305957683803	6.231197331778091e-05	-0.0480511427034429	0.0023678241387301	5.606591151952946e-06	0.0023089123151066	0.0016993430993043	0.0001350916806722	1.8249762186839707e-08	2.8877669691531445e-06	-0.0016471392567087	-0.000167429423079	2.7130677309908887e-06	2.8032611712600244e-08	0.0010154039028266	2.4602280779988973e-07	1.0310450858754913e-06	6.052722195774148e-14	0.0	0.0	0.0	0.0	0.0	0.0	0.0
873.7783914933516	0.8785462224489038	0.7718434649792387	763488.6774407089	1035.5416173690403	3.143213321000985	1072346.441303288	9.879789981318044	822.7210573958033	0.0415980928374892	676869.9382824687	0.0017304013277163	851.4534801113585	620.1510034084993	0.968374	17.844025	0.0293687993886596	0.020221744232214	-0.0008382102	-0.1405149505	-0.0126031242	-0.0349684133	0.043010481	0.117275687	-0.0115767474	0.0732689791	-0.1296905609	-0.022033588	-0.0218178919	0.0028807916	-0.125386789	-0.0791442543	-0.0897621265	0.0208738657	-0.1105789949	0.0968902759	-0.0097592945	-0.1103326448	-0.1306406372	0.0439209129	-0.009700826	0.1419864745	-0.0114747016	-0.0679354824	-0.0303497701	-0.0115845192	-0.1115068806	-0.0617107806	-0.0296642186	-0.082617409	-0.1505189346	-0.0197873618	0.1156505335	-0.0021390608	-0.031550855	-0.0933198908	-0.1845482782	-0.1521906271	-0.0478364705	0.0868404597	-0.0055432577	0.0966754461	-0.0894882328	0.0921164483	0.0007060001	-0.0525672099	0.1161020604	0.0303105107	0.1039328504	0.1280593163	-0.1030846588	-0.1033827203	-0.0783864714	-0.0405628379	-0.0353115103	0.0077101109	-0.0758028014	-0.0100240205	0.0010508902	0.0969762891	-0.0393001128	-0.0197799629	-0.0926207859	-0.1455223506	0.0798962248	0.0013464585	0.0541083672	0.1062487753	-0.155932651	-0.0325850267	-0.0513243762	0.1053291658	-0.0157300644	-0.125273424	0.1542055665	-0.0241527009	-0.026967293	-0.1784895751	-0.055926441	-0.0158969711	0.0369188611	-0.0174624705	-0.0429796146	-0.0528435234	0.027498207	-0.019029837	-0.0054468657	-0.0369456103	-0.0068839993	0.0185792645	0.1078023502	-0.0647227933	0.0703985225	-0.0574341203	0.0147757723	-0.0920389342	-0.1066494602	-0.0454989687	0.0395226678	-0.0264546912	-0.0037226916	-0.1069991473	-0.058639012	0.1282045865	0.1255324169	0.1211199807	0.1150284477	0.0218868921234758	-1.6862296320099834e-05	2.8433703718685244e-10	0.0004790360468246	-0.0221970019146198	0.0194034279915769	0.0004927068939976	0.0003764930178243	-0.0480360262701253	1.5116433317599598e-05	2.2850655624543519e-10	0.0023074598198241	0.0016302972776695	-6.904582163480013e-05	4.767325485224634e-09	2.6578692135765825e-06	-0.0016962416530874	-4.910239637869992e-05	2.877235745668675e-06	2.411045330130962e-09	0.0009348842674912	-8.051963533539999e-05	8.740085936025575e-07	6.483411674545795e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0
875.5467847973727	1.7683933040210604	3.1272148777065225	766582.1723690168	1035.0399471185146	-0.501670250525649	1071307.6921310977	0.2516730402624674	824.3086789112508	1.5876215154474949	679484.7981284116	2.5205420763118003	853.4948593916369	620.7101190779542	0.995208	18.338488	0.0751747845598748	0.0402210309643565	-0.0156247643	-0.059986419	-0.0358752861	0.1114055666	-0.0321900484	-0.0570221905	-0.0069724563	0.0042184945	0.0648234716	-0.0949111873	0.0683461588	0.0660115693	-0.1185605714	-0.1137630698	-0.0337757412	-0.0262120047	-0.15728062	-0.1569557194	-0.0892126471	0.0219476333	-0.0174609801	0.1186352737	0.0594388591	-0.0406870244	-0.0545142737	0.0806833094	-0.072884971	0.0296549459	0.0424459691	-0.0498440355	0.0677714735	0.0259647186	-0.1000369481	-0.0757502958	-0.0409271271	0.0394074212	0.1862052783	0.1711138959	-0.1360979137	0.073848288	-0.1407594033	0.0554820401	-0.0269448002	-0.058520983	0.0384035073	0.096191427	0.006218972	0.0702246292	-0.0917319461	-0.0067055373	-0.0158084428	0.1184040982	0.0996967905	0.0912723386	-0.1341354601	-0.0157147817	-0.0623557032	0.0673374728	0.028436301	-0.0628510471	-0.1238561287	0.1512620053	-0.0001653134	0.1071810264	0.0683596561	-0.0982814609	0.0064995091	-0.0287595016	0.0956696116	-0.0446565111	0.0811473588	-0.0224555854	0.1149466254	0.1114302589	-0.019142353	-0.0733780831	0.0298790062	-0.0796296788	0.0372262457	0.0738989913	-0.0696249075	-0.0081909032	0.050771895	-0.03377535	-0.0184143055	-0.0134363943	0.0025537087	0.0071917828	0.0316783904	-0.0376523825	0.0425938979	0.0107051201	-0.0915213349	0.0865940529	0.1108032533	-0.0730418673	0.0875862595	0.041216494	-0.0481198008	-0.0063036709	-0.0004883222	-0.0044728569	0.0474093042	-0.0627226164	0.0493969466	0.1277634447	0.1237830955	0.1172407796	0.1082719048	0.0217913332458294	-9.555887764639906e-05	9.131499097039464e-09	0.0004748622046307	-0.0020112916705841	0.0201857102440357	4.0452941841609804e-06	0.0004074628980561	-0.0333152363190976	0.0147207899510276	0.0002167016567822	0.0011099049709973	0.0011136461703145	-0.000516651107355	2.6692836673114775e-07	1.2402077926561525e-06	-0.0014600088651604	0.0002362327879269	2.131625886346959e-06	5.580593009176295e-08	0.0008843136530299	-5.057061446129998e-05	7.820106369350863e-07	2.5573870469934424e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0
876.8528098550323	1.3060250576596673	1.705701451234937	768870.8501506655	1037.5958494528743	2.555902334359644	1076605.1468018317	6.532636742785075	824.0323453317166	-0.2763335795342527	679029.3061528894	0.0763602471782131	853.2336325559319	627.0419661894504	0.957122	17.636686	0.0927377559218766	0.0539180037160531	0.0026669156	0.047827457	0.0419918158	0.089120774	0.0602579334	-0.0567297182	-0.059669373	-0.0242862451	-0.0042142819	0.0196652239	0.1274119434	0.0227183588	0.0103579159	-0.0433306845	0.1630760586	0.0038817538	-0.1458914336	-0.0603391019	-0.0099167511	0.0930553426	0.0703485219	-0.0064546173	-0.1065522616	-0.1209356955	-0.0026250322	-0.0105469971	0.0852721601	-0.046396557	-0.0832678089	-0.096906355	0.1044626109	0.1084304368	0.0240222316	-0.1038548809	-0.1069247069	-0.0046396187	-0.0136501509	-0.0219865532	0.0963547579	-0.0737748449	-0.0884416889	0.152788745	-0.1470296609	-0.0048274206	0.0373447746	0.016984296	-0.0936604057	-0.0431466791	0.0609830898	0.0010994155	-0.057147916	0.0543547359	0.0529160084	0.1730623064	-0.0441440853	0.1064298413	-0.0105510479	-0.0856933116	0.0521065132	-0.0661709154	0.0751485749	-0.0098970445	-0.0684394337	-0.0325905832	-0.0501873317	-0.0335205067	0.0427359868	0.0534734541	0.0433882702	0.0832200288	0.1103264501	-0.1288508256	0.1465972942	-0.0165619208	-0.0170590625	0.1832070553	-0.0058267402	-0.1072027845	-0.0223666133	0.029440561	-0.0177520573	-0.001873204	0.0499518985	-0.0678829427	-0.0037410078	-0.0087013037	-0.0271784598	0.017418845	-0.0011936768	0.0571441493	-0.1373593821	0.0100863811	-0.0182587843	-0.0065435116	-0.0857602768	0.0147704645	0.0827752964	0.0605606685	-0.0220453722	-0.0179318745	-2.4699e-06	-0.0145600803	-0.0656891835	0.0237168535	-0.0034053856	0.1272347401	0.1216944932	0.1126387502	0.1003291122	0.0218115101367999	2.017689097049899e-05	4.0710692923540364e-10	0.0004757419744477	-0.0473457930359586	-0.0453345013653745	0.0022416241182038	0.0020552170140471	-0.0483122036229843	-0.0149969673038867	0.0002249090283138	0.0023340690189086	0.0005952399588931	-0.0005184062114213	2.687450000402892e-07	3.543106086630594e-07	-0.0014602025151309	-1.936499705000594e-07	2.1321913851946063e-06	3.7500311074673875e-14	0.0010134359988709	0.000129122345841	1.027052523807459e-06	1.6672580195482838e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0
875.7785943812289	-1.074215473803406	1.153938884158676	766988.146376361	1039.4044997386443	1.80865028577	1080361.7140769414	3.271215856215902	823.1242653656884	-0.90807996602814	677533.5562338042	0.8246092247016679	852.1934172531654	624.856709761411	0.983091	18.115208	0.0652001837170912	0.0373054268788185	-0.0154637894	0.0647441311	0.1001857799	0.0339981052	-0.1188454041	-0.1319462153	0.0077553954	-0.0752881793	-0.0225953499	-0.0239796713	0.0319432969	0.1075614629	0.0515570672	0.1917379892	-0.0003841469	-0.0203099919	-0.0238475569	0.0170910656	-0.0723352054	0.0681704831	0.1142144528	0.0894526382	-0.0356205154	-0.0085622889	0.0684003076	0.1305576525	-0.0799077054	0.025277576	0.0495687818	-0.0432279027	0.0785390972	-0.0376280051	0.0838416009	0.0491759589	-0.069687779	0.1708160526	0.0635131941	0.0271689193	0.1493744441	-0.0568152503	0.0802569239	0.012074798	0.001621811	-0.1815876006	-0.0357820313	-0.0992151538	-0.075587581	0.0362142985	-0.0265927535	0.0050255668	0.0038727644	-0.0550412345	0.038905787	0.1184159626	0.0549927698	0.0238405037	-0.077277114	0.0505181901	-0.1474729447	0.0474551614	-0.1560929356	-0.0161574366	0.0085588169	0.0126489343	-0.0113679571	-0.0194033517	0.0130987817	-0.0220126903	-0.1038514987	-0.0621638778	0.0516978164	0.1290624453	0.0117904859	-0.1444141256	0.0272646819	0.0453347243	0.0625427758	-0.0336728681	0.0442588149	0.1264602871	-0.0021994683	-0.0089295273	0.0647243189	-0.0405232799	-0.0027708317	-0.0042882893	0.0071665223	-0.0263752886	-0.003635741	0.0790293291	-0.0011178865	-0.1867692804	0.0012198284	-0.0582379818	0.0849936702	0.0147281559	0.0530527696	0.0174578553	0.0300046637	0.0951085704	-0.0367384056	-0.0299345075	-0.1340648976	-0.0917283821	0.0324449861	0.1266188352	0.1192723348	0.1073422654	0.0912870929	0.0216339494428581	-0.0001775606939418	3.15278000330936e-08	0.0004680277684961	-0.0186007528464671	0.0287450401894915	0.0003459880064553	0.0008262773354954	-0.0297243247101164	0.0185878789128679	0.0003455092424794	0.0008835354794724	0.0006720383183728	7.679835947970001e-05	5.897988018773229e-09	4.51635501361341e-07	-0.0014602535453041	-5.103017319992021e-08	2.132340416573193e-06	2.604078576813854e-15	0.000736491310108	-0.0002769446887629	5.424194498645982e-07	7.669836063397962e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0
874.9403811639273	-0.8382132173015862	0.7026013976590761	765520.6705912785	1035.1406842745268	-4.263815464117442	1071516.2362403355	18.18012231204704	822.7228709617061	-0.4013944039822945	676872.9224034721	0.1611174675483014	850.9699357006155	620.8414005311823	1.022109	18.834181	0.0898746575323412	0.0520563705835623	-0.0523747007	0.0101180806	0.1746468828	-0.0932357329	-0.0612977083	0.0490872729	-0.0373394612	-0.0244017091	-0.195893823	0.0069490633	-0.0719607517	-0.066557537	0.0376137698	-0.0039002599	0.0315501819	0.0257858493	-0.0546158446	0.2123349789	0.0028238304	0.0570868675	0.0466595087	-0.1289587076	0.1001940211	-0.0545120718	-0.0253720868	0.0631719702	0.0329407916	0.0364879387	-0.0551165754	-0.040592726	-0.0730636045	0.0691620476	-0.1911340094	0.0198388035	0.1407264647	-0.025598983	0.0483309856	0.0578591139	0.0366120343	0.0639189078	0.0905430666	-0.0096879901	0.1556562356	0.000886112	0.0443812749	0.0680113617	-0.0971522964	-0.0070219336	0.0439028724	0.0451798163	0.175212094	-0.0471126448	-0.1483391785	0.0698372871	0.1106587576	-0.0167303832	0.0480629841	-0.0732425369	0.0506933098	-0.0915267037	0.0092451033	0.1057868334	-0.047282737	-0.0204490103	0.0987696915	0.0243508359	0.0865486437	-0.0038773056	0.1436419477	-0.1283937823	0.0243916165	0.0002902589	-0.0425645083	-0.0350925494	-0.0242443905	-0.0231679051	-0.0782302812	0.0191026047	0.0955744327	-0.0006472959	0.2710469365	-0.0032028749	0.1068958576	-0.015144834	0.0246241213	-0.0067381053	0.0562626216	-0.049374162	-0.0588487085	0.1437575098	-0.0745768343	0.0989090085	-0.1095518437	-0.0740200102	0.0441696947	-0.0651922495	-0.0231944505	-0.0799157172	0.0075681242	-0.0893053632	-0.086871713	0.0574779706	-0.0468329161	0.0424526921	-0.1071422999	0.1259161521	0.1165232592	0.1013839798	0.0812449131	0.0256510107539185	0.0040170613110603	1.613678157681829e-05	0.0006579743526976	-0.0212053536272094	-0.0026046007807422	0.000449667022455	6.7839452270433946e-06	0.0064089673864771	0.0361332920965935	0.0013056147977377	4.107486296092711e-05	0.0001531839800566	-0.0005188543383162	2.692098243895418e-07	2.3465331745980823e-08	-0.0018759463396864	-0.0004156927943823	3.5191746693828017e-06	1.7280049930136519e-07	0.0007286443759276	-7.846934180399967e-06	5.309226265709217e-07	6.15743760315293e-11	0.0	0.0	0.0	0.0	0.0	0.0	0.0
876.0915373392271	1.151156175299775	1.3251605399308062	767536.3817974103	1039.969700935559	4.829016661032256	1081536.9788639962	23.31940191252712	823.2791250775406	0.5562541158344629	677788.5177884407	0.3094186413827801	852.005006987473	628.6456219144534	1.044684	19.25017	0.057520032372093	0.0289040033875517	-0.0429516624	-0.1583830878	0.026553138	-0.0049032894	-0.0370302097	-0.0560051376	-0.0248380321	0.1145823657	-0.0678464634	0.0284142831	-0.0315564899	0.1164220594	-0.068637717	-0.0392050904	-0.0552699084	0.0147795693	-0.187342877	0.1124934708	-0.0300575164	-0.1028640856	-0.0392886931	0.0684769483	-0.0284616561	0.1334537151	-0.0335057998	-0.0235846588	-0.069555908	-0.0747230924	0.0740916823	-0.0472636624	0.0894357784	-0.0922328015	-0.0955897523	0.1098465453	-0.0474683803	-0.0700705379	0.1249317391	-0.0072722204	0.0553271964	0.0495994801	0.0735148091	-0.0920952188	-0.1823670904	-0.0817061047	-0.005665101	0.0009739253	-0.017595409	-0.0473963885	0.2568672038	0.0273522651	0.1160664825	0.178627985	-0.0872412653	-0.0355900815	-0.0502092951	-0.0046305496	-0.0978162021	-0.0454866789	-0.0321464151	0.0479715698	-0.0746168311	0.1464405173	-0.0371451242	0.0144561446	-0.0594311538	-0.0563229816	-0.0031510555	0.0049805788	-0.0419254704	0.0151175877	0.0506842774	-0.0690471865	-0.1092124336	0.0042043226	0.1431710453	-0.0680700758	0.1921028919	0.0386150576	0.0003760308	0.1476743359	0.0919183347	0.000680832	0.10718185	-0.0141420991	-0.0658956689	0.0008543842	0.0551946219	0.0778455971	-0.0436140948	-0.0262602997	0.0621014968	-0.0180358981	0.0573318251	-0.0579260716	0.1362811099	0.0125235877	0.0641841554	0.0039870366	-0.011983314	0.0628471251	0.0062221458	0.0351213297	-0.1205889998	-0.0342485574	0.0073501899	0.1251271724	0.1134548014	0.0948006283	0.0703125971	0.02188897417372	-0.0037620365801985	1.4152919230751626e-05	0.0004791271903777	-0.0264020524453485	-0.0051966988181391	0.0006970683733269	2.700567860644833e-05	-0.0063489734023534	-0.0127579407888305	0.0001627650531713	4.0309463263790905e-05	0.0001697400934037	1.6556113347099998e-05	2.741048891620227e-10	2.88116993086968e-08	-0.0014609164099268	0.0004150299297595	2.13427675679341e-06	1.722498425962585e-07	0.0010131254565194	0.0002844810805917	1.0264231906476423e-06	8.092948521467815e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0
