global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14
870.6084078417819	n/a	757958.9998048024	n/a	1033.959623336792	n/a	1069072.502690761	n/a	823.6010780334473	n/a	n/a	678318.7357378565	843.7160423608544	691.749695361467	n/a	n/a	n/a	n/a	-0.0127785486	0.0103212388	-0.0496256298	0.094258093	-0.0165066441	0.0429183288	0.0746906113	-0.0120584436	0.0760481904	-0.0503284546	0.1174303229	-0.0109502616	0.0424812109	-0.0003690517	0.0200834585	-4.21565e-05	0.0208503472	-0.1010907479	0.0241751689	-0.1323256845	0.0093238244	-0.0032437522	0.053396364	-0.0198119616	0.0153996544	0.0463227335	-0.0066242247	0.022587812	-0.0069805753	0.0522127238	-0.0491225143	0.034159066	-0.1333234843	0.0186658006	-0.0602159725	-0.0027837917	-0.0090480628	0.0347207253	-0.0288398636	0.1113730339	-0.072142713	0.0728718147	-0.0174320151	0.0170706196	-0.0196790348	0.0537153882	-0.0113782884	0.0240780895	0.0391830419	-0.0496456758	0.0424849676	-0.0568671757	0.0652766676	-0.0575000326	-0.0027983003	0.0097353082	-0.0256523769	0.0025450868	-0.0341828374	0.0025009422	-0.0334085814	0.0258608586	-0.001995407	0.1063201177	-0.0585598952	0.0121363239	-0.0290282035	0.0482666051	-0.0086508854	0.0410257351	0.0427727176	-0.0173649412	-0.0235764926	0.0382748658	0.0639291185	-0.0459660585	0.0391995798	-0.0280838305	0.1290883846	0.1290552057	0.1289999139	0.1289225186	0.0001643974933642	n/a	2.702653582443218e-08	n/a	-0.0465499599374084	n/a	0.0021668987701743	n/a	-0.0249494948888155	n/a	0.000622477295207	n/a	0.0009235982687881	n/a	8.530337621083755e-07	n/a	0.0003167160710422	n/a	1.0030906965640789e-07	n/a	-0.0006156464082603	n/a	n/a	3.79020500003808e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
867.0576110798132	-3.550796761968627	751788.9009314326	12.608157644806886	1018.2000013055472	-15.759622031244817	1036731.2426586164	248.365686567697	823.0119765102863	-0.5891015231609344	0.347040604590533	677348.7134793681	842.9614853382822	685.3390916423164	0.920114	20.56249	0.1207314860292304	0.061153016194735	-0.0152787306	-0.0039955684	0.018171885	-0.0397283305	0.110404658	0.0239978462	-0.0089981446	0.0075892621	0.0218950364	-0.0066185137	0.008680819	0.0426285878	0.0667605958	-0.0126551152	-0.0168439123	-0.0017890313	0.0207354281	-0.0015631674	-0.0966313173	0.0641820738	0.0287860263	0.106257371	-0.0591347817	-0.0058861314	0.0331374611	-0.0268953244	0.0901971372	-0.0178692561	0.0589402823	0.0319916343	-0.1440781303	-0.04665139	-0.0413226095	-0.092075897	-0.0589729898	0.012124309	0.0208778695	0.0124297177	-0.0111021169	0.0455671896	0.0649872632	-0.0052629456	0.0558983912	-0.1664421976	-0.0670355698	-0.0182500002	-0.0059342227	0.0128805633	0.010107637	-0.0591486741	0.0151290519	-0.0819829489	0.0105423928	-0.0066616075	0.01178116	0.0063841441	-0.0355206332	8.6571e-05	-0.0132752946	0.0214782417	0.0355629852	0.0574673455	-0.0539714334	-0.053692009	-0.0784961635	-0.0744499327	-0.050038147	0.004417902	-0.1063584867	0.0179473713	-0.0092596331	-0.0469855863	0.0618113322	-0.0351428256	0.0716480412	-0.048892296	-0.0699696263	-0.1489379454	0.1289999139	0.1287014744	0.1282045865	0.1275100165	0.0215635117452706	0.0213991142519064	0.0004649850387884	0.0004579220907661	-0.0351777640281341	0.0113721959092743	0.001237475082019	0.0001293268397989	0.0155504549112492	0.0404999498000647	0.0002418166479467	0.0016402459338077	0.0002861617543177	-0.0006374365144704	8.188854963418368e-08	4.063253099801725e-07	0.0005749197866076	0.0002582037155654	3.305327610329284e-07	6.666915873177801e-08	-0.0005620821169364	5.356429132389999e-05	2.8691333050316274e-09	3.159363061797049e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
867.2681316704443	0.210520590631063	752154.012211143	0.0443189190796516	1027.7180813427628	9.518080037215668	1056204.4547188496	90.5938475948434	823.2784852385521	0.2665087282657623	0.0710269022418339	677787.4642566849	843.2093664359762	686.5307688085502	0.914103	20.428156	0.0928098204355191	0.0548878733293283	-0.0229616031	-0.0536138277	0.033200473	-0.0185141297	-0.0171501208	0.0371090631	-0.0222978207	-0.011823858	-0.0930398218	-0.0247532376	-0.0557741179	-0.0438411033	0.1566086986	6.49197e-05	-0.0279154004	0.0346219395	-0.0054212022	0.0425301033	-0.0027983138	0.0362288605	-0.0199549433	0.0172199724	-0.0266378113	-0.1115940649	0.0881398704	-0.0317010803	0.0230935871	-0.0369862303	-0.1263454069	-0.0556500007	0.0011934961	-0.0090054358	0.0939882458	-0.1118993552	0.0901643245	-0.0024123578	0.0361363023	-0.0385966589	-0.004036649	-0.0147090139	0.0082923189	-0.0749727774	0.0046338591	-0.0439916917	-0.0187006923	0.0548374477	-0.0820874232	-0.0429210439	0.0421446721	0.0964779574	-0.1600333675	-0.048705062	-0.0099067119	-0.1130808804	0.0144840271	-0.0056347216	0.0083918771	-0.0088478764	0.0296108886	0.0036347069	0.026994877	0.0568740455	0.0217233626	-0.0619228873	0.0615557985	-0.1157126738	-0.0890151287	0.0295844658	0.0429745898	-0.0999451622	0.0239316366	0.0757657933	0.0153061983	-0.013165015	-0.017289419	-0.0279541895	-0.0672438857	-0.0786443697	0.1288230331	0.1279949812	0.1266188352	0.124700488	0.0068112788398195	-0.0147522329054511	4.639351943377287e-05	0.0002176283756966	-0.0291668509220812	0.0060109131060528	0.0008507051927109	3.613107636851851e-05	0.0445951146577243	0.029044659746475	0.0019887242513355	0.0008435922597885	-0.0004918288803818	-0.0007779906346995	2.4189564757761496e-07	6.05269427680131e-07	0.0005516527058608	-2.326708074680008e-05	3.043207078835423e-07	5.41357046478115e-10	-0.0006208646950409	-5.878257810449999e-05	3.455391488611641e-09	3.8547296954822973e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
868.4792532620334	1.2111215915890623	754256.2133465791	1.466815509613224	1022.7924973718052	-4.925583970957632	1046104.4926800542	24.261377454954754	823.469869941473	0.1913847029209137	0.0366281045121263	678102.6267014265	843.7977322892532	686.3057466204316	0.911801	20.376717	0.1147606598817929	0.0590753688753307	-0.0197462593	-0.009503531	0.0026362773	-0.0175930435	-0.0891189809	0.0146970185	-0.0340182752	-0.0419353562	-0.040905883	-0.0496935185	-0.0059634661	-0.0997029424	-0.0453459806	-0.0119934887	0.0563356857	-0.0202800183	-0.01938402	-0.0632705704	0.0096590696	0.0237683561	-0.0355426401	-0.0471991229	0.0584573081	-0.1167287918	-0.0963527697	0.0505336661	0.0071177375	-0.1428381119	0.0119844986	0.1308459128	0.0044119539	0.0089027975	0.0046169417	0.0306108639	0.0003561955	0.0127733283	-0.0323332174	0.0175472449	0.0386984012	0.0327353135	0.0036481519	-0.0390576364	0.0239222061	0.1074900551	0.0218073563	0.072297468	-0.038454518	0.0115406198	0.0258461405	-0.0288129769	-0.0531598174	-0.0052005742	-0.0197032569	0.0706138064	0.0141162919	-0.0043496038	0.0129786242	0.0054700752	-0.027707887	0.0092933156	-0.0694149517	0.0538195425	0.0531382992	0.0348595146	0.00452476	-0.0414673547	-0.0700776069	0.0283299675	0.0258346662	0.015977503	0.0217703189	-0.0481019785	0.0297716163	-0.0998531272	-0.0205105634	0.0180729822	-0.0001975499	0.0490369313	0.1285578634	0.1269376627	0.1242524367	0.1205247148	0.0133096667924945	0.006498387952675	0.0001771472301272	4.222904598347158e-05	1.857611307798379e-05	0.0291854270351591	3.4507197708604046e-10	0.0008517891512246	0.0091323536296243	-0.0354627610281	8.339988281651212e-05	0.0012576074197361	4.244187714174102e-06	0.0004960730680959	1.8013129353146388e-11	2.46088488890153e-07	0.0008689988136347	0.0003173461077739	7.551589380985161e-07	1.0070855211924381e-07	-0.0005620021935936	5.886250144730005e-05	3.4647940766333997e-09	3.158464656040182e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
869.9758837105138	1.4966304484804596	756858.0382378894	2.2399026993188214	1014.39578164857	-8.396715723235161	1028998.8018264134	70.50483493682458	824.0276862978935	0.557816356420517	0.3111590874902612	679021.6277854596	843.0927273541378	686.4776171957582	0.957154	21.390263	0.0548528523875621	0.0289175966924163	-0.0208127669	0.0458705272	0.0199391435	-0.1370968761	0.0327901551	0.0222901684	-0.0709285384	-0.0438313421	0.0737603063	-0.017310146	-0.0064655872	-0.0664802984	0.1023760828	-0.007014225	0.0928174183	-0.0309508855	-0.0262300398	0.0643521513	-0.0699332388	0.0206565062	-0.0146851663	0.0408792161	0.0942389849	-0.0261248087	0.0745403318	0.0207455593	-0.0230179228	0.165861078	0.066225834	0.0974547447	0.0321907608	-0.0664822411	0.0799451679	0.0268088167	-0.053376726	0.0126202117	-0.0745081623	0.0344901583	0.0541363607	-0.0365395556	0.0365082678	-0.0235699961	0.0186975426	-0.0485743483	-0.0234945778	0.0682587526	-0.0150784732	-0.1120878655	-0.0066902042	-0.0897534813	0.1089232519	0.0206505951	0.0685478811	0.0584531969	0.0110994293	-0.0103212716	0.0119468973	-0.0283354871	-0.0192845777	0.0553843226	0.002062117	0.0090198366	-0.0743153786	-0.1417723274	0.0334905742	-0.1087135571	-0.0951497567	-0.0850123296	0.0221820917	-0.0701606349	-0.0274950466	0.0018519674	0.1125450229	-0.113638961	0.0340704505	0.0495996337	-0.2544364089	-0.1120165608	0.1282045865	0.1255324169	0.1211199807	0.1150284477	0.0122154740709703	-0.0010941927215242	0.0001492178067785	1.1972577118365367e-06	-0.004508774210862	-0.0045273503239399	2.032904488453425e-05	2.0496900955679475e-05	0.0163193586672036	0.0071870050375793	0.0002663214673088	5.165304141019024e-05	-0.0003038272547253	-0.0003080714424394	9.231100071391232e-08	9.49080136467382e-08	0.0004851078341228	-0.0003838909795119	2.3532961072731407e-07	1.4737228415060606e-07	-0.0007109258577326	-0.000148923664139	2.217825774058568e-08	5.054155751928329e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
868.6759429494424	-1.2999407610714115	754597.8938591029	1.6898459822949208	1019.1059294733508	4.710147824780734	1038576.8954877424	22.18549253128668	823.3840907812119	-0.6435955166816711	0.4142151890927472	677961.3609516029	843.3351953907269	692.1538733849519	0.841531	18.80633	0.0848075704336859	0.0431938806349597	-0.0110845772	0.0198760265	0.0082546711	-0.053606721	0.0519062639	0.0106061008	-0.0188595914	0.0150985838	0.0186937818	-0.0326536912	-0.1519136297	-0.0103440468	0.0634265205	-0.0067345151	-0.0170135585	-0.0192992214	0.0171081072	0.0645778854	0.0474799312	0.0724378647	0.0057740316	-0.0256668119	0.0637934167	-0.1278124962	0.1365614269	0.0431711155	0.0333747599	0.1032488621	-0.0014328681	-0.0407511017	0.0441872099	0.0345707276	0.0456024738	-0.0765345141	0.0960856622	0.006408221	0.0260944955	0.0106071614	-0.0153383375	-0.1012141816	0.0211972834	-0.0953704076	-0.0460301825	0.0320049386	-0.0694946038	0.04083054	-0.0778006106	-0.0785485983	-0.0411479961	0.0454523655	0.0665799963	0.0141878746	-0.0375695449	-0.0771315286	0.0102689361	-0.008022053	0.012068284	-0.0152924852	-0.0002627289	0.0307070378	-0.002180907	0.08237538	-0.0279350663	-0.041034104	0.0359647545	-0.0763893992	-0.0235868654	-0.0081688958	0.1368708363	-0.0238321196	-0.02987792	0.0530397446	0.0742919306	-0.0339923901	-0.0288892074	0.0516590589	-0.0846372352	0.062305979	0.1277634447	0.1237830955	0.1172407796	0.1082719048	0.0074589693727489	-0.0047565046982214	5.563622410360612e-05	2.262433694420225e-05	-0.026920345654787	-0.022411571443925	0.0007247050101732	0.0005022785345861	0.0214421153177681	0.0051227566505645	0.0004597643093004	2.624263570090282e-05	-0.0008629290580189	-0.0005591018032936	7.446465591733861e-07	3.1259482644615545e-07	0.0001618793608717	-0.0003232284732511	2.6204927476230082e-08	1.0447664592023705e-07	-0.0008789303340074	-0.0001680044762748	2.822550404836984e-08	7.725185320383597e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
867.6039844191686	-1.0719585302738324	752736.673780017	1.149095090626835	1019.8452062935664	0.7392768202156503	1040084.244799967	0.546530216908163	823.1260167956352	-0.2580739855766296	0.0666021820314064	677536.4395258484	843.6054229054117	687.9693514881392	0.887065	19.823929	0.1042687013652004	0.0718484824505548	0.0013702893	-0.0243881255	-0.0411733248	0.0608555872	-0.0370220383	-0.0036886095	-0.0050035181	0.0665136509	-0.004505716	0.0186208461	-0.0867166069	0.0561439252	0.0344783442	0.0034883277	-0.030494711	0.0161834568	0.0085238184	0.0107427624	0.1245558124	-0.0427787749	-0.0056621878	-0.0743196588	0.0366454062	-0.0648428242	-0.0522343902	-0.0030584751	-0.1181138477	0.0647213825	0.0297003511	-0.040872573	-0.0490494558	0.1183168759	0.0494553091	0.1306831963	-0.0785279533	-0.0053866018	0.0335971817	-0.0126445832	-0.045985921	-0.0048052925	-0.0662932784	-0.0269434905	-0.1288707007	0.0728301618	0.0232143691	0.0740209343	-0.0304241747	0.0330259099	-0.0744401559	-0.0243807639	0.0511739576	0.0761255795	0.0925265969	0.058149539	0.0020720001	-0.002447493	0.0064321159	-0.00363432	0.0120954733	-0.0093775496	-0.0296686952	0.0210899465	0.0416550417	0.0731313019	0.0147911105	-0.008778998	-0.0204441112	0.0622611943	0.0547614369	-0.0368898288	-0.0222696158	0.0257965551	-0.0458345494	0.0015379745	0.0063543515	0.0488856441	0.0336428914	0.0922179242	0.1272347401	0.1216944932	0.1126387502	0.1003291122	0.0159156175167822	0.0084566481440333	0.0002533068809405	7.151489783198185e-05	-0.0271018489283818	-0.0001815032735947	0.0007345102153368	3.29434383256285e-08	0.0053548742858708	-0.0160872410318973	2.867467861748031e-05	0.0002587993240183	0.0004100452166472	0.0012729742746661	1.6813707969524918e-07	1.6204635039616836e-06	0.0001608848191376	-9.945417341000002e-07	2.5883925028938263e-08	9.891132608666356e-13	-0.0005620329720941	0.0003168973619133	1.0042393798760905e-07	3.1588106172092735e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
867.462072582299	-0.1419118368695535	752490.4473687778	0.0201389694436907	1022.446786157016	2.601579863449615	1045397.4305228108	6.768217785906518	823.0890739560127	-0.0369428396224975	0.0013647733993735	677475.6236657666	842.832749948061	683.7078757127713	0.873325	19.516861	0.0513100564372129	0.0278686502856587	0.0016974653	-0.0289682404	-0.0104052086	0.1004477942	-0.0275251432	-0.0429527903	0.0126417086	0.0205592183	-0.0126970663	0.0084551678	0.0655617321	0.0254045216	-0.1017282143	0.0035111614	-0.0215128063	0.0202293991	0.039367429	-0.0188507024	0.0585799577	-0.0161064451	-0.0114400445	-0.0038716722	-0.0772035165	0.0864828032	-0.0830194468	-0.0875677979	0.0439269812	-0.0225773417	-0.0518818568	0.0033450741	-0.0358509933	-0.1163514251	0.0134859292	-0.0411258473	0.0627208107	-0.0024115887	0.0038271968	-0.0102053208	-0.0540418567	0.0333059979	-0.0426839753	0.0352588782	-0.0143226825	0.0405620051	0.049426097	-0.0987775744	0.051742454	0.0720387014	-0.0092563463	-0.0420338771	-0.0934777306	-0.0392585882	-0.0520650291	0.0184429774	0.0061667163	-0.0038880625	-0.0011742987	0.0037048339	0.0002961569	-0.0217855741	-0.0374161148	0.0246914893	0.0266383295	0.1024616937	-0.0331658557	-0.0328682535	0.0180480642	0.0463836675	-0.0294687274	0.0130078451	-0.0116702865	-0.0360150121	-0.0070930163	0.0120487553	0.0226059381	-0.0094833876	0.0445723949	0.0225766548	0.1266188352	0.1192723348	0.1073422654	0.0912870929	0.0064689647272047	-0.0094466527895775	4.1847504641818575e-05	8.923924892683237e-05	-0.0271307298346243	-2.888090624249967e-05	0.0007360765013593	8.341067453880564e-10	0.0232369077237137	0.0178820334378429	0.0005399538805603	0.0003197671198721	0.0001080949836726	-0.0003019502329746	1.168452549517966e-08	9.117394319341523e-08	0.0003379694192231	0.0001770846000855	1.1422332832999952e-07	3.1358955587441475e-08	-0.0005620180190832	1.495301089990842e-08	2.2359253497278005e-16	3.158642537742042e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
866.3829940812715	-1.0790785010275386	750619.4924332285	1.1644104113798397	1016.5262405132426	-5.920545643773494	1033325.5976519866	35.05286072000529	822.7646819651127	-0.3243919909000397	0.1052301637600914	676941.721889153	842.5604447707334	676.846859673879	0.869318	19.427309	0.0515882314402734	0.0303201976098421	-0.0041937348	-0.0350546358	0.0705766302	-0.0784408564	0.0866533641	-0.0495635121	-0.019549109	-0.0178430594	-0.0132063868	0.0397129109	0.0510362428	0.0327387211	-0.0635602129	-0.0152101591	0.0036295218	0.0061430506	-0.0250395048	0.099335131	-0.0854854696	0.1233165997	0.1081159747	0.0441241204	-0.0912989059	0.0823806173	-0.0642606861	-0.0508926023	0.0312541082	0.066834486	0.0929942374	0.079824261	-0.0621961004	-0.1148962782	-0.1295822512	-0.1017050403	-0.0457228256	0.0137655694	-0.0089332417	-0.0101579701	0.0426271711	-0.04261905	0.0979441508	-0.0092725742	0.0260763385	-0.124242812	-0.0476549491	-0.0791894711	0.0809872857	-0.0020345128	-0.0234863293	-0.1417309883	-0.0221907932	-0.0349374618	-0.0432219293	0.0471878373	0.0003322899	0.0061942355	0.031006907	-0.0149138282	0.029164916	0.0165513236	0.0042225457	0.0592768837	-0.0160737248	-0.0276431812	-0.0123783124	-0.0384319161	0.0660252906	-0.022576438	-0.1378564722	0.0807630462	-0.0214237386	-0.0133493905	0.057543357	-0.0139710796	0.030377495	0.013476202	-0.0005895267	-0.0341920991	0.1259161521	0.1165232592	0.1013839798	0.0812449131	0.0001453633267374	-0.0063236014004673	2.1130496760164107e-08	3.998793467199199e-05	-0.0480272399149157	-0.0208965100802914	0.0023066157738448	0.0004366641335357	0.0232478499060135	1.0942182299800152e-05	0.0005404625252525	1.1973135348205972e-10	0.0001902089353893	8.211395171670001e-05	3.6179439101930906e-08	6.742701066532541e-09	0.0007429467075661	0.0004049772883429	5.519698102833081e-07	1.6400660407364934e-07	-0.0005620703345678	-5.23154845999841e-08	2.7369099289311733e-15	3.1592306100115866e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
866.5181781439613	0.1351840626898592	750853.7530539299	0.0182747308053358	1023.070473934042	6.544233420799401	1046673.1946356252	42.82699106590783	822.595340847969	-0.1693411171436309	0.0286764139554529	676663.0947847863	842.1791248122555	678.5216523999804	0.83299	18.615456	0.029507385069701	0.0200245735300951	-0.006313032	-0.0932272566	0.0682148269	-0.0436955679	-0.0319646139	0.0096802484	-0.0098196252	0.0275282421	-0.0700452538	0.0220326719	-0.028922149	-0.0065353314	-0.0029114978	-0.0190658991	0.0028216518	0.0190113736	-0.0109121425	0.1238869109	0.066957529	0.0542422727	-0.0321811891	-0.0014724072	-0.0100697025	0.0444580598	0.1018819486	0.0604954623	-0.0050582291	-0.0245495136	-0.0225455062	-0.0553581414	0.016197938	-0.0222584953	0.0256292958	-0.0604660256	0.0031277255	0.0175229416	0.0135163156	-0.0297151594	0.0160545844	-0.0752081232	-0.0112436961	-0.1021025282	-0.0300931912	-0.033354875	0.0214181248	-0.0240901425	-0.0611075424	-0.0174747704	0.018515769	-0.0049723137	0.026340101	0.0123154503	-0.0555105453	-0.1064288965	-0.002347179	0.0067614172	0.0192321739	0.0024971178	0.0298460241	0.0072982809	0.0087634963	0.0702888854	0.0292298401	-0.0544491786	0.0705346847	-0.0288873903	-0.0252484168	0.0088193154	0.0278678124	-0.0418103574	0.0057496671	0.0368079819	0.0807759869	-0.0411076215	-0.1014363996	0.0721055796	0.0455995256	0.0118290355	0.1251271724	0.1134548014	0.0948006283	0.0703125971	0.000175306188126	2.994286138860002e-05	3.073225959526851e-08	8.96574948136914e-10	-0.0284682888290177	0.019558951085898	0.0008104434688523	0.0003825525675805	0.0232268450062491	-2.1004899764399957e-05	0.0005394863289443	4.4120581411248917e-10	0.0001082499363682	-8.195899902110001e-05	1.1718048723719351e-08	6.717277520540672e-09	0.0007819654976701	3.901879010400006e-05	6.114700395464473e-07	1.522465981180013e-09	-0.0006390422698957	-7.697193532789999e-05	5.924678828122418e-09	4.083750227134487e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
