global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	c_comp_cor_09	c_comp_cor_10	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	w_comp_cor_34	w_comp_cor_35	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09
984.4504535438672	n/a	969142.6954827256	n/a	1216.6214175289624	n/a	n/a	1480167.673590182	895.2458412375756	n/a	801465.1162531745	n/a	953.0921809984292	790.7440837399872	n/a	n/a	n/a	n/a	-0.0843334042	0.1390802463	-0.0704538328	0.1038615981	-0.1640348707	0.0342471931	-0.1614495868	0.1793520802	0.0337796149	-0.0748073347	0.1407687843	-0.2399499352	0.0711441275	-0.3670219987	0.1873746456	-0.2220840294	0.1727780131	-0.0883319667	-0.1586742576	0.0964949061	-0.0511202948	0.0138173403	-0.0927560272	0.0776079607	-0.045140477	0.0477872578	-0.1915786643	0.0030283613	-0.1455661561	0.1443856652	-0.0814873511	0.0860289192	-0.2014739283	0.1424408388	-0.177526916	0.0722018135	-0.0273859932	0.0518963891	-0.0648264037	0.0183968889	0.0467645625	-0.0496090347	0.2347086613	0.0474648614	-0.1391728742	-0.0518671799	0.0620940033	0.0467651669	-0.0020710107	-0.0636092852	-0.0429851183	0.0803407173	-0.1088817698	0.0685000555	0.1861473918	-0.1279357192	0.1242320342	-0.0199465084	0.2121999993	-0.0565216165	0.0558732523	-0.0033997087	0.3279294437	-0.2381421974	0.0508197984	-0.0878065807	0.0991316763	-0.1908147698	0.3113499013	-0.1720943937	0.0433901769	-0.0559769004	0.0658504318	-0.0082149646	0.0127794915	-0.0225490487	0.1003563977	-0.0139796935	0.0026578363	0.0762028433	-0.1146032748	-0.1029154599	0.13439956	-0.0270904154	-0.0915843068	0.1381658476	-0.1864494283	0.0574273322	-0.184702671	0.093989533	-0.0408261447	0.2589409361	-0.0094313293	0.128072896	-0.0187499933	0.0341087587	-0.0082402981	0.0801475061	-0.0415488894	0.2261805803	0.0950890142	-0.2251083909	0.0912958057	-0.080426712	-0.1107032264	0.0074110445	-0.1461924577	0.06585875	0.1290883846	0.1290552057	0.1289999139	0.1289225186	0.0004425772759475	n/a	n/a	1.958746451851096e-07	0.0763892932269385	n/a	n/a	0.0058353241197111	-0.0381325332149344	n/a	0.001454090089388	n/a	0.005104022971716	n/a	n/a	2.6051050495804625e-05	-5.080336415996811e-06	n/a	n/a	2.5809818099703324e-11	-0.0010104943283349	n/a	1.0210987875970009e-06	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
983.4318383072674	-1.0186152365997714	967138.1805964112	1.0375770002332083	1202.1537774490982	-14.467640079864168	209.31260948049209	1445173.704635136	895.2662802433622	0.0204390057865566	801501.7125407864	0.0004177529575428	950.0671797457252	780.132186301767	1.284474	24.796017	0.2378973825510499	0.1453356729170226	-0.0752510591	0.0432926702	0.0674545492	-0.1626953325	-0.1521409072	-0.047759314	0.0009521404	0.0785576245	0.0576025139	0.0858352281	0.0847070153	-0.0044199082	-0.0228346085	-0.0809639779	0.0839619383	-0.0521615748	0.0350420779	-0.0626022367	-0.0006263296	0.0598406615	-0.0978646985	0.0022473414	0.2030215644	-0.0353924163	-0.063191297	0.0990667236	-0.0547399931	-0.0525623853	-0.1531067953	0.025384629	0.0487203029	-0.0057045274	-0.1472067956	0.0791663751	-0.068222664	0.2588337451	-0.093027898	-0.0726840762	0.0765517942	0.0799881283	-0.1055436948	0.0841183593	-0.0415526018	-0.0487888219	0.1146247122	0.0029000967	0.0935197698	0.0160152038	0.0217621461	0.0464919655	-0.0198631637	-0.125772131	-0.0582784994	-0.0508549481	0.0680043791	-0.1454972742	0.0003098225	0.0573820761	-0.0351426183	-0.0462970714	-0.0515605423	0.067415005	0.2349708416	-0.0235398103	0.0082209982	-0.014882607	-0.0360203235	-0.036510323	-0.0916048318	-0.1060491049	0.0324506275	-0.3010872552	-0.0108453804	-0.03333964	0.0530025291	-0.2004556842	-0.0196959175	0.0986252633	-0.0071722538	-0.1051478242	-0.0585787905	0.0445860442	-0.1577676587	-0.1043420751	-0.0660668922	0.066709128	-0.1683453724	-0.0959885439	-0.0655291826	0.0104696984	-0.1836311543	0.0882006307	-0.0844405108	0.0322100853	-0.022407258	0.0051622996	-0.0691952849	0.0790270511	0.0155708465	0.0393882587	0.0551819314	-0.0848918406	0.0303646064	-0.0566993824	0.123691867	0.1240980237	-0.0036962572	0.012846638	0.1289999139	0.1287014744	0.1282045865	0.1275100165	0.0058833446356771	0.0054407673597296	2.9601949462699004e-05	3.461374410215051e-05	0.1161878266462537	0.0397985334193151	0.0015839232623283	0.0134996110607799	0.0686924925533531	0.1068250257682875	0.0047186585331924	0.0114115861303952	0.003605005442824	-0.001499017528892	2.2470535519254786e-06	1.2996064242790663e-05	-2.9331331723447818e-06	2.147203243652029e-06	4.610481769549797e-12	8.603270206709363e-12	-0.0007949979403962	0.0002154963879387	6.320217252342e-07	4.643869321462672e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
981.8476720948564	-1.5841662124109916	964024.8511980888	2.5095825885445877	1198.3121400597977	-3.8416373893005584	14.758177830872013	1435951.9850146922	893.5830798731581	-1.6832003702040763	798490.7206355989	2.8331634862551405	948.9669272576452	797.571525242775	1.190234	22.976772	0.1732007669710936	0.1118029169277458	-0.0357048623	0.088497874	-0.122684402	-0.0711411734	-0.0822373991	-0.0960217543	0.0113333958	-0.0729490891	-0.0947039371	-0.0839275262	0.1930887118	0.045008519	-0.0219300526	-0.0193034123	-0.0294023554	-0.0438595139	0.0050369693	-0.0570851289	-0.0716487161	-0.0378551571	0.0882314134	-0.0660247801	0.0375595871	0.080616298	-0.1562798253	-0.0553277819	0.0112708891	-0.1169916641	0.0702744449	-0.062759305	-0.1149765101	-0.0630779641	0.0359634525	-0.0669234399	0.0703680054	0.0427183301	-0.0371519531	-0.0859291407	-0.1154662182	-0.0792672281	0.0740101567	-0.0555567223	-0.1055969061	0.0162263784	0.0479334073	0.0605767381	-0.0333090999	-0.091577062	0.1034038602	-0.0857920288	0.0299940985	0.1298743639	-0.0137325157	0.0318767966	-0.0077843565	-0.0318309529	0.0538409664	-0.1486292618	-0.001554557	0.1027931951	-0.1025277023	-0.0826189516	0.0559603582	0.0126057584	0.0333176954	-0.0400620176	0.1140113175	0.0784145633	-0.0788686987	0.0402350789	-0.1565462186	0.1121705516	-0.0709447528	-0.0561843374	0.0663916229	-0.031800004	0.1868144849	-0.0387411783	-0.0073163557	-0.1125466271	0.0959127709	0.0452471125	-0.0362151407	0.0052588594	-0.0265277373	0.0162717599	-0.1057891228	-0.0279388302	0.0674485117	-0.033939829	-0.0557168216	0.2218549433	0.1181247075	-0.0097516453	-0.0127244827	-0.0265414286	0.0801417688	0.1155728699	0.0191449125	-0.0237331322	0.0309289948	-0.0388794953	-0.0130543807	0.0941508039	0.0186992936	0.1805516	-0.0258042852	0.0772614896	0.1288230331	0.1279949812	0.1266188352	0.124700488	0.0001840795211762	-0.0056992651145009	3.248162284536696e-05	3.388527011645907e-08	0.1387230062776439	0.0225351796313901	0.000507834321019	0.0192440724707072	0.1064042291871558	0.0377117366338027	0.0113218599889127	0.0014221750799372	0.0016770015629709	-0.001928003879853	3.717198960728606e-06	2.8123342422068413e-06	-1.847536523547077e-06	1.0855966487977049e-06	1.1785200838808073e-12	3.413391205840419e-12	-0.0010110001757223	-0.000216002235326	1.0221213553105214e-06	4.6656965665871854e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
980.5700897153066	-1.277582379549813	961517.7008442844	1.6322167365361615	1200.8786170645935	2.5664770047958427	6.58680421614584	1442109.4529229708	893.4920634710023	-0.0910164021557875	798328.0674856696	0.008283985461384	948.489691468456	777.0052382586754	1.15387	22.274782	0.0656101523143207	0.0488607849833514	-0.0078774635	0.0347908039	0.1160341486	0.0612251783	-0.0521381083	0.0950764849	-0.0422812906	-0.0112685589	-0.0316369349	-0.0443788178	-0.12948538	0.1150037912	0.107490127	0.029318696	-0.0785162697	0.0779316249	-0.0687992358	-0.0276146649	0.0962597315	0.0537677594	-0.0641393762	-0.1880572937	-0.0959763001	0.135770579	-0.0675670331	-0.0753443988	-0.0011176773	0.0632221074	-0.0523828507	-0.0454326195	0.0250157507	-0.011399908	-0.1335058832	0.0593189779	-0.008620096	-0.0485918138	-0.0945674186	-0.0353661133	-0.0054362206	-0.0245675328	-0.0003894636	0.026188768	-0.0607427172	-0.0886288375	0.1175491389	-0.0891290567	-0.1945857123	-0.089043904	-0.0595922372	-0.0137285402	-0.0243719959	0.0149936302	0.0679826544	0.014354567	0.051689732	0.0389454666	0.0024309354	0.1962821361	0.0056418588	0.1105909413	-0.0552717153	-0.1155586949	-0.0375630415	0.0325354191	0.0881358617	0.0047001178	0.0079605388	0.1056897586	0.10859353	-0.1088779045	-0.0940696847	0.1120817258	0.0099869297	0.0904060331	0.0272357052	0.0763133154	0.0024644535	-0.0095210695	0.0121144581	-0.0489993875	0.0495366755	0.0181240001	-0.1605972772	0.0460630715	-0.0022005968	-0.0032649881	-0.0559264074	-0.0309614093	0.1435185143	-0.0095864197	-0.0157309111	0.113464804	0.0362667031	0.0632583922	0.0390610153	-0.0694402638	-0.0264173341	0.0602608948	0.0092529347	-0.0278926426	0.1368182123	0.0878445774	-0.19125421	-0.1200486815	0.0801874966	0.0216417388	-0.0483921423	0.0893150112	0.1285578634	0.1269376627	0.1242524367	0.1205247148	0.0059456719120163	0.0057615923908401	3.319594687818654e-05	3.5351014485339564e-05	0.1397300336117695	0.0010070273341256	1.0141040516761323e-06	0.0195244822931462	0.1163393367104674	0.0099351075233116	0.0135348412662315	9.870636149976275e-05	0.0007849564230464	-0.0008920451399245	7.957445316629207e-07	6.161565860817988e-07	-8.739694757231575e-05	-8.554941104876868e-05	7.318701730791184e-09	7.638226444958108e-09	-0.0010104662253747	5.339503475999211e-07	1.021041992622994e-06	2.851029737020766e-13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
982.7834462770668	2.213356561760179	965863.3022762282	4.898947269486841	1199.092604963747	-1.7860121008466194	3.189839224370555	1437823.0752787443	894.5536495548351	1.0615860838328215	800226.2319318748	1.1269650133875069	949.2435558445924	778.9173446289481	1.087727	20.997942	0.1163786745853021	0.0533613528273781	-0.0556096665	0.0205890195	0.0856731729	-0.1068876912	-0.0090207339	-0.0006610859	0.1338385794	0.0184264906	-0.1100403706	0.0303208952	-0.0997959595	0.0182583173	0.08949898	-0.0231851863	0.1426596056	-0.0975974692	-0.0621719919	-0.0743112223	0.0935687151	-0.013262764	0.0091381698	-0.0386247068	0.092795419	-0.0318466306	0.0045203451	-0.030993617	-0.0971977503	-0.0724580517	-0.0361885847	0.0355264253	-0.0561581027	-0.1186555693	0.1268081041	-0.1731926708	0.019256087	0.0142249924	-0.0092850287	0.0260221289	0.0210160216	-0.1372735965	0.104532805	-0.0536607215	0.1073074122	-0.0995751956	-0.0303436915	-0.1309297602	-0.1570803073	-0.0053096379	0.0058679875	0.0187139842	-0.0980732105	0.0607566627	0.070744579	-0.0112885755	0.0362155309	-0.0417763487	-0.1005638825	-0.0116479187	-0.0784786132	0.091916476	-0.0520885177	0.0096810206	0.0336359109	-0.1986173127	0.0406124399	0.0791669286	-0.0176555626	0.0062921866	-0.0662351105	0.0445487588	-0.0477421542	0.1281658801	-0.1728144088	0.0230648325	0.1040518736	0.0134014069	0.034166506	0.0063310129	0.0038893198	0.0069905933	0.1453670768	-0.0874467339	0.1393286689	-0.0108186296	-0.0338195131	0.0217759976	-0.0712090089	-0.0423932642	0.0483389722	0.0570135496	-0.0474965829	0.1267708901	-0.1215114596	-0.0805919837	-0.0003952325	-0.0531717922	0.0095754076	0.0679228006	-0.0356154107	-0.1153989208	0.1018688405	0.026282168	-0.0944495915	-0.0021761385	-0.0049625859	0.0466631343	0.0248497301	-0.0524390865	0.1282045865	0.1255324169	0.1211199807	0.1150284477	-0.0032771891262228	-0.0092228610382391	8.50611657306688e-05	1.0739968569032958e-05	0.1293764313518437	-0.0103536022599257	0.0001071970797567	0.0167382609893383	0.1013256588721844	-0.015013677838283	0.0102668891458822	0.0002254105222317	0.0015608736493305	0.0007759172262841	6.020475420444112e-07	2.4363265491743125e-06	-0.0004709170933134	-0.000383520145741	1.470877021892625e-07	2.217629087747415e-07	-0.0005341329284228	0.0004763332969519	2.85297985225516e-07	2.2689340978506698e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
982.863835885314	0.0803896082471737	966021.3198911934	0.006462489114134	1198.977464545263	-0.1151404184838611	0.0132573159686386	1437546.9604873876	895.0755659778666	0.5219164230314846	801160.2688105983	0.2723967526299795	950.2468489820084	791.2799250393698	1.188003	22.933704	0.0877217914384487	0.0392326818396845	0.0011051953	0.0546353209	-0.0801618495	0.0058759997	-0.0137052298	0.1032946523	-0.0024858745	-0.1288132686	-0.0079063884	-0.0538101599	-0.0263663855	-0.047667885	-0.1564870733	0.0141869504	0.0231593852	0.0205878597	0.0248130426	-0.0356303514	-0.0224796482	-0.1934238512	0.14227018	0.0126932511	0.0089436344	0.0667584333	-0.1031347397	0.0159473331	0.0120254743	0.1222916572	0.054527285	-0.0258535202	-0.0450328078	-0.0610177726	-0.0311517012	-0.1866859718	0.1831332027	0.1749749142	0.0953741912	0.0587417385	0.0618310183	-0.0809821009	-0.2259288337	-0.0061047297	0.067503087	0.0722816919	0.1175754733	0.0664455796	-0.0002076645	-0.0848483293	0.1165551394	0.1262707031	0.0176410554	-0.0318136401	0.0271826988	0.1269827987	-0.049230461	0.0437832039	-0.0643567577	-0.170067651	0.0644490923	-0.0494269631	-0.0662452466	-0.0072145801	0.0671649876	0.10633914	0.1679467385	-0.0370967206	0.1132355164	-0.0088314738	-0.0767494904	0.1245669481	-0.0047820032	-0.0401643822	-0.2115888418	0.0164021621	-0.2109140737	-0.1692297569	-0.034349668	-0.1069957015	-0.1656994252	-0.0206609667	0.0843663659	-0.0365450744	-0.1093013672	-0.06380159	0.0063328069	0.0200570987	-0.0493869806	0.006293481	0.0623036426	0.0294913801	0.0335076329	0.0711779428	0.109094649	-0.0874398611	0.0068089332	0.0651667242	-0.011270557	0.0436727527	-0.0399921402	0.0373109674	-0.0676068897	0.1019370816	0.0267450206	-0.0062353987	0.0809367972	0.0113352213	-0.0404264153	-0.0279240445	0.1277634447	0.1237830955	0.1172407796	0.1082719048	-0.0090878151049764	-0.0058106259787536	3.376337426496624e-05	8.258838338223721e-05	0.1102925453304237	-0.01908388602142	0.0003641947056785	0.0121644455554635	0.0844849107865073	-0.016840748085677	0.007137700150604	0.0002836107960852	0.0013619996837709	-0.0001988739655595	3.9550854177400954e-08	1.8550431385920316e-06	-1.934750606391589e-07	0.0004707236182527	2.215807247809709e-07	3.743259908932621e-14	-0.0002839998851832	0.0002501330432396	8.06559347840708e-08	6.256653932030359e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
979.5581585251524	-3.305677360161553	959534.1859331876	10.927502809484656	1204.221949329115	5.244484783851931	27.504620648054438	1450150.5032460135	894.8996042445086	-0.1759617333580081	800845.3016769781	0.0309625316063547	950.8575442087316	778.9604483216865	1.096031	21.158243	0.0546074722939591	0.027294685508387	-0.0172113263	0.0456533528	0.1014947621	0.1419091047	-0.0004784795	0.1499468261	-0.1152365538	-0.1239403763	-0.0085173889	-0.0232695883	-0.1389465183	0.1116411855	0.1028356235	-0.0410220086	-0.0662787103	0.081857618	-0.024363517	-0.0174551272	0.0195364333	-0.0956463817	-0.0860224745	-0.1090434325	-0.1173215422	0.0177219459	-0.0180759654	-0.1013330536	-0.0366274698	0.1773820969	-0.0265381314	-0.0501889263	0.1246681897	-0.0828075682	-0.0602001788	-0.1037146647	0.0492676559	-0.2088290447	-0.0086055984	0.0259885959	0.0172455192	0.0986731326	-0.0169994212	-0.0098079859	-0.1300519612	0.1253649821	0.1013961588	-0.0858522135	0.0973653022	0.0725170971	-0.2245446361	-0.0001081513	0.0253665948	0.0762393761	0.0296677342	0.1332542126	-0.0269218019	0.0018373118	-0.0436362057	0.1864656476	0.0192604087	-0.046630927	-0.0264136359	-0.1344131392	-0.0677802949	0.0146507145	0.110653509	-0.0437013035	0.0386536735	0.0695031583	0.1416360607	-0.0138900706	0.0328000459	0.088414264	0.0059044699	0.1121612609	-0.1172006861	0.0061943708	-0.0631683722	0.0736094786	0.0460028123	0.0801537532	-0.0141358187	0.1692569057	0.0087067021	0.159408928	-0.0093722568	0.0252763788	-0.0465143535	0.0125758876	0.0559562434	0.1040723692	0.1040783127	-0.0106661229	-0.0086917906	0.0908931426	0.0778664541	0.0214492497	-0.0697430117	-0.0690481362	-0.0657070015	-0.0692549649	0.0440370364	0.1883117774	-0.0855707959	0.0221985563	0.10762646	-0.075049214	0.0102138876	0.0493022817	0.1272347401	0.1216944932	0.1126387502	0.1003291122	0.0001114597647386	0.009199274869715	8.462665812856992e-05	1.2423279155584062e-08	0.1016438702154687	-0.0086486751149549	7.479958124404186e-05	0.010331476352379	0.0908953087246118	0.0064103979381044	0.0082619571481424	4.1093201724854365e-05	0.001362007912718	8.228947100119566e-09	6.771557037656621e-17	1.8550655543064432e-06	-0.0002849738960992	-0.0002847804210385	8.109988820689998e-08	8.121012145795765e-08	3.8193952254831904e-05	0.000322193837438	1.458777988844379e-09	1.0380886888304493e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
981.2327697218132	1.6746111966607486	962817.7483759408	2.8043226599815445	1199.4385501391266	-4.783399189988359	22.880907810781284	1438652.83555985	893.6633332688863	-1.236270975622347	798634.1532292565	1.528365925166229	946.9809346894168	773.2658418803454	1.215196	23.458651	0.0627543342110966	0.0295436168552391	-0.0113998357	0.0266690237	0.0888820923	-0.1274016021	0.0004821307	-0.0066358184	0.1323201376	0.0596608158	0.0051700408	0.138964179	-0.1346950852	-0.0263187593	0.0199013844	0.1634595976	0.1718869919	-0.0864045048	-0.051844367	-0.0116109445	0.0372660405	0.1469074471	0.1081918795	-0.1141172885	0.1292648094	0.0164466165	0.0395007997	-0.0314415618	-0.0265509176	0.0267187726	-0.1308375533	-0.0249985081	-0.0263843187	-0.0555918271	0.0837091573	-0.0754599865	0.0429327519	-0.0149811497	0.0092212205	0.1427288608	0.1144069724	0.0265936057	-0.0843993248	-0.0607855808	0.1002491304	-0.0010362941	-0.050017024	0.0775280464	-0.0654649823	0.1462087352	-0.1393875945	-0.0955976485	-0.0572822725	0.0728456322	0.0865741189	-0.1323685331	0.0895989156	0.0427916794	-0.0147990932	-0.0138349192	-0.0957150762	0.150737329	0.0211304655	0.0112187775	-0.0048710789	-0.065519704	0.1997195049	-0.0163665059	-0.0806847709	0.0538400865	-0.0164180799	0.09208546	0.0041385157	-0.0521157821	-0.1246431849	0.0126097	-0.0154368114	-0.0123715613	-0.1049130937	0.0292707693	0.0645929983	0.0238874926	-0.0762007001	-0.1302084415	0.1968583707	0.1222312497	-0.0072226051	0.0141386128	-0.0307905441	0.0068182798	0.0561489139	0.0383609766	-0.0537318605	-0.0223414811	-0.1354920582	-0.104803717	0.0140909697	-0.0043164674	-0.0368644641	0.0275560807	-0.035053951	-0.119267288	-0.079466681	0.1117666581	-0.021763315	0.0642919939	0.0829201993	-0.0621844811	-0.066906699	-0.0363389424	0.1266188352	0.1192723348	0.1073422654	0.0912870929	0.0002431339249113	0.0001316741601727	1.7338084457185854e-08	5.9114105442773675e-08	0.117378862283445	0.0157349920679763	0.0002475899753792	0.0137777973109559	0.0719854965139958	-0.0189098122106159	0.0051819117083665	0.0003575809978407	0.0013619384960395	-6.941667849997418e-08	4.818675253968778e-15	1.8548764669943356e-06	-0.0005741583432441	-0.0002891844471449	8.362764447050146e-08	3.2965780311680973e-07	-0.0002321092993684	-0.0002703032516232	5.387472685328953e-08	7.306384783809222e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
982.1846128853102	0.951843163497074	964686.6137886668	0.9060054078961172	1199.134224669574	-0.3043254695526229	0.0926139914184244	1437922.8887739005	894.0647652193626	0.401431950476308	799351.804406754	0.1611476108632129	948.5596844997552	782.8129704336053	1.106364	21.35771	0.0575064930694058	0.0298918356163724	-0.0286703763	0.0080842945	-0.0002475287	0.0850947848	-0.06632742	0.0357083154	-0.0229534422	0.0009612991	-0.0125371639	-0.0821072851	-0.0164168586	-0.0003412688	-0.0715864676	-0.0877590184	0.0625537321	0.1077200985	0.0222080317	-0.0237710146	-0.0201251453	-0.0137750137	0.0790681913	-0.0688375578	0.0008033321	0.1036829433	-0.0215414137	-0.1241380243	-0.0529453837	0.1509121344	0.0379143474	-0.0838059319	-0.0666907629	0.0305360423	0.2098444792	0.0367295071	0.0456658845	-0.1083281156	0.1300095917	-0.0466952422	-0.0454256887	0.1095233399	0.0627006855	0.1532943622	-0.0001994916	0.1223252273	-0.0684732696	-0.0337951607	0.0173706557	-0.0181404067	-0.0201085904	-0.00715658	-0.0215028088	0.011639427	0.02497395	0.0023729471	0.0398690024	0.0766863528	0.0411327186	-0.0900022753	0.0534661891	0.1153312679	-0.0896078649	-0.01659269	-0.2119736087	-0.0365215653	0.1351100486	0.0699773492	0.039264808	-0.0036585656	-0.1572345056	-0.0477061682	0.0477277426	0.1534105948	0.103734812	-0.0954532695	-0.0431723921	0.0893631291	-0.0256340626	-0.125103649	0.0094588224	0.0539102406	-0.1569403208	0.0958920811	0.0588155389	0.0428786872	-0.0284714465	0.0462224366	-0.0380696433	0.0656505737	-0.0513943989	0.1248389471	0.1710882032	0.0085731644	-0.0152645851	-0.0668208564	0.0589071244	0.0364855888	-0.0680336522	-0.0582502913	0.032399521	-0.0367572409	-0.0741559576	-0.0532406642	-0.062225582	0.0691499299	0.0251333022	-0.1453575382	0.0687089705	-0.0464948036	0.1259161521	0.1165232592	0.1013839798	0.0812449131	0.0001548796353461	-8.825428956520001e-05	7.788819626658172e-09	2.3987701444940908e-08	0.1141439578622964	-0.0032349044211485	1.046460661396675e-05	0.0130288431164696	0.0588167555891487	-0.0131687409248471	0.0034594107380336	0.0001734157375457	0.0016670222981787	0.0003050838021391	9.30761263277105e-08	2.778963342624995e-06	-0.0004099012857852	0.0001642570574589	2.6980380925056377e-08	1.680190640883602e-07	0.0001188417097104	0.0003509510090788	1.412335196689098e-08	1.2316661077342798e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
982.4779070396032	0.2932941542929939	965262.8378209192	0.0860214609424425	1200.284858912638	1.1506342430639052	1.323959161311246	1440683.742534931	897.0273883890661	2.9626231697035337	804658.1355201085	8.777136045664212	951.2229755333318	782.4400797499914	1.116112	21.545895	0.2193877879982819	0.1293611885245721	0.0589018065	0.0304403818	0.0429090604	-0.0398019295	0.0186806378	-0.0298509999	-0.010471614	0.0677578714	0.0195016335	0.0981976565	-0.0708580672	-0.0172799079	-0.1627326604	0.041145593	-0.0029352153	-0.0041817734	0.0969344981	-0.0117890051	0.0815689137	0.0053500532	-0.0647588378	0.1343212464	0.0586744966	-0.0693775459	0.0536754359	-0.2106509178	-0.0237160307	-0.0808527225	-0.0253576528	0.1444546256	-0.1709293742	-0.0694690942	0.1961291553	0.1536407371	-0.1440537291	-0.0537372447	-0.0621574965	-0.1453764082	-0.0206424479	0.0321334111	-0.0832129047	-0.0420309378	-0.031853652	-0.006961354	-0.0124599522	-0.0597277289	0.1067139922	0.0839910083	0.0444627216	0.0557598522	0.10752357	0.0627227753	-0.0555744435	-0.0533659626	0.0349711723	0.0181422066	-0.0896116671	-0.0199876428	0.0144654567	-0.1400127016	0.037458028	0.0813041353	-0.0402481127	-0.1167181781	-0.0403511522	0.0488597577	-0.0338249702	0.0978046788	-0.2063093135	-0.1087189429	0.0424798643	0.065855153	0.1355667921	-0.2509395799	0.0998248621	-0.0967866574	0.0947819364	0.1508438663	0.0372376293	0.0811295811	-0.0222705887	0.0706156359	-0.0005087044	0.1176991347	0.0411939972	0.0458707693	0.0079210958	0.1042868902	-0.0468217247	0.0334447272	-0.1205887851	-0.042996915	-0.1341141545	0.0231051418	0.005454241	0.0465809396	-0.0101131053	-0.0097128666	0.0031279171	0.0021969873	-0.020371256	-0.0481442215	0.0336860219	0.0170319295	-0.1529150475	-0.0548843657	-0.0660235869	-0.1622933421	0.1251271724	0.1134548014	0.0948006283	0.0703125971	-0.0173233870020794	-0.0174782666374254	0.0003054898046489	0.0003000997372238	0.0668055093814246	-0.0473384484808718	0.0022409287045761	0.0044629760837116	-0.0531594486237594	-0.1119762042129081	0.0028259269779821	0.0125386703099308	0.00141799553275	-0.0002490267654287	6.201432989988082e-08	2.0107113308989564e-06	0.0001270374782178	0.000536938764003	2.8830323628906936e-07	1.613852087193801e-08	5.290986580056781e-05	-6.593184390983218e-05	2.799453899034095e-09	4.347008041350475e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
