participant_id	stc_ref_time	fmriprep_start	fmriprep_stop
sub-v2s16x51209	n/a	2026-03-11T09:52:25	2026-03-11T14:07:37
sub-v2s16x51215	n/a	2026-03-11T09:52:53	2026-03-11T14:14:03
sub-v2s16x51231	n/a	2026-03-11T09:57:53	2026-03-11T14:15:11
sub-v2s16x51234	n/a	2026-03-11T09:57:48	2026-03-11T14:16:52
sub-v2s16x51235	n/a	2026-03-11T10:03:19	2026-03-11T14:05:41
sub-v2s16x51236	n/a	2026-03-11T10:12:25	2026-03-11T13:53:13
sub-v2s16x51243	n/a	2026-03-11T10:24:03	2026-03-11T14:15:20
sub-v2s16x51244	n/a	2026-03-11T10:32:44	2026-03-11T14:37:41
sub-v2s16x51246	n/a	2026-03-11T10:41:35	2026-03-11T14:59:41
sub-v2s16x51247	n/a	2026-03-11T10:50:47	2026-03-11T15:05:32
sub-v2s16x51258	n/a	2026-03-11T10:50:45	2026-03-11T15:18:48
sub-v2s16x51270	n/a	2026-03-11T10:55:46	2026-03-11T15:19:44
sub-v2s16x51274	n/a	2026-03-11T10:57:15	2026-03-11T15:05:11
sub-v2s16x51292	n/a	2026-03-11T11:01:20	2026-03-11T14:33:37
sub-v2s16x51294	n/a	2026-03-11T11:14:55	2026-03-11T15:45:21
sub-v2s16x51298	n/a	2026-03-11T11:33:33	2026-03-11T16:29:39
sub-v2s16x51300	n/a	2026-03-11T11:33:41	2026-03-11T15:28:01
sub-v2s16x51307	n/a	2026-03-11T11:40:18	2026-03-11T15:38:27
sub-v2s16x51312	n/a	2026-03-11T11:57:28	2026-03-11T15:43:41
sub-v2s16x51313	n/a	2026-03-11T12:16:45	2026-03-11T16:05:36
sub-v2s16x51315	n/a	2026-03-11T12:23:11	2026-03-11T16:45:15
